,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
112998,OR,32780,"Medford, OR",45-0000,"Farming, Fishing, and Forestry Occupations",major,760,34.6,9.275,2.81,14.45,30060,10.9,9.6,9.71,12.35,17.18,21.21,19980,20190,25690,35730,44110,,
113004,OR,32780,"Medford, OR",47-0000,Construction and Extraction Occupations,major,3270,4.9,39.783,1,22.71,47240,4.6,12.52,15.29,19.8,27.86,38.41,26040,31800,41190,57960,79890,,
113019,OR,32780,"Medford, OR",49-0000,"Installation, Maintenance, and Repair Occupations",major,2960,5.3,36.013,0.93,21.18,44060,1.9,12.44,15.55,20.08,25.55,30.77,25880,32350,41760,53140,64010,,
113038,OR,32780,"Medford, OR",51-0000,Production Occupations,major,5290,8.8,64.391,0.99,16.81,34960,2.3,10.29,11.77,15.34,19.95,25.26,21410,24480,31910,41490,52540,,
113077,OR,32780,"Medford, OR",53-0000,Transportation and Material Moving Occupations,major,6270,5.3,76.255,1.1,16.11,33510,3.9,9.88,11.19,14.31,19.62,24.27,20550,23280,29760,40810,50490,,
113096,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",11-0000,Management Occupations,major,77460,2.6,68.345,1.35,53.83,111970,2.4,23.54,32.3,46.83,64.7,93.57,48960,67180,97420,134580,194630,,
113129,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",13-0000,Business and Financial Operations Occupations,major,63530,2.7,56.056,1.08,34.63,72040,1.8,18.3,23.97,31.25,41.35,53.97,38050,49860,65000,86000,112270,,
113161,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",15-0000,Computer and Mathematical Occupations,major,43130,6.1,38.059,1.28,41.26,85810,2.7,21.04,28.54,39.66,51.03,62.85,43750,59360,82500,106140,130730,,
113179,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",17-0000,Architecture and Engineering Occupations,major,35940,19,31.713,1.78,43.06,89570,5.5,22.85,29.01,38.61,51.89,68.96,47530,60330,80300,107930,143430,,
113207,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",19-0000,"Life, Physical, and Social Science Occupations",major,10950,3.2,9.663,1.18,32.51,67620,3.1,16.39,21.4,29.31,39.87,50.64,34100,44510,60960,82920,105330,,
113242,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",21-0000,Community and Social Service Occupations,major,20220,3,17.837,1.24,23.01,47850,2.2,12.2,15.97,21.1,28.65,37.29,25370,33220,43890,59590,77560,,
113261,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",23-0000,Legal Occupations,major,8060,4.5,7.114,0.93,45.63,94900,3.4,20.14,26.15,37.67,57.37,76.55,41880,54390,78350,119330,159220,,
113269,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",25-0000,"Education, Training, and Library Occupations",major,64270,2.3,56.707,0.92,28.93,60170,7.2,12.8,16.81,23.34,35.45,50.04,26630,34970,48540,73730,104070,,
113320,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,20480,4.9,18.069,1.33,26.29,54690,2,11.35,16.05,22.65,32.26,45.22,23600,33380,47110,67100,94070,,
113358,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",29-0000,Healthcare Practitioners and Technical Occupations,major,62020,3.5,54.726,0.92,43.07,89590,2.2,19,27.37,38.79,49.17,65.8,39530,56920,80670,102270,136850,,
113413,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",31-0000,Healthcare Support Occupations,major,28620,3.5,25.25,0.88,17.42,36230,1.7,10.93,13.18,16.76,20.88,24.71,22740,27420,34860,43420,51400,,
113430,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",33-0000,Protective Service Occupations,major,19510,3.3,17.211,0.71,24.24,50420,4.7,10.52,12.14,21.63,34.24,41.43,21870,25250,44980,71210,86170,,
113449,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",35-0000,Food Preparation and Serving Related Occupations,major,102770,1.4,90.682,0.98,12.43,25850,1,9.6,9.9,11.17,13.3,17.53,19970,20590,23230,27660,36460,,
113467,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,30630,2.5,27.024,0.86,14.81,30800,1.7,10.01,11.19,13.62,17.14,21.66,20820,23280,28330,35660,45040,,
113477,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",39-0000,Personal Care and Service Occupations,major,37610,3.2,33.183,1.03,13.81,28730,1.3,9.73,10.54,12.08,15.02,19.01,20230,21930,25130,31250,39530,,
113502,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",41-0000,Sales and Related Occupations,major,113160,1.9,99.848,0.96,20.03,41660,1.5,9.95,11.18,14.37,22.43,36.79,20690,23250,29890,46660,76520,,
113525,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",43-0000,Office and Administrative Support Occupations,major,165690,1.4,146.198,0.93,18.93,39380,0.5,11.34,14.08,17.85,22.77,28.21,23590,29280,37120,47360,58670,,
113579,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",45-0000,"Farming, Fishing, and Forestry Occupations",major,3690,12,3.26,0.99,15.81,32890,3.8,9.61,10.67,13.73,19.82,24.52,20000,22180,28550,41220,51010,,
113590,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",47-0000,Construction and Extraction Occupations,major,48060,2,42.403,1.07,26.16,54400,1.5,13.71,17.32,24.79,33.59,41.55,28510,36030,51570,69870,86420,,
113630,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-0000,"Installation, Maintenance, and Repair Occupations",major,36100,2.4,31.851,0.82,23.69,49280,1.1,12.97,16.56,22.43,29.31,36.74,26980,34440,46640,60970,76410,,
113672,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-0000,Production Occupations,major,71850,3,63.394,0.98,18.69,38880,1.7,10.73,12.95,17.1,22.67,29.07,22310,26940,35560,47150,60460,,
113764,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",53-0000,Transportation and Material Moving Occupations,major,69600,2.7,61.407,0.89,18.55,38580,2.5,10.26,12.21,16.52,22.23,28.65,21350,25390,34360,46230,59600,,
113801,OR,41420,"Salem, OR",11-0000,Management Occupations,major,8860,2.9,55.147,1.09,42.5,88390,2.1,18.34,27.76,39.65,52.33,64.47,38150,57740,82470,108840,134090,,
113827,OR,41420,"Salem, OR",13-0000,Business and Financial Operations Occupations,major,9020,3.9,56.174,1.08,31.25,65000,1.7,19.19,23.67,29.81,37.07,43.69,39910,49230,62000,77110,90880,,
113855,OR,41420,"Salem, OR",15-0000,Computer and Mathematical Occupations,major,3130,3.8,19.504,0.66,33.82,70350,2.2,20.7,26.61,34.04,42.12,46.47,43050,55340,70810,87620,96650,,
113869,OR,41420,"Salem, OR",17-0000,Architecture and Engineering Occupations,major,1310,6.7,8.168,0.46,35.06,72910,2.4,20.55,26.06,33.21,42.74,49.5,42730,54210,69090,88900,102960,,
113884,OR,41420,"Salem, OR",19-0000,"Life, Physical, and Social Science Occupations",major,1390,8.3,8.634,1.05,30.87,64220,3.4,16.39,22.43,31.25,38.58,44.02,34100,46640,65000,80240,91550,,
113897,OR,41420,"Salem, OR",21-0000,Community and Social Service Occupations,major,4240,3.5,26.425,1.84,22.78,47390,2.2,13.9,17.64,21.9,26.36,33.23,28920,36690,45550,54820,69120,,
113916,OR,41420,"Salem, OR",23-0000,Legal Occupations,major,1560,5.3,9.738,1.27,40.77,84790,5.9,18.75,24.63,31.44,53.22,66.19,39000,51240,65400,110700,137680,,
113922,OR,41420,"Salem, OR",25-0000,"Education, Training, and Library Occupations",major,10350,5.7,64.422,1.05,26.76,55670,3.2,12.76,17.11,23.99,35.84,44.85,26540,35600,49900,74540,93290,,
113942,OR,41420,"Salem, OR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1420,8.2,8.862,0.65,23.43,48740,4.4,10.12,12.07,20.01,31.11,43.07,21050,25100,41630,64710,89580,,
113956,OR,41420,"Salem, OR",29-0000,Healthcare Practitioners and Technical Occupations,major,9410,3.9,58.578,0.99,43.2,89850,5,18.04,25.64,36.57,47.58,74.25,37520,53330,76060,98960,154440,,
113992,OR,41420,"Salem, OR",31-0000,Healthcare Support Occupations,major,5450,5.1,33.911,1.18,16.56,34440,2.4,10.92,13.1,16.21,19.32,22.83,22710,27250,33710,40200,47480,,
114006,OR,41420,"Salem, OR",33-0000,Protective Service Occupations,major,3410,4.7,21.242,0.88,25.4,52820,6.4,11.23,15.45,24.46,32.4,41.66,23360,32130,50890,67400,86650,,
114018,OR,41420,"Salem, OR",35-0000,Food Preparation and Serving Related Occupations,major,14380,3.4,89.543,0.97,11.82,24590,1.8,9.58,9.72,10.82,12.1,15.17,19920,20220,22510,25160,31560,,
114036,OR,41420,"Salem, OR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4970,4.3,30.954,0.98,13.97,29070,2.6,9.78,10.75,12.7,15.84,19.08,20330,22350,26420,32940,39700,,
114043,OR,41420,"Salem, OR",39-0000,Personal Care and Service Occupations,major,7310,5.9,45.501,1.41,13.07,27190,2.2,9.68,10.46,12.01,14.51,18.05,20130,21760,24980,30190,37550,,
114054,OR,41420,"Salem, OR",41-0000,Sales and Related Occupations,major,15830,3.5,98.544,0.95,16.95,35250,2.2,9.78,10.78,13.45,19.28,27.79,20350,22430,27970,40100,57790,,
114072,OR,41420,"Salem, OR",43-0000,Office and Administrative Support Occupations,major,24270,2.1,151.062,0.96,17.6,36610,1.7,10.9,13.46,16.69,20.69,24.87,22680,27990,34710,43040,51730,,
114117,OR,41420,"Salem, OR",45-0000,"Farming, Fishing, and Forestry Occupations",major,3210,8.4,20.003,6.06,13.21,27490,3.4,9.64,10.31,11.63,14.52,19.95,20040,21440,24190,30210,41490,,
114125,OR,41420,"Salem, OR",47-0000,Construction and Extraction Occupations,major,7230,4.2,45.024,1.13,22.59,46980,2.6,12.59,15.35,20.1,28.17,36.36,26190,31920,41800,58590,75630,,
114145,OR,41420,"Salem, OR",49-0000,"Installation, Maintenance, and Repair Occupations",major,5130,4.5,31.955,0.82,22.02,45810,2.5,11.88,15.66,20.82,26.88,33.5,24720,32580,43300,55900,69680,,
114169,OR,41420,"Salem, OR",51-0000,Production Occupations,major,8570,6.3,53.332,0.82,15.59,32440,2.5,9.81,11.06,13.99,18.53,23.83,20410,22990,29090,38540,49570,,
114208,OR,41420,"Salem, OR",53-0000,Transportation and Material Moving Occupations,major,10160,4.5,63.278,0.91,15.68,32610,2.5,9.89,11.05,13.82,18.59,24.61,20570,22980,28750,38660,51200,,
114230,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",11-0000,Management Occupations,major,12820,3.3,36.152,0.72,56.76,118070,1.8,24.5,34.85,49.38,69.58,98.33,50970,72480,102710,144730,204520,,
114261,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",13-0000,Business and Financial Operations Occupations,major,13090,4.5,36.899,0.71,33.56,69810,1.4,17.28,22.9,30.16,40.09,52.4,35950,47640,62730,83390,109000,,
114290,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",15-0000,Computer and Mathematical Occupations,major,6850,9.6,19.309,0.65,38.79,80680,2.7,20.39,26.27,35.49,48.93,63.77,42420,54640,73820,101770,132650,,
114305,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",17-0000,Architecture and Engineering Occupations,major,6370,9.6,17.962,1.01,40.01,83230,3.4,20.57,27.42,36.62,50.41,65.86,42780,57020,76170,104860,136980,,
114328,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",19-0000,"Life, Physical, and Social Science Occupations",major,1840,10.1,5.183,0.63,36.29,75480,6.6,16.4,21.47,30.59,43.47,59.75,34110,44660,63620,90410,124270,,
114340,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",21-0000,Community and Social Service Occupations,major,5710,6,16.108,1.12,21.13,43960,2.4,11.56,14.22,18.96,26.27,34.91,24040,29580,39430,54650,72610,,
114357,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",23-0000,Legal Occupations,major,1460,6.7,4.103,0.54,46.24,96170,10.1,17.02,21.31,31.54,57.85,97.89,35390,44330,65600,120330,203610,,
114362,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-0000,"Education, Training, and Library Occupations",major,21150,5.4,59.617,0.97,27.8,57810,5.1,9.52,14.47,25.87,36.4,47.13,19790,30090,53800,75720,98020,,
114408,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3310,5.7,9.341,0.69,21.23,44160,3.2,8.6,11.69,18.84,26.84,35.88,17880,24310,39180,55840,74630,,
114430,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",29-0000,Healthcare Practitioners and Technical Occupations,major,26760,7.8,75.457,1.27,39.66,82490,3,16.73,23.85,31.14,42.87,71,34800,49610,64760,89170,147680,,
114479,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",31-0000,Healthcare Support Occupations,major,12260,5,34.556,1.2,14.75,30680,1.4,10.19,12.08,14.12,16.95,19.59,21200,25130,29370,35260,40750,,
114495,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",33-0000,Protective Service Occupations,major,6840,7,19.296,0.8,20.13,41880,6.4,9.4,11.25,15.61,27.76,37.54,19560,23390,32460,57740,78080,,
114511,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",35-0000,Food Preparation and Serving Related Occupations,major,31020,2.7,87.443,0.95,10.93,22740,1.3,7.94,8.6,9.57,12.24,15.94,16520,17880,19920,25460,33150,,
114528,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,11000,4.9,30.999,0.98,13.58,28240,2,8.25,9.3,12.19,16.49,22.07,17160,19350,25350,34300,45900,,
114536,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",39-0000,Personal Care and Service Occupations,major,14650,7.5,41.307,1.28,12.17,25310,1.6,8.14,9.07,10.76,13.5,18.39,16920,18870,22390,28090,38240,,
114556,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",41-0000,Sales and Related Occupations,major,34050,3.1,96.003,0.93,18.65,38790,2.4,8.26,9.22,12.55,22.28,37.4,17180,19170,26100,46340,77790,,
114575,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",43-0000,Office and Administrative Support Occupations,major,57750,2.1,162.815,1.04,17.16,35690,1,9.77,12.15,15.84,20.72,27.22,20310,25270,32950,43100,56610,,
114626,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",45-0000,"Farming, Fishing, and Forestry Occupations",major,280,38.3,0.802,0.24,14.58,30330,6,8.86,9.92,12.19,17.3,24.08,18430,20630,25360,35980,50090,,
114629,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",47-0000,Construction and Extraction Occupations,major,11450,4.2,32.278,0.81,23.93,49780,2.2,13.29,16.72,21.54,28.96,39.93,27640,34780,44800,60240,83060,,
114660,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",49-0000,"Installation, Maintenance, and Repair Occupations",major,13900,3.5,39.187,1.01,22.01,45780,1.3,12.18,15.82,21.01,27.41,33.96,25330,32900,43700,57010,70640,,
114688,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",51-0000,Production Occupations,major,26730,6.1,75.348,1.16,18.64,38770,1.1,10.68,13.43,17.27,22.4,28.82,22220,27930,35920,46590,59940,,
114757,PA,10900,"Allentown-Bethlehem-Easton, PA-NJ",53-0000,Transportation and Material Moving Occupations,major,35410,5.4,99.835,1.44,16.61,34540,1.7,9.73,11.96,15.11,19.57,24.91,20240,24880,31420,40710,51820,,
114779,PA,11020,"Altoona, PA",11-0000,Management Occupations,major,1670,5.5,28.802,0.57,44.96,93530,2.8,19.24,27.03,39.19,53.68,75.94,40020,56220,81510,111650,157950,,
114796,PA,11020,"Altoona, PA",13-0000,Business and Financial Operations Occupations,major,1690,10,29.115,0.56,30.36,63150,3.8,14.25,20.3,27.73,36.96,46.67,29650,42230,57680,76890,97080,,
114811,PA,11020,"Altoona, PA",15-0000,Computer and Mathematical Occupations,major,650,5.8,11.213,0.38,26.48,55070,4.4,13.31,17.18,23.66,34.13,44.37,27680,35740,49210,70990,92290,,
114820,PA,11020,"Altoona, PA",17-0000,Architecture and Engineering Occupations,major,620,8.5,10.74,0.6,31.95,66460,2.4,18.17,24.03,30.83,38.68,47.03,37780,49970,64120,80460,97820,,
114826,PA,11020,"Altoona, PA",19-0000,"Life, Physical, and Social Science Occupations",major,200,19.2,3.495,0.43,31.43,65380,4.6,14.41,21.05,28.11,39.09,49.51,29980,43790,58460,81320,102970,,
114828,PA,11020,"Altoona, PA",21-0000,Community and Social Service Occupations,major,1440,14.6,24.861,1.73,19.12,39770,4.1,10.16,13,17.44,24.24,31.06,21140,27040,36280,50430,64600,,
114839,PA,11020,"Altoona, PA",23-0000,Legal Occupations,major,220,12.1,3.832,0.5,22.71,47240,12.2,10.75,12.83,16.52,24.48,38.4,22360,26680,34370,50920,79880,,
114843,PA,11020,"Altoona, PA",25-0000,"Education, Training, and Library Occupations",major,2920,7.3,50.171,0.82,22.97,47780,6,9.01,11.8,21.82,30.95,39.6,18750,24540,45390,64380,82370,,
114855,PA,11020,"Altoona, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,530,17.6,9.134,0.67,16.88,35120,8.3,8.07,9.09,13.54,21.02,28.89,16780,18900,28160,43710,60090,,
114860,PA,11020,"Altoona, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,4730,5.6,81.381,1.37,36.34,75590,5.3,15.57,21.22,28.77,37.81,64.24,32380,44130,59830,78630,133620,,
114882,PA,11020,"Altoona, PA",31-0000,Healthcare Support Occupations,major,2370,9.9,40.698,1.41,14.25,29630,2.9,9.82,11.7,13.75,16.22,19.63,20430,24350,28600,33730,40820,,
114890,PA,11020,"Altoona, PA",33-0000,Protective Service Occupations,major,1000,14.6,17.222,0.71,18.06,37550,10.4,8.34,9.72,14.92,22.9,33.42,17360,20220,31040,47640,69520,,
114897,PA,11020,"Altoona, PA",35-0000,Food Preparation and Serving Related Occupations,major,5410,3.5,93.057,1.01,10.4,21620,2.1,7.85,8.38,9.26,11.51,14.78,16330,17430,19260,23930,30740,,
114912,PA,11020,"Altoona, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1630,6.7,28.076,0.89,12.15,25280,2.8,8.01,8.87,11.05,14.93,18.2,16660,18450,22980,31050,37860,,
114918,PA,11020,"Altoona, PA",39-0000,Personal Care and Service Occupations,major,2130,12.7,36.735,1.14,10.4,21640,2.3,7.9,8.52,9.56,11.7,14.3,16440,17720,19890,24340,29730,,
114927,PA,11020,"Altoona, PA",41-0000,Sales and Related Occupations,major,6810,3.7,117.216,1.13,14.71,30600,2.9,8.04,8.79,10.7,15.75,27.2,16710,18280,22250,32750,56570,,
114940,PA,11020,"Altoona, PA",43-0000,Office and Administrative Support Occupations,major,9680,3.1,166.599,1.06,14.87,30930,2.3,8.52,10.13,13.77,18.27,23.33,17730,21070,28640,38000,48530,,
114970,PA,11020,"Altoona, PA",47-0000,Construction and Extraction Occupations,major,2450,5.4,42.183,1.06,18.69,38880,2.7,11.18,13.54,17.3,22.87,28.86,23250,28150,35980,47560,60030,,
114982,PA,11020,"Altoona, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,2600,7.1,44.74,1.15,19.79,41170,3.5,10.01,13.77,18.53,24.88,30.77,20820,28640,38540,51760,63990,,
115000,PA,11020,"Altoona, PA",51-0000,Production Occupations,major,4730,6.9,81.422,1.26,16.94,35230,2.8,9.19,11.88,16.34,20.9,25.23,19120,24710,33980,43480,52470,,
115028,PA,11020,"Altoona, PA",53-0000,Transportation and Material Moving Occupations,major,4590,9.1,78.954,1.14,15.58,32400,3.4,8.42,10.02,14.23,19.76,25.09,17510,20840,29610,41090,52190,,
115043,PA,14100,"Bloomsburg-Berwick, PA",11-0000,Management Occupations,major,1550,32.6,36.827,0.73,53.61,111510,5,21.79,34.1,47.76,66.97,89.66,45320,70930,99350,139300,186490,,
115055,PA,14100,"Bloomsburg-Berwick, PA",13-0000,Business and Financial Operations Occupations,major,1760,24.8,41.799,0.81,28.45,59180,2.4,15.67,20.9,27.29,34.96,43.95,32590,43460,56760,72710,91420,,
115067,PA,14100,"Bloomsburg-Berwick, PA",15-0000,Computer and Mathematical Occupations,major,1450,48.9,34.358,1.16,42.13,87630,5.5,19.92,29.54,40.58,54.35,64.39,41440,61440,84410,113050,133930,,
115075,PA,14100,"Bloomsburg-Berwick, PA",17-0000,Architecture and Engineering Occupations,major,350,15.7,8.294,0.47,32.01,66570,4,17.38,22.1,29.53,38.27,50.64,36140,45960,61430,79600,105330,,
115081,PA,14100,"Bloomsburg-Berwick, PA",19-0000,"Life, Physical, and Social Science Occupations",major,**,**,**,**,33.3,69270,7.4,11.54,20.57,31.02,45.24,58.37,24010,42790,64520,94100,121400,,
115083,PA,14100,"Bloomsburg-Berwick, PA",21-0000,Community and Social Service Occupations,major,790,13.1,18.668,1.3,20.61,42870,4.3,10.72,15.57,19.47,25.61,30.8,22300,32380,40500,53280,64070,,
115091,PA,14100,"Bloomsburg-Berwick, PA",25-0000,"Education, Training, and Library Occupations",major,2260,5.9,53.65,0.87,27.09,56350,8,11.85,18.33,25.31,35.03,45.56,24650,38120,52640,72860,94770,,
115101,PA,14100,"Bloomsburg-Berwick, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,420,28.5,9.87,0.73,22.55,46900,3.8,11.36,15.17,21.8,28.58,35.34,23640,31550,45340,59440,73500,,
115104,PA,14100,"Bloomsburg-Berwick, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,6100,11.5,144.453,2.44,29.13,60600,1.7,15.66,18.51,27.41,34.88,44.32,32570,38500,57020,72550,92190,,
115121,PA,14100,"Bloomsburg-Berwick, PA",31-0000,Healthcare Support Occupations,major,2320,15.3,55.017,1.91,15.08,31370,3.2,10.36,11.96,13.96,17.56,22.34,21550,24870,29040,36530,46470,,
115128,PA,14100,"Bloomsburg-Berwick, PA",33-0000,Protective Service Occupations,major,410,14.7,9.659,0.4,19.73,41050,6.2,11.83,14.15,17.59,23.13,29.99,24610,29430,36590,48110,62370,,
115131,PA,14100,"Bloomsburg-Berwick, PA",35-0000,Food Preparation and Serving Related Occupations,major,3310,7.5,78.529,0.85,10.57,21980,2.7,7.85,8.44,9.46,11.86,14.57,16320,17560,19680,24670,30310,,
115144,PA,14100,"Bloomsburg-Berwick, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1140,17.6,27.119,0.86,13.26,27590,4.1,8.48,9.99,12.17,15.19,19.02,17640,20780,25310,31600,39550,,
115149,PA,14100,"Bloomsburg-Berwick, PA",39-0000,Personal Care and Service Occupations,major,980,14.6,23.303,0.72,10.84,22550,4.5,7.64,8.39,9.79,11.99,14.99,15890,17450,20360,24930,31180,,
115158,PA,14100,"Bloomsburg-Berwick, PA",41-0000,Sales and Related Occupations,major,2880,11.8,68.131,0.66,18.53,38540,10.1,8.05,8.89,11.21,18.83,35.03,16750,18490,23320,39170,72860,,
115167,PA,14100,"Bloomsburg-Berwick, PA",43-0000,Office and Administrative Support Occupations,major,7590,10.3,179.958,1.15,15.51,32250,2,9.49,11.06,14.47,18.45,23.68,19730,23010,30100,38390,49250,,
115193,PA,14100,"Bloomsburg-Berwick, PA",47-0000,Construction and Extraction Occupations,major,1200,8,28.531,0.72,20.59,42830,3.3,12.28,14.77,18.98,25.19,30.78,25540,30730,39480,52400,64020,,
115202,PA,14100,"Bloomsburg-Berwick, PA",49-0000,"Installation, Maintenance, and Repair Occupations",major,1760,12.8,41.744,1.07,20.01,41630,3.3,11.56,14.47,18.64,23.58,30.55,24040,30090,38760,49050,63530,,
115214,PA,14100,"Bloomsburg-Berwick, PA",51-0000,Production Occupations,major,3400,9.2,80.56,1.24,17.91,37260,3.7,11.27,13.94,16.81,19.11,24.33,23440,28990,34970,39750,50610,,
115230,PA,14100,"Bloomsburg-Berwick, PA",53-0000,Transportation and Material Moving Occupations,major,2120,14.4,50.351,0.73,17.17,35720,5.2,8.85,11.72,16.16,19.66,28.93,18410,24390,33600,40900,60180,,
115242,PA,16540,"Chambersburg-Waynesboro, PA",11-0000,Management Occupations,major,1740,5,30.323,0.6,44.04,91610,2.5,18.95,28.02,39.95,52.03,73.24,39410,58270,83090,108220,152340,,
115258,PA,16540,"Chambersburg-Waynesboro, PA",13-0000,Business and Financial Operations Occupations,major,1860,6.1,32.385,0.62,31.88,66300,3.7,17.64,22.77,30.26,38.34,47.34,36690,47360,62940,79740,98470,,
115271,PA,16540,"Chambersburg-Waynesboro, PA",15-0000,Computer and Mathematical Occupations,major,900,9.1,15.608,0.53,37.97,78970,3.4,19.01,26.77,36.84,48.44,59.32,39550,55670,76620,100750,123390,,
115281,PA,16540,"Chambersburg-Waynesboro, PA",17-0000,Architecture and Engineering Occupations,major,1110,15.7,19.297,1.08,31.92,66390,2.9,18.36,23.68,30.02,40.65,47.79,38190,49260,62440,84550,99400,,
115292,PA,16540,"Chambersburg-Waynesboro, PA",19-0000,"Life, Physical, and Social Science Occupations",major,160,21.4,2.743,0.33,41.28,85860,8.4,17.69,24.88,38.66,50.39,69.06,36800,51760,80420,104820,143650,,
115294,PA,16540,"Chambersburg-Waynesboro, PA",21-0000,Community and Social Service Occupations,major,980,8.3,17.119,1.19,19.72,41020,3.9,12.33,14.24,17.65,23.36,30.08,25640,29620,36700,48590,62560,,
115302,PA,16540,"Chambersburg-Waynesboro, PA",23-0000,Legal Occupations,major,170,8.4,2.878,0.38,27.08,56320,8.1,12.47,17.44,23.06,29.58,51.68,25930,36280,47970,61520,107500,,
115305,PA,16540,"Chambersburg-Waynesboro, PA",25-0000,"Education, Training, and Library Occupations",major,3290,6.2,57.408,0.93,24.84,51670,4.3,11.19,14.49,25.93,32.98,37.5,23270,30150,53940,68600,77990,,
115316,PA,16540,"Chambersburg-Waynesboro, PA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,300,15,5.279,0.39,19.01,39530,4.8,9.54,12.46,16.38,23.38,32,19830,25910,34060,48630,66560,,
115318,PA,16540,"Chambersburg-Waynesboro, PA",29-0000,Healthcare Practitioners and Technical Occupations,major,3090,12.6,53.807,0.91,37.61,78220,5.8,14.9,21.15,31.34,41.38,62.82,30990,43980,65180,86070,130660,,
115334,PA,16540,"Chambersburg-Waynesboro, PA",31-0000,Healthcare Support Occupations,major,1780,10.1,31.102,1.08,15.83,32920,3.9,10.63,12.73,14.9,18.42,22.81,22120,26490,30990,38310,47450,,
115343,PA,16540,"Chambersburg-Waynesboro, PA",33-0000,Protective Service Occupations,major,700,16.8,12.288,0.51,21.78,45300,5.3,9.29,13.93,20.17,27.99,36.49,19320,28980,41950,58210,75890,,
115348,PA,16540,"Chambersburg-Waynesboro, PA",35-0000,Food Preparation and Serving Related Occupations,major,5110,4.1,89.172,0.96,9.98,20750,1.9,7.84,8.36,9.23,10.98,13.3,16310,17390,19190,22830,27660,,
115363,PA,16540,"Chambersburg-Waynesboro, PA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1700,8.2,29.631,0.94,12.59,26200,2.6,8.35,9.61,11.56,14.81,18.54,17370,19990,24050,30790,38570,,
