,AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
132322,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2050,6.9,7.654,0.56,,24.78,51540,5.2,10.88,14.59,20.1,29.62,39.85,22630,30340,41820,61610,82890,,
132338,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,22980,2.5,85.63,1.45,,34.09,70900,2,17.12,23.52,29.72,38.56,54.21,35610,48920,61820,80210,112760,,
132371,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,11900,3.8,44.334,1,,14.53,30210,1.9,9.89,11.24,13.52,16.81,19.89,20580,23370,28120,34970,41360,,
132386,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,4310,10.4,16.066,0.67,,18.63,38740,2.6,10.42,12.86,17.52,23.04,29.11,21680,26740,36450,47920,60550,,
132398,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,25130,5,93.66,1.02,,10.7,22250,2.4,7.99,8.55,9.5,11.6,14.73,16620,17780,19770,24130,30640,,
132414,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,7480,3.2,27.888,0.92,,12.26,25490,2.9,8.48,9.6,11.41,13.94,16.17,17650,19960,23720,29000,33630,,
132421,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,4940,7.1,18.421,0.82,,12.72,26450,3.8,8.17,8.95,10.8,14.93,19.38,16990,18620,22470,31060,40300,,
132435,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,25330,3.4,94.405,0.96,,18.6,38690,3.4,8.32,9.43,11.97,20.98,36.59,17310,19620,24890,43640,76100,,
132453,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,34010,2.6,126.74,0.95,,18.29,38050,1.1,11.14,14,17.41,21.76,27.5,23180,29130,36200,45270,57210,,
132497,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,130,39.4,0.491,0.15,,17.26,35900,9.6,9.08,11.92,14.95,20.75,29.83,18890,24790,31090,43150,62050,,
132499,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,9600,4.3,35.765,0.85,,20.05,41710,1.6,12.55,15.25,18.5,23.75,29.88,26100,31720,38470,49390,62140,,
132528,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,9560,5,35.614,0.92,,21.49,44700,1.3,12.43,15.84,19.92,25.94,31.79,25860,32950,41420,53950,66130,,
132554,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,26590,7.2,99.083,1.59,,17.2,35780,2.1,10.02,12.16,15.53,20.86,26.89,20840,25300,32310,43390,55930,,
132612,49180,"Winston-Salem, NC",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,25710,6,95.787,1.12,,15.22,31660,1.9,9.06,10.74,13.72,18.09,23.57,18850,22350,28530,37620,49020,,
132631,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2990,5.5,31.918,0.58,,52.98,110200,2,26.09,35.39,46.77,61.77,87.6,54270,73620,97290,128470,182210,,
132651,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,2660,5.6,28.38,0.51,,31.8,66150,2.3,17.86,22.6,28.31,36.5,48.8,37150,47000,58880,75930,101500,,
132668,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,740,7.2,7.942,0.26,,35.13,73070,2.7,18.71,24.73,33.3,42.72,55.47,38910,51450,69260,88850,115380,,
132674,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,630,7.7,6.683,0.38,,35.27,73360,3.8,18.44,25.31,33.52,41.02,49.24,38350,52650,69720,85330,102410,,
132679,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,610,9,6.553,0.75,,31.08,64650,2.9,17.52,23.75,30.4,37,45.61,36430,49410,63240,76950,94860,,
132688,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,2060,6.6,22.008,1.44,,23.42,48720,3.2,13.91,16.88,21.81,29.57,35.23,28940,35120,45370,61510,73280,,
132698,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,490,9,5.219,0.67,,39.49,82140,9,18.61,24.13,31.39,48.53,72.49,38710,50180,65300,100940,150780,,
132702,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,7620,15,81.428,1.35,,24.86,51710,1.6,13.73,17.02,22.66,31.99,38.72,28560,35400,47140,66530,80530,,
132722,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,660,9.3,7.098,0.52,,23.13,48120,4.7,12.24,14.2,20.01,28.29,37.7,25470,29540,41630,58850,78430,,
132730,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,4890,9,52.22,0.88,,41.67,86660,4.9,17.43,23.97,34.57,46.65,75.95,36250,49860,71900,97030,157980,,
132756,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,5630,9.2,60.2,1.36,,16.15,33600,1.6,12.81,13.67,15.19,17.82,20.13,26630,28430,31600,37060,41870,,
132767,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,2080,9.5,22.254,0.93,,27.58,57370,5.8,13.16,15.58,26.03,37.04,45.88,27370,32400,54140,77030,95420,,
132778,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,7800,3.8,83.327,0.91,,14.44,30030,2.1,12.08,12.25,12.84,15.14,19.12,25120,25480,26700,31490,39780,,
132793,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2430,5.5,26.006,0.86,,15.87,33010,1.9,12.17,12.55,14.53,18.31,22.28,25310,26110,30230,38070,46340,,
132800,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,1330,12.2,14.17,0.63,,16.83,35010,5.1,12.04,12.22,13.59,18.84,26.83,25030,25410,28280,39200,55810,,
132809,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,9020,6.6,96.42,0.99,,20.72,43100,4.2,12.16,12.63,14.94,21.78,34.27,25280,26270,31070,45300,71280,,
132824,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,10730,3.1,114.626,0.86,,19.78,41140,1.3,13.01,15.2,18.27,22.93,28.57,27050,31610,38000,47690,59430,,
132857,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,5720,10.9,61.179,18.54,,15.25,31720,2.8,12.01,12.02,13.09,16.3,20.28,24990,25000,27220,33890,42190,,
132864,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,3350,4.4,35.827,0.85,,23.86,49630,2.3,13.75,17.62,22.94,28.97,36.24,28600,36650,47710,60260,75370,,
132883,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,4160,5.4,44.416,1.14,,22.36,46510,1.7,13.07,15.77,21.2,26.89,31.67,27180,32800,44100,55930,65880,,
132902,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,6170,8.7,65.918,1.06,,19.35,40240,1.7,12.47,14.31,17.66,22.24,28.36,25930,29770,36720,46250,59000,,
132929,49420,"Yakima, WA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,11810,5.5,126.211,1.48,,17.03,35420,2.4,12.15,12.52,14.74,20.25,24.87,25270,26030,30670,42120,51730,,
132944,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,7680,4.4,42.02,0.77,,55.2,114820,1.5,25.7,35.16,50.07,67.5,91.3,53460,73130,104130,140400,189900,,
132968,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,7830,3.9,42.813,0.77,,35.17,73150,3,18.13,25.4,32.78,43.3,53.95,37710,52840,68190,90060,112210,,
132988,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,2860,7.4,15.664,0.51,,37.88,78790,2.5,19.01,26.97,37.56,47.05,57.22,39530,56100,78120,97860,119010,,
133000,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,5270,9,28.808,1.63,,36.39,75700,1.7,20.71,27.07,34.92,44.84,55.69,43070,56310,72630,93270,115830,,
133018,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,1140,22,6.232,0.71,,33.16,68970,8.3,15.9,20.82,28.68,38.16,51.54,33070,43300,59660,79380,107200,,
133025,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,2670,5.5,14.615,0.96,,21.2,44100,3.3,11.55,15.46,19.15,25.6,33.03,24030,32160,39830,53260,68700,,
133040,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,750,8.4,4.086,0.52,,40.35,83930,8.1,16.71,21.74,32.8,45.06,75.05,34750,45220,68220,93730,156100,,
133044,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,9630,9.3,52.696,0.87,,28.26,58780,4.4,11.16,14.63,27.2,37.96,46.7,23210,30420,56580,78960,97140,,
133060,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1300,11.3,7.087,0.52,,23.67,49240,4.2,10,13.36,21.75,30.87,39.78,20800,27780,45240,64220,82730,,
133073,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,10580,11,57.882,0.98,,39.92,83030,4,16.07,22.39,31.17,44,75,33420,46580,64830,91510,156000,,
133108,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,8050,8.7,44.041,0.99,,15.33,31880,1.8,10.39,12.07,14.1,17.07,21.79,21620,25110,29330,35510,45330,,
133121,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,2660,6.4,14.527,0.61,,22.4,46600,6.5,9.88,12.57,20.16,29.82,39.02,20540,26140,41930,62020,81150,,
133132,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,14860,3.3,81.27,0.88,,11.71,24350,1.9,8.1,8.79,10.13,13.27,17.8,16850,18280,21070,27600,37010,,
133147,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4530,7.6,24.804,0.82,,14.29,29720,2.9,8.68,10.41,13.89,17.29,20.62,18060,21640,28890,35960,42880,,
133154,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,3450,10.1,18.873,0.84,,12.65,26320,3.1,8.16,9.02,11.05,14.74,19.52,16970,18770,22990,30650,40590,,
133165,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,18040,4.3,98.712,1.01,,18.52,38520,4.1,8.41,9.66,11.95,21.03,36.86,17490,20100,24860,43740,76670,,
133183,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,21920,2.6,119.918,0.9,,18.72,38930,1,11.02,13.97,17.62,22.46,28.48,22920,29050,36650,46730,59240,,
133222,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,110,25.3,0.62,0.19,,16.53,34390,6.6,8.83,10.35,13.87,22.1,29.74,18370,21530,28840,45970,61850,,
133225,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,7900,9.7,43.227,1.03,,24.78,51550,2.2,14.9,18.21,23.4,29.44,37.16,30990,37870,48660,61240,77300,,
133243,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,8880,5.6,48.6,1.25,,23.3,48470,1.4,13.13,17.19,22.66,28.63,34.94,27310,35750,47130,59550,72670,,
133266,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,19350,5.8,105.84,1.7,,19.88,41340,1.9,11.78,14.53,18.97,24.21,29.51,24500,30210,39460,50360,61370,,
133317,49620,"York-Hanover, PA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,23340,5,127.663,1.5,,16.93,35210,1.9,10.01,12.53,16.31,20.46,24.75,20810,26050,33910,42560,51490,,
133334,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,7960,3.4,37.74,0.69,,46.28,96250,1.8,19.11,27.96,38.49,55.86,83.44,39750,58160,80060,116190,173550,,
133360,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,6980,4.5,33.083,0.59,,30.62,63680,2.4,15.23,21,27.86,36.09,47.75,31680,43670,57950,75070,99320,,
133383,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,2230,18.8,10.57,0.34,,34.7,72180,2.7,16.63,22.61,31.79,43.24,57.21,34580,47030,66120,89950,119000,,
133395,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,2190,12,10.376,0.59,,34.47,71700,2.2,18.75,24.46,32.53,41.43,51.96,39010,50870,67650,86180,108070,,
133411,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,710,10.9,3.387,0.39,,29.78,61940,4.8,14.38,21.4,28.4,35.38,43.34,29910,44510,59070,73580,90150,,
133418,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,4190,7.9,19.84,1.3,,20.58,42800,2.1,11.45,14.62,18.76,25.61,31.92,23810,30400,39020,53260,66380,,
133432,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,750,17.8,3.572,0.46,,39.01,81130,6.6,14.76,18.48,34.06,54,68.07,30700,38440,70850,112330,141580,,
133436,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,12930,3.4,61.299,1.01,,24.9,51790,5.1,9.89,15.15,23.74,32.13,38.38,20580,31500,49380,66840,79830,,
133462,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1580,12.8,7.5,0.55,,19.23,40010,4.4,8.93,10.87,16.16,23.23,34.02,18570,22610,33610,48320,70750,,
133471,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,15150,5.6,71.812,1.22,,33.09,68830,3.5,15.2,19.02,26.54,34.75,59.01,31610,39560,55210,72270,122730,,
133504,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,11730,5.6,55.601,1.25,,13.68,28450,2.3,9.6,10.54,12.03,14.69,19.97,19960,21930,25020,30560,41530,,
133519,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,6150,7.6,29.126,1.22,,20.09,41800,3.7,9.82,12.68,19.07,25.58,31.74,20430,26370,39670,53210,66010,,
133534,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,23050,2.2,109.249,1.19,,10.78,22430,1.3,8.65,9.01,9.56,11.5,14.67,17990,18740,19890,23930,30520,,
133549,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,6900,5.5,32.725,1.09,,13.1,27240,2.6,8.96,9.51,11.47,15.89,19.38,18640,19770,23860,33060,40300,,
133557,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,4100,7.9,19.429,0.86,,12.7,26420,3.1,8.83,9.28,10.59,14.49,19.88,18370,19300,22020,30130,41360,,
133574,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,24710,3.1,117.117,1.2,,16.03,33350,2.5,8.94,9.66,11.6,17.16,27.91,18590,20100,24120,35690,58060,,
133592,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,26670,3,126.399,0.95,,17.15,35670,0.7,10,12.47,15.91,20.24,26.16,20800,25940,33090,42100,54420,,
133635,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,70,31.8,0.327,0.1,,16.02,33330,6.5,8.85,10.23,14.87,20.17,27.89,18410,21290,30930,41950,58020,,
133636,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,7890,4.3,37.376,0.89,,24.63,51230,1.8,13.37,17.36,23.69,30.81,37.94,27810,36110,49270,64090,78910,,
133657,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,8070,4.6,38.257,0.98,,22.2,46170,1.7,12.05,15.82,21.05,27.21,34.18,25070,32910,43790,56590,71090,,
133685,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,19140,3.2,90.731,1.45,,19.32,40180,3,11.03,13.79,17.82,23.11,30.41,22950,28680,37080,48070,63260,,
133738,49660,"Youngstown-Warren-Boardman, OH-PA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,17830,5.2,84.483,0.99,,16.36,34020,2,9.23,10.81,14.71,20.16,25.13,19190,22490,30600,41930,52280,,
133759,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,1900,5.3,42.295,0.77,,50.59,105230,2.7,21.01,30.19,44.73,65.8,84.47,43700,62800,93030,136870,175700,,
133777,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1460,7.9,32.583,0.58,,34.12,70980,2.5,18.66,24.2,31.19,40.5,51.46,38820,50330,64870,84240,107030,,
133789,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,390,9.4,8.802,0.28,,37.84,78710,3.2,21.11,27.58,37.32,46.2,55.62,43920,57360,77620,96100,115690,,
133794,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,800,9.1,17.884,1.01,,44.98,93560,3.1,24.31,32.71,45.37,58.2,64.55,50560,68040,94380,121060,134260,,
133801,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,450,7.1,9.965,1.14,,36.83,76600,4.5,19.69,26.61,35.94,45.32,55.55,40960,55340,74750,94260,115540,,
133805,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,860,26.8,19.1,1.25,,29.15,60640,3.1,16.68,20.98,27.51,36.12,43.86,34700,43630,57220,75130,91230,,
133811,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,120,11.9,2.721,0.35,,41.02,85330,9.6,15.54,22.77,34.64,49.46,78.36,32320,47360,72050,102880,162980,,
133814,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,4490,7.7,100.165,1.66,,33.44,69550,6,15.34,19.82,30.21,44.1,54.18,31900,41230,62840,91720,112690,,
133828,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,230,16.1,5.227,0.38,,26.44,54990,5,13.6,17.14,22.83,34.8,43.27,28290,35640,47480,72390,90000,,
133829,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,2820,5.6,62.944,1.07,,52.72,109660,6.9,17.83,26.66,48.97,65.6,91.65,37080,55460,101870,136440,190640,,
133848,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,3280,7.8,73.206,1.65,,14.89,30970,2.8,11.76,12.44,13.91,16.51,20.15,24460,25880,28930,34340,41910,,
133855,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,940,15,21.042,0.88,,24.97,51930,12.2,11.61,12.47,16.61,32.91,50.39,24140,25930,34560,68450,104810,,
133860,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,4020,6,89.673,0.98,,13.55,28180,1.4,11.31,11.77,12.49,14.3,17.12,23530,24470,25970,29740,35600,,
133872,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1240,10.9,27.762,0.92,,16.24,33780,2.8,11.26,12.17,15.26,18.85,23.1,23410,25320,31730,39200,48040,,
133878,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,990,10.4,22.155,0.99,,15.44,32110,4.1,11.31,11.77,12.89,16.53,24.33,23530,24470,26800,34390,50600,,
133887,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,4640,7.1,103.524,1.06,,18.36,38180,4.2,11.36,11.91,13.86,19.97,29.56,23640,24760,28840,41530,61480,,
133899,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,5100,4.5,113.875,0.86,,20.08,41770,1.5,12.38,14.97,18.82,23.97,29.8,25740,31150,39150,49870,61970,,
133927,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,2100,10.1,46.799,14.18,,14.71,30590,5.1,11.23,11.55,12.16,14.86,24.97,23350,24030,25290,30920,51930,,
133931,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,2330,7,52.049,1.23,,26.52,55160,2.6,14.58,18.79,25.88,30.79,40.07,30320,39070,53830,64050,83350,,
133944,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,1750,7,39.059,1,,25.2,52420,4,12.52,16.07,23.34,31.7,41.18,26040,33420,48540,65950,85660,,
133959,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,1600,21.6,35.691,0.57,,19.35,40250,5,11.82,13.59,15.91,21.96,29.91,24590,28270,33100,45670,62200,,
133967,49700,"Yuba City, CA",4,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,3290,8.4,73.479,0.86,,16.94,35240,2.9,11.48,12.27,15.59,20.11,24.6,23880,25510,32430,41820,51160,,
133981,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,2370,4.4,38.221,0.7,,40.41,84050,2.7,19.24,26.48,36.55,48.94,63.01,40020,55080,76020,101790,131060,,
133997,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,2080,4.1,33.591,0.6,,31.5,65520,3.6,15.97,21.09,29.44,38.98,48,33210,43870,61230,81070,99830,,
134011,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,830,18.5,13.34,0.43,,33.42,69510,3.3,15.17,22.6,32.67,42.45,51.61,31540,47000,67950,88290,107350,,
134020,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,810,4.8,13.077,0.74,,33.82,70360,5,20.54,26.26,32.37,39.44,49.69,42720,54620,67340,82030,103360,,
134026,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,480,16.1,7.804,0.89,,29.96,62310,3,17.21,22.03,29.43,36.46,42.79,35810,45820,61220,75830,89010,,
134031,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,740,7.3,11.971,0.78,,21.53,44790,3.9,12.28,15.84,19.24,24.91,32.91,25550,32950,40030,51820,68450,,
134039,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,240,10.9,3.854,0.49,,39.63,82430,8.2,19.07,25.47,36.28,49.25,60.82,39660,52980,75470,102430,126510,,
134042,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,3390,2.3,54.715,0.9,,18.52,38530,3.5,11.44,13.02,17.67,22.89,27.65,23800,27080,36750,47610,57510,,
134054,49740,"Yuma, AZ",4,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,320,8,5.19,0.38,,23.66,49220,5.1,11.34,13.46,20.16,29.58,38.78,23590,28010,41930,61530,80660,,
