,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
108916,PR,11640,"Arecibo, PR",39-0000,Personal Care and Service Occupations,major,480,13.5,18.313,0.49,8.88,18460,3.1,7.86,8.22,8.79,9.37,9.83,16350,17090,18270,19490,20450,2018
108919,PR,11640,"Arecibo, PR",41-0000,Sales and Related Occupations,major,4360,9.4,166.985,1.66,10,20810,2.3,7.83,8.25,8.94,9.78,13.71,16290,17150,18590,20340,28510,2018
108927,PR,11640,"Arecibo, PR",43-0000,Office and Administrative Support Occupations,major,4460,3.8,171.015,1.13,10.48,21800,1.2,7.94,8.43,9.24,11.34,15.65,16510,17530,19220,23590,32550,2018
108949,PR,11640,"Arecibo, PR",47-0000,Construction and Extraction Occupations,major,500,7.8,19.014,0.46,14.19,29520,18.9,7.9,8.29,8.94,9.62,13.65,16430,17240,18590,20010,28380,2018
108953,PR,11640,"Arecibo, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,820,9.5,31.232,0.8,12.6,26210,6,7.93,8.55,9.65,14.94,22.27,16490,17780,20060,31070,46320,2018
108960,PR,11640,"Arecibo, PR",51-0000,Production Occupations,major,2450,9.3,93.829,1.49,10.18,21170,3.4,7.79,8.29,9.13,11.07,14.16,16200,17250,18990,23030,29450,2018
108969,PR,11640,"Arecibo, PR",53-0000,Transportation and Material Moving Occupations,major,1280,9.3,48.878,0.69,10.09,20980,4,7.86,8.26,8.9,9.6,12.89,16350,17190,18520,19960,26820,2018
108981,PR,25020,"Guayama, PR",11-0000,Management Occupations,major,420,5.9,38.659,0.73,37.59,78190,6.8,12.73,17.94,29.9,53.53,69.94,26480,37310,62190,111340,145480,2018
108987,PR,25020,"Guayama, PR",13-0000,Business and Financial Operations Occupations,major,230,4.6,21.173,0.4,21.28,44260,3.8,8.68,11.41,19.2,28.49,39.37,18050,23740,39930,59270,81900,2018
108991,PR,25020,"Guayama, PR",15-0000,Computer and Mathematical Occupations,major,50,5.2,4.664,0.15,23.53,48940,5.2,8.92,11.62,22.81,33.37,38.65,18550,24180,47450,69410,80380,2018
108992,PR,25020,"Guayama, PR",17-0000,Architecture and Engineering Occupations,major,290,4,26.147,1.48,30.63,63700,3,16.9,21.09,30.42,40.32,46.38,35150,43860,63270,83860,96480,2018
108997,PR,25020,"Guayama, PR",21-0000,Community and Social Service Occupations,major,150,7.5,13.817,0.92,13.58,28240,1.8,8.69,10.26,12.88,16.54,19.4,18080,21350,26790,34410,40350,2018
109000,PR,25020,"Guayama, PR",25-0000,"Education, Training, and Library Occupations",major,1260,1.6,114.89,1.89,14.95,31100,1.8,8.49,11.1,14.1,18.3,22.62,17660,23090,29340,38050,47050,2018
109006,PR,25020,"Guayama, PR",29-0000,Healthcare Practitioners and Technical Occupations,major,480,10.6,43.687,0.73,18.54,38570,5.5,8.83,10.38,12.97,18.19,39.53,18360,21590,26970,37840,82220,2018
109010,PR,25020,"Guayama, PR",31-0000,Healthcare Support Occupations,major,170,31.2,15.569,0.55,9.28,19310,3.3,7.85,8.24,8.88,9.57,12.59,16340,17140,18480,19910,26180,2018
109013,PR,25020,"Guayama, PR",33-0000,Protective Service Occupations,major,1400,0.1,127.923,5.39,8.77,18230,4.3,7.81,8.14,8.7,9.25,9.59,16240,16940,18090,19240,19940,2018
109016,PR,25020,"Guayama, PR",35-0000,Food Preparation and Serving Related Occupations,major,800,9.9,72.745,0.79,9.45,19660,2.1,7.87,8.28,8.94,9.71,12.71,16380,17220,18600,20200,26430,2018
109023,PR,25020,"Guayama, PR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,310,5,28.191,0.92,10.04,20880,2.8,8.09,8.58,9.39,11.72,13.73,16830,17840,19530,24380,28560,2018
109026,PR,25020,"Guayama, PR",39-0000,Personal Care and Service Occupations,major,80,15,7.146,0.19,9.58,19930,3.8,7.69,8.1,8.68,9.27,10.09,16000,16840,18060,19280,20980,2018
109027,PR,25020,"Guayama, PR",41-0000,Sales and Related Occupations,major,1470,18.7,134.366,1.34,9.4,19550,2.8,7.78,8.15,8.78,9.42,12.02,16180,16960,18260,19600,25000,2018
109031,PR,25020,"Guayama, PR",43-0000,Office and Administrative Support Occupations,major,1280,4.2,117.218,0.78,10.73,22330,2,7.92,8.44,9.3,11.89,16,16480,17550,19350,24720,33270,2018
109043,PR,25020,"Guayama, PR",47-0000,Construction and Extraction Occupations,major,390,6.3,35.757,0.87,8.78,18260,2.5,7.66,8.01,8.57,9.13,9.64,15920,16660,17820,18990,20040,2018
109046,PR,25020,"Guayama, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,300,6.1,27.479,0.71,12.78,26580,6.4,7.94,8.47,9.38,15.08,22.77,16520,17630,19500,31370,47370,2018
109049,PR,25020,"Guayama, PR",51-0000,Production Occupations,major,1290,2.7,117.957,1.87,14.45,30070,6.4,8.18,9.09,11.75,18.26,23.85,17020,18920,24440,37980,49600,2018
109053,PR,25020,"Guayama, PR",53-0000,Transportation and Material Moving Occupations,major,360,8.1,32.462,0.46,10.05,20900,2.9,7.91,8.37,9.14,10.73,13.77,16450,17410,19010,22320,28650,2018
109057,PR,32420,"Mayaguez, PR",11-0000,Management Occupations,major,750,5.3,27.169,0.52,26.49,55110,3.4,12.14,15.64,22.8,30.68,46.12,25260,32540,47430,63820,95920,2018
109066,PR,32420,"Mayaguez, PR",13-0000,Business and Financial Operations Occupations,major,820,5.4,29.645,0.56,16.87,35090,8.4,8.66,10.33,14.32,19.55,31.39,18010,21480,29790,40660,65280,2018
109075,PR,32420,"Mayaguez, PR",15-0000,Computer and Mathematical Occupations,major,320,7,11.799,0.39,16.04,33370,3.5,9,11.81,14.15,18.34,24.11,18710,24560,29440,38140,50140,2018
109077,PR,32420,"Mayaguez, PR",17-0000,Architecture and Engineering Occupations,major,150,6.3,5.374,0.3,18.67,38830,3.1,11,13.25,16.8,22.49,30.47,22880,27570,34950,46780,63370,2018
109078,PR,32420,"Mayaguez, PR",19-0000,"Life, Physical, and Social Science Occupations",major,190,7.1,6.93,0.86,20.34,42310,10.5,8.7,10.59,16.44,24.32,41.16,18090,22020,34190,50600,85610,2018
109080,PR,32420,"Mayaguez, PR",21-0000,Community and Social Service Occupations,major,330,10.6,11.865,0.79,13.79,28670,4.9,8.07,8.97,11.53,16.25,22.57,16790,18660,23990,33800,46940,2018
109084,PR,32420,"Mayaguez, PR",23-0000,Legal Occupations,major,40,15.2,1.596,0.2,26.85,55860,9.3,12.24,16.8,24.33,33.24,41.15,25460,34940,50600,69150,85600,2018
109086,PR,32420,"Mayaguez, PR",25-0000,"Education, Training, and Library Occupations",major,2660,6.3,96.648,1.59,21.1,43890,12.2,8.77,12.25,17.58,27.02,42.54,18250,25480,36560,56210,88480,2018
109104,PR,32420,"Mayaguez, PR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,130,9.9,4.578,0.34,10.92,22710,3.4,7.83,8.38,9.28,12.36,17.21,16290,17420,19310,25700,35800,2018
109105,PR,32420,"Mayaguez, PR",29-0000,Healthcare Practitioners and Technical Occupations,major,2470,2.9,89.99,1.51,16.52,34370,6.1,8.3,9.52,12.62,17.22,25.16,17260,19790,26260,35830,52340,2018
109116,PR,32420,"Mayaguez, PR",31-0000,Healthcare Support Occupations,major,400,11.6,14.715,0.52,10.52,21880,4.4,7.93,8.45,9.31,11.41,14.76,16490,17570,19370,23720,30700,2018
109121,PR,32420,"Mayaguez, PR",33-0000,Protective Service Occupations,major,1150,13,41.641,1.75,13.3,27660,9.2,8.09,8.69,9.75,16.97,22.96,16820,18080,20270,35310,47760,2018
109125,PR,32420,"Mayaguez, PR",35-0000,Food Preparation and Serving Related Occupations,major,2720,6.9,99.074,1.07,8.79,18290,1.8,7.77,8.13,8.69,9.26,9.82,16150,16900,18080,19270,20440,2018
109136,PR,32420,"Mayaguez, PR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1060,3.5,38.361,1.26,9.72,20220,3.9,7.77,8.2,8.88,9.86,14.16,16150,17050,18470,20510,29460,2018
109140,PR,32420,"Mayaguez, PR",39-0000,Personal Care and Service Occupations,major,420,12.3,15.29,0.41,8.73,18150,2.1,7.77,8.13,8.7,9.27,9.79,16170,16910,18090,19280,20370,2018
109144,PR,32420,"Mayaguez, PR",41-0000,Sales and Related Occupations,major,4430,7.7,160.964,1.6,10.31,21450,1.6,7.84,8.31,9.1,11.08,14.88,16300,17290,18920,23050,30960,2018
109156,PR,32420,"Mayaguez, PR",43-0000,Office and Administrative Support Occupations,major,5030,4.8,182.915,1.21,10.64,22120,2.3,7.91,8.42,9.26,11.56,16.23,16450,17510,19260,24050,33760,2018
109176,PR,32420,"Mayaguez, PR",47-0000,Construction and Extraction Occupations,major,1020,8.7,36.998,0.9,9.83,20440,2.3,7.83,8.27,9.01,10.3,13.76,16280,17200,18740,21430,28620,2018
109185,PR,32420,"Mayaguez, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,780,7.3,28.485,0.73,10.92,22720,3,7.83,8.36,9.25,12.73,16.51,16290,17400,19240,26480,34340,2018
109194,PR,32420,"Mayaguez, PR",51-0000,Production Occupations,major,1430,13.4,52.157,0.83,9.53,19830,1.8,7.79,8.18,8.82,9.48,12.66,16210,17010,18340,19730,26330,2018
109203,PR,32420,"Mayaguez, PR",53-0000,Transportation and Material Moving Occupations,major,1200,7.2,43.615,0.62,9.22,19170,1.8,7.94,8.3,8.92,9.57,10.98,16510,17270,18540,19900,22830,2018
109211,PR,38660,"Ponce, PR",11-0000,Management Occupations,major,2000,7.7,34.345,0.65,28.59,59470,2.6,13.24,17.81,24.25,33.71,49.29,27540,37050,50440,70110,102520,2018
109229,PR,38660,"Ponce, PR",13-0000,Business and Financial Operations Occupations,major,1420,9,24.336,0.46,18.3,38060,4,8.77,11,15.79,22.84,31.79,18240,22880,32840,47500,66130,2018
109241,PR,38660,"Ponce, PR",15-0000,Computer and Mathematical Occupations,major,720,38.2,12.429,0.41,*,*,*,*,*,*,*,*,*,*,*,*,*,2018
109246,PR,38660,"Ponce, PR",17-0000,Architecture and Engineering Occupations,major,940,26.1,16.193,0.92,24.92,51820,3.9,11.82,16.39,23.69,30.76,38.59,24590,34090,49270,63970,80260,2018
109253,PR,38660,"Ponce, PR",19-0000,"Life, Physical, and Social Science Occupations",major,280,18.5,4.881,0.6,18.09,37630,7.1,8.18,9.34,14.95,24.59,30.72,17020,19420,31090,51150,63900,2018
109258,PR,38660,"Ponce, PR",21-0000,Community and Social Service Occupations,major,750,5.6,12.939,0.86,13.71,28510,2.4,8.31,9.63,12,16.53,21.84,17290,20030,24970,34370,45420,2018
109264,PR,38660,"Ponce, PR",23-0000,Legal Occupations,major,110,20.9,1.82,0.23,29.19,60720,4.4,14.81,20.76,25.7,36.34,48.36,30810,43190,53450,75580,100590,2018
109266,PR,38660,"Ponce, PR",25-0000,"Education, Training, and Library Occupations",major,6510,2.1,111.975,1.85,17.47,36350,3.7,8.75,12.16,15.38,19.93,24.31,18200,25290,31990,41460,50570,2018
109288,PR,38660,"Ponce, PR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,290,6.4,5.005,0.37,10.67,22200,5.6,7.73,8.17,8.89,10.9,16.65,16090,16990,18500,22680,34620,2018
109291,PR,38660,"Ponce, PR",29-0000,Healthcare Practitioners and Technical Occupations,major,4150,6.6,71.366,1.19,16.77,34890,5.1,8.17,9.3,13.45,17.61,29.06,16990,19330,27980,36620,60440,2018
109307,PR,38660,"Ponce, PR",31-0000,Healthcare Support Occupations,major,1090,12,18.683,0.66,9.35,19440,2.8,7.78,8.18,8.83,9.56,11.76,16180,17020,18370,19890,24450,2018
109314,PR,38660,"Ponce, PR",33-0000,Protective Service Occupations,major,1220,4.9,20.952,0.88,11.41,23740,7.1,7.92,8.5,9.58,12.14,14.93,16470,17690,19920,25260,31050,2018
109321,PR,38660,"Ponce, PR",35-0000,Food Preparation and Serving Related Occupations,major,5010,5.8,86.103,0.93,9.14,19010,1.7,7.81,8.2,8.82,9.48,11.27,16230,17050,18340,19730,23440,2018
109334,PR,38660,"Ponce, PR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4050,2.6,69.635,2.28,8.98,18680,2.6,7.67,8.06,8.67,9.28,11.79,15960,16760,18020,19310,24520,2018
109340,PR,38660,"Ponce, PR",39-0000,Personal Care and Service Occupations,major,830,13,14.34,0.38,9.22,19190,1.8,7.88,8.25,8.88,9.55,11.88,16380,17170,18460,19850,24700,2018
109348,PR,38660,"Ponce, PR",41-0000,Sales and Related Occupations,major,8920,6.4,153.298,1.53,10.34,21510,2.3,7.81,8.27,9.03,10.59,14.52,16250,17200,18780,22020,30200,2018
109359,PR,38660,"Ponce, PR",43-0000,Office and Administrative Support Occupations,major,8940,3.5,153.741,1.02,10.56,21960,1.3,7.88,8.36,9.16,11.46,15.99,16390,17390,19060,23830,33260,2018
109387,PR,38660,"Ponce, PR",45-0000,"Farming, Fishing, and Forestry Occupations",major,220,5.4,3.738,1.13,8.47,17610,3.9,7.64,7.97,8.49,9.02,9.34,15890,16570,17670,18770,19430,2018
109389,PR,38660,"Ponce, PR",47-0000,Construction and Extraction Occupations,major,1950,5.1,33.556,0.81,9.32,19390,1.4,7.77,8.17,8.82,9.54,11.74,16170,16990,18350,19850,24430,2018
109404,PR,38660,"Ponce, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,1680,4.4,28.865,0.74,11.49,23910,3.1,7.83,8.44,9.54,12.98,17.92,16290,17550,19850,27000,37280,2018
109415,PR,38660,"Ponce, PR",51-0000,Production Occupations,major,4630,7,79.644,1.26,11.01,22900,3.3,7.88,8.39,9.23,12.01,16.8,16400,17450,19200,24970,34940,2018
109431,PR,38660,"Ponce, PR",53-0000,Transportation and Material Moving Occupations,major,2450,10.7,42.157,0.6,9.67,20110,2.5,7.81,8.22,8.87,9.57,12.57,16250,17090,18440,19910,26140,2018
109444,PR,41900,"San German, PR",11-0000,Management Occupations,major,430,6.7,24.723,0.47,22.36,46510,3.6,10.41,13.09,18.91,26.44,37.7,21650,27240,39340,54990,78410,2018
109449,PR,41900,"San German, PR",13-0000,Business and Financial Operations Occupations,major,300,4.3,17.204,0.32,13.14,27320,5.3,8.03,8.65,9.72,15.02,22.81,16710,18000,20230,31240,47450,2018
109454,PR,41900,"San German, PR",15-0000,Computer and Mathematical Occupations,major,80,2.2,4.428,0.15,13.36,27780,6.8,7.89,8.43,9.33,14.04,24.18,16420,17540,19400,29200,50290,2018
109456,PR,41900,"San German, PR",17-0000,Architecture and Engineering Occupations,major,160,6.7,9.172,0.52,18.78,39070,3.2,11.17,13.52,17.2,22.04,29.57,23240,28130,35770,45830,61500,2018
109457,PR,41900,"San German, PR",19-0000,"Life, Physical, and Social Science Occupations",major,150,0,8.377,1.03,16.53,34380,1.6,8.47,10.62,14.83,18.96,28.35,17630,22090,30840,39430,58980,2018
109458,PR,41900,"San German, PR",21-0000,Community and Social Service Occupations,major,210,11.2,12.333,0.82,12.79,26600,3,8.14,9.01,12.19,15.76,19.21,16940,18740,25350,32790,39950,2018
109462,PR,41900,"San German, PR",25-0000,"Education, Training, and Library Occupations",major,**,**,**,**,14.24,29630,1.3,8.04,8.9,13.66,18.13,22.32,16720,18500,28410,37710,46430,2018
109466,PR,41900,"San German, PR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,30,14,1.837,0.14,10.24,21300,5.1,7.83,8.23,8.91,9.66,16.26,16280,17130,18540,20080,33820,2018
109467,PR,41900,"San German, PR",29-0000,Healthcare Practitioners and Technical Occupations,major,1260,5.9,72.604,1.22,14.37,29900,2.9,8.22,9.29,13.16,16.83,20.38,17090,19320,27380,35010,42400,2018
109476,PR,41900,"San German, PR",31-0000,Healthcare Support Occupations,major,320,11,18.327,0.64,9.11,18960,2.2,7.82,8.25,8.95,9.74,11.19,16270,17170,18610,20250,23270,2018
109481,PR,41900,"San German, PR",33-0000,Protective Service Occupations,major,330,8.1,18.949,0.8,9.49,19740,2.3,7.93,8.34,9.03,9.91,12.19,16500,17350,18780,20620,25360,2018
109484,PR,41900,"San German, PR",35-0000,Food Preparation and Serving Related Occupations,major,1510,10.2,87.114,0.94,9.1,18920,1.9,7.81,8.2,8.82,9.48,11.28,16230,17050,18350,19720,23450,2018
109492,PR,41900,"San German, PR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,590,4.8,33.838,1.11,9.55,19860,1.6,7.84,8.28,9,10.1,13.16,16300,17220,18720,21000,27380,2018
109495,PR,41900,"San German, PR",39-0000,Personal Care and Service Occupations,major,400,15.2,23.273,0.62,8.93,18570,3,7.91,8.25,8.81,9.38,9.88,16450,17150,18330,19510,20560,2018
109499,PR,41900,"San German, PR",41-0000,Sales and Related Occupations,major,1940,7.1,111.509,1.11,9.26,19260,1.5,7.78,8.14,8.73,9.33,11.49,16190,16930,18160,19410,23900,2018
109505,PR,41900,"San German, PR",43-0000,Office and Administrative Support Occupations,major,2990,4.4,172.103,1.14,9.92,20630,1.8,7.86,8.28,8.99,9.92,14.04,16350,17230,18690,20630,29200,2018
109522,PR,41900,"San German, PR",47-0000,Construction and Extraction Occupations,major,620,2.1,35.617,0.86,8.69,18080,2.5,7.87,8.2,8.75,9.3,9.71,16360,17050,18200,19350,20200,2018
109527,PR,41900,"San German, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,570,10.1,32.888,0.85,11.17,23230,5.6,7.92,8.47,9.38,12.94,17.63,16470,17610,19500,26910,36670,2018
109531,PR,41900,"San German, PR",51-0000,Production Occupations,major,2850,5.1,163.99,2.6,9.05,18820,2.4,7.75,8.1,8.69,9.29,10.51,16120,16850,18070,19320,21850,2018
109540,PR,41900,"San German, PR",53-0000,Transportation and Material Moving Occupations,major,830,6.5,47.99,0.68,9.03,18780,1.9,7.84,8.2,8.78,9.37,9.93,16300,17060,18260,19480,20650,2018
109549,PR,41980,"San Juan-Carolina-Caguas, PR",11-0000,Management Occupations,major,30530,1.4,47.479,0.9,38.07,79190,1.3,15.65,21.66,30.87,46.87,67.03,32540,45050,64200,97480,139430,2018
109578,PR,41980,"San Juan-Carolina-Caguas, PR",13-0000,Business and Financial Operations Occupations,major,37120,1.4,57.726,1.08,19.2,39940,1.4,9.02,11.89,16.07,23.45,33.03,18770,24740,33420,48780,68710,2018
109606,PR,41980,"San Juan-Carolina-Caguas, PR",15-0000,Computer and Mathematical Occupations,major,8860,2.7,13.775,0.45,21.26,44210,1.5,9.66,13.23,18.83,26.83,36.82,20090,27510,39170,55810,76580,2018
109622,PR,41980,"San Juan-Carolina-Caguas, PR",17-0000,Architecture and Engineering Occupations,major,10130,4.8,15.748,0.89,26.26,54630,1.8,11.77,16.56,23.21,33.74,45.85,24480,34440,48270,70180,95380,2018
109647,PR,41980,"San Juan-Carolina-Caguas, PR",19-0000,"Life, Physical, and Social Science Occupations",major,4910,3.5,7.639,0.94,23.41,48690,2.3,11.49,14.74,20.18,28.95,41.34,23910,30650,41970,60220,85980,2018
109665,PR,41980,"San Juan-Carolina-Caguas, PR",21-0000,Community and Social Service Occupations,major,12770,2.1,19.856,1.32,14.14,29400,1.6,8.56,10.22,13.04,16.62,20.85,17800,21270,27120,34570,43380,2018
109679,PR,41980,"San Juan-Carolina-Caguas, PR",23-0000,Legal Occupations,major,4360,5.9,6.788,0.87,32.67,67940,3.4,14.12,19.16,27.53,42.09,55.1,29360,39850,57260,87540,114600,2018
109688,PR,41980,"San Juan-Carolina-Caguas, PR",25-0000,"Education, Training, and Library Occupations",major,42780,1.4,66.528,1.1,16.87,35080,3,8.31,10.01,14.35,19.9,26.53,17280,20830,29840,41400,55180,2018
109731,PR,41980,"San Juan-Carolina-Caguas, PR",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5840,6.2,9.084,0.67,17.91,37260,3.4,8.38,9.93,14.91,21.51,29.1,17430,20650,31010,44740,60530,2018
109759,PR,41980,"San Juan-Carolina-Caguas, PR",29-0000,Healthcare Practitioners and Technical Occupations,major,37830,3.3,58.823,0.98,17.93,37290,3.7,8.64,10.84,14.66,19.04,31.34,17970,22550,30500,39610,65180,2018
109804,PR,41980,"San Juan-Carolina-Caguas, PR",31-0000,Healthcare Support Occupations,major,6260,7.3,9.727,0.34,10.47,21770,2.6,7.94,8.43,9.24,11.02,15.2,16510,17530,19220,22920,31610,2018
109820,PR,41980,"San Juan-Carolina-Caguas, PR",33-0000,Protective Service Occupations,major,50700,5.3,78.836,3.32,12.11,25180,6.4,8.01,8.63,9.86,15.45,18.05,16670,17950,20520,32140,37550,2018
109834,PR,41980,"San Juan-Carolina-Caguas, PR",35-0000,Food Preparation and Serving Related Occupations,major,47280,1.9,73.526,0.8,9.14,19020,1,7.8,8.18,8.79,9.42,10.93,16230,17020,18280,19600,22730,2018
109851,PR,41980,"San Juan-Carolina-Caguas, PR",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,29930,3.6,46.546,1.52,9.79,20370,1,7.86,8.3,9.02,10.04,13.77,16360,17270,18760,20870,28640,2018
109858,PR,41980,"San Juan-Carolina-Caguas, PR",39-0000,Personal Care and Service Occupations,major,10430,6.4,16.215,0.43,9.65,20080,2.1,7.85,8.26,8.92,9.67,12.23,16320,17170,18550,20110,25440,2018
109879,PR,41980,"San Juan-Carolina-Caguas, PR",41-0000,Sales and Related Occupations,major,69430,2.6,107.965,1.07,11.59,24100,1.3,7.87,8.37,9.19,11.66,18.44,16370,17400,19120,24250,38350,2018
109901,PR,41980,"San Juan-Carolina-Caguas, PR",43-0000,Office and Administrative Support Occupations,major,119820,1.3,186.322,1.24,12.2,25370,0.6,8,8.69,10.21,14.15,19,16640,18070,21240,29430,39510,2018
109948,PR,41980,"San Juan-Carolina-Caguas, PR",45-0000,"Farming, Fishing, and Forestry Occupations",major,1070,10.4,1.662,0.5,11.39,23700,5.4,7.93,8.45,9.32,11.64,18.55,16490,17570,19390,24200,38570,2018
109952,PR,41980,"San Juan-Carolina-Caguas, PR",47-0000,Construction and Extraction Occupations,major,20830,3.1,32.396,0.79,10.87,22610,1.7,7.86,8.36,9.2,11.57,17.26,16340,17390,19130,24060,35910,2018
109979,PR,41980,"San Juan-Carolina-Caguas, PR",49-0000,"Installation, Maintenance, and Repair Occupations",major,22780,3.5,35.423,0.91,13.18,27420,1.2,7.97,8.74,11.2,16.57,21.45,16580,18180,23300,34470,44610,2018
110012,PR,41980,"San Juan-Carolina-Caguas, PR",51-0000,Production Occupations,major,36050,3.7,56.059,0.89,12.22,25420,2.4,7.95,8.55,9.62,13.78,19.53,16540,17790,20010,28670,40630,2018
110072,PR,41980,"San Juan-Carolina-Caguas, PR",53-0000,Transportation and Material Moving Occupations,major,33360,2.9,51.877,0.73,11.41,23730,2.1,7.91,8.39,9.18,11.49,17.42,16460,17450,19100,23910,36230,2018
110105,RI,77200,"Providence-Warwick, RI-MA",11-0000,Management Occupations,major,25120,1.9,43.467,0.83,63.59,132280,1.2,30.04,40.77,56.42,76.45,#,62480,84790,117350,159020,#,2018
110137,RI,77200,"Providence-Warwick, RI-MA",13-0000,Business and Financial Operations Occupations,major,30940,2.2,53.542,1,37.15,77280,1.2,20.4,26.65,34.62,45.03,56.8,42420,55430,72010,93650,118140,2018
110166,RI,77200,"Providence-Warwick, RI-MA",15-0000,Computer and Mathematical Occupations,major,14400,3.8,24.919,0.82,42.3,87980,1.7,22.16,30.12,41.1,52.12,61.96,46090,62650,85490,108410,128890,2018
110185,RI,77200,"Providence-Warwick, RI-MA",17-0000,Architecture and Engineering Occupations,major,9650,3.8,16.706,0.95,43.28,90020,2.9,23.74,30.75,40.56,55.44,65.81,49380,63960,84370,115320,136880,2018
110209,RI,77200,"Providence-Warwick, RI-MA",19-0000,"Life, Physical, and Social Science Occupations",major,3460,6.9,5.987,0.74,39.56,82290,3.1,19.08,25.93,36.65,47.55,62.79,39690,53940,76230,98900,130600,2018
110228,RI,77200,"Providence-Warwick, RI-MA",21-0000,Community and Social Service Occupations,major,11880,3.7,20.552,1.37,24.92,51840,3.5,13.36,16.59,22.84,31.82,40.12,27780,34520,47520,66180,83440,2018
110245,RI,77200,"Providence-Warwick, RI-MA",23-0000,Legal Occupations,major,3780,8.7,6.542,0.84,43.36,90190,5.7,17.35,23.26,36.05,51.29,83.81,36080,48380,74990,106680,174330,2018
110251,RI,77200,"Providence-Warwick, RI-MA",25-0000,"Education, Training, and Library Occupations",major,39100,2.6,67.667,1.12,31.02,64530,3.2,12.15,17.63,28.8,39.5,48.81,25260,36680,59900,82170,101530,2018
110303,RI,77200,"Providence-Warwick, RI-MA",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7670,5,13.278,0.98,27.64,57500,2.2,11.82,16.89,25.06,34.92,46.68,24590,35130,52120,72620,97100,2018
110331,RI,77200,"Providence-Warwick, RI-MA",29-0000,Healthcare Practitioners and Technical Occupations,major,39750,8.7,68.79,1.15,43.46,90400,3.1,19.65,27.63,36.27,48.05,71.81,40880,57480,75430,99940,149360,2018
110383,RI,77200,"Providence-Warwick, RI-MA",31-0000,Healthcare Support Occupations,major,21220,3.9,36.714,1.29,16.61,34550,1.2,12.17,13.47,15.5,18.81,23.15,25310,28020,32230,39120,48160,2018
110400,RI,77200,"Providence-Warwick, RI-MA",33-0000,Protective Service Occupations,major,14260,5.6,24.674,1.04,24.42,50790,4.5,11.92,14.58,23.23,32.54,38.03,24790,30320,48320,67680,79100,2018
110417,RI,77200,"Providence-Warwick, RI-MA",35-0000,Food Preparation and Serving Related Occupations,major,59260,1.8,102.544,1.11,13.62,28330,1,10.29,11.08,12.05,14.68,18.72,21400,23040,25070,30530,38930,2018
110434,RI,77200,"Providence-Warwick, RI-MA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,17790,3.4,30.785,1.01,15.95,33170,1.7,10.92,11.92,14.53,18.75,23.2,22720,24800,30220,39000,48250,2018
110443,RI,77200,"Providence-Warwick, RI-MA",39-0000,Personal Care and Service Occupations,major,22560,3.5,39.033,1.04,14.58,30330,1.3,10.61,11.51,13.11,15.22,21.2,22070,23940,27260,31660,44090,2018
110463,RI,77200,"Providence-Warwick, RI-MA",41-0000,Sales and Related Occupations,major,59630,2.6,103.178,1.03,20.73,43110,2,10.74,11.53,13.81,24.31,38.87,22350,23990,28730,50560,80840,2018
110481,RI,77200,"Providence-Warwick, RI-MA",43-0000,Office and Administrative Support Occupations,major,86470,2.1,149.635,0.99,19.74,41050,0.9,11.64,14.32,18.61,23.9,29.61,24210,29780,38710,49720,61590,2018
110533,RI,77200,"Providence-Warwick, RI-MA",45-0000,"Farming, Fishing, and Forestry Occupations",major,150,38.8,0.268,0.08,18.25,37960,5,11.51,13.77,17.4,22.19,27.15,23950,28640,36190,46160,56480,2018
110534,RI,77200,"Providence-Warwick, RI-MA",47-0000,Construction and Extraction Occupations,major,21010,2.9,36.361,0.88,26.6,55330,1.5,15.16,18.51,24.93,32.91,41.28,31540,38500,51860,68450,85860,2018
110568,RI,77200,"Providence-Warwick, RI-MA",49-0000,"Installation, Maintenance, and Repair Occupations",major,18860,3.6,32.643,0.84,24.29,50520,1.3,12.89,17.02,22.85,29.94,38.45,26810,35400,47520,62270,79970,2018
110605,RI,77200,"Providence-Warwick, RI-MA",51-0000,Production Occupations,major,37340,2.5,64.606,1.03,19.73,41040,3.1,11.22,12.92,17.56,24.3,31.88,23340,26870,36530,50550,66310,2018
