,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
68280,MI,35660,"Niles-Benton Harbor, MI",31-0000,Healthcare support occupations,major,1630,8.6,12.12,25220,2.1,9.03,9.90,11.26,13.37,16.43,18780,20600,23410,27820,34170,2006
68287,MI,35660,"Niles-Benton Harbor, MI",33-0000,Protective service occupations,major,1410,21.6,14.81,30800,8.5,6.39,8.24,11.36,20.21,27.44,13280,17140,23630,42040,57070,2006
68295,MI,35660,"Niles-Benton Harbor, MI",35-0000,Food preparation and serving related occupations,major,5360,3.7,8.29,17250,1.9,5.72,6.40,7.59,9.23,12.25,11900,13310,15790,19210,25490,2006
68310,MI,35660,"Niles-Benton Harbor, MI",37-0000,Building and grounds cleaning and maintenance occupations,major,2240,8.6,10.89,22640,2.2,6.69,8.02,10.21,13.07,16.38,13910,16670,21240,27180,34070,2006
68316,MI,35660,"Niles-Benton Harbor, MI",39-0000,Personal care and service occupations,major,1010,14.9,10.24,21300,6.8,5.96,6.97,8.67,11.40,16.30,12400,14510,18030,23720,33900,2006
68324,MI,35660,"Niles-Benton Harbor, MI",41-0000,Sales and related occupations,major,6570,4.5,14.06,29250,3.2,6.88,8.15,10.59,16.61,24.46,14310,16960,22030,34540,50880,2006
68340,MI,35660,"Niles-Benton Harbor, MI",43-0000,Office and administrative support occupations,major,9160,3.6,13.70,28500,2.1,7.99,9.96,12.66,16.28,20.60,16610,20730,26340,33870,42840,2006
68375,MI,35660,"Niles-Benton Harbor, MI",47-0000,Construction and extraction occupations,major,2110,7.0,19.50,40560,3.0,10.95,13.63,17.66,23.92,32.09,22770,28360,36730,49750,66750,2006
68386,MI,35660,"Niles-Benton Harbor, MI",49-0000,"Installation, maintenance, and repair occupations",major,2530,5.9,19.47,40500,3.7,9.75,13.35,17.77,23.54,30.56,20290,27770,36960,48960,63560,2006
68401,MI,35660,"Niles-Benton Harbor, MI",51-0000,Production occupations,major,9400,5.3,14.96,31120,2.8,8.32,10.02,13.40,17.75,24.41,17300,20850,27880,36920,50780,2006
68437,MI,35660,"Niles-Benton Harbor, MI",53-0000,Transportation and material moving occupations,major,3760,8.4,13.04,27130,3.2,7.08,8.87,11.31,15.00,21.68,14720,18460,23510,31200,45100,2006
68452,MI,40980,"Saginaw-Saginaw Township North, MI",11-0000,Management occupations,major,3120,6.1,36.80,76540,1.9,16.92,23.72,33.07,44.38,62.94,35180,49330,68790,92320,130910,2006
68471,MI,40980,"Saginaw-Saginaw Township North, MI",13-0000,Business and financial operations occupations,major,3050,6.8,28.63,59540,5.4,14.35,17.76,24.94,33.75,45.44,29840,36930,51880,70210,94520,2006
68487,MI,40980,"Saginaw-Saginaw Township North, MI",15-0000,Computer and mathematical occupations,major,1050,14.9,28.60,59480,3.5,15.41,21.32,28.02,36.63,42.45,32040,44350,58280,76200,88290,2006
68495,MI,40980,"Saginaw-Saginaw Township North, MI",17-0000,Architecture and engineering occupations,major,1400,10.8,29.46,61280,3.4,16.52,22.37,28.83,36.80,43.81,34370,46520,59970,76550,91120,2006
68504,MI,40980,"Saginaw-Saginaw Township North, MI",19-0000,"Life, physical, and social science occupations",major,290,7.9,26.89,55930,2.7,17.68,21.12,26.24,32.51,37.36,36770,43940,54580,67620,77710,2006
68506,MI,40980,"Saginaw-Saginaw Township North, MI",21-0000,Community and social services occupations,major,1060,6.8,23.29,48440,2.0,13.61,18.03,23.25,27.81,32.35,28300,37490,48350,57830,67290,2006
68515,MI,40980,"Saginaw-Saginaw Township North, MI",23-0000,Legal occupations,major,520,23.4,38.53,80150,11.4,10.81,22.82,37.52,47.36,67.22,22490,47460,78040,98510,139810,2006
68518,MI,40980,"Saginaw-Saginaw Township North, MI",25-0000,"Education, training, and library occupations",major,5710,6.5,21.95,45650,4.2,7.39,12.55,21.49,28.81,35.43,15360,26100,44700,59920,73690,2006
68531,MI,40980,"Saginaw-Saginaw Township North, MI",27-0000,"Arts, design, entertainment, sports, and media occupations",major,890,9.5,19.03,39590,4.9,8.54,11.98,16.20,24.31,35.24,17760,24910,33700,50570,73300,2006
68537,MI,40980,"Saginaw-Saginaw Township North, MI",29-0000,Healthcare practitioners and technical occupations,major,6360,4.5,28.68,59650,3.2,13.16,18.17,24.28,30.96,47.15,27360,37790,50510,64390,98070,2006
68559,MI,40980,"Saginaw-Saginaw Township North, MI",31-0000,Healthcare support occupations,major,3730,7.4,11.19,23270,2.3,7.82,9.01,10.58,12.72,15.67,16270,18730,22010,26460,32600,2006
68568,MI,40980,"Saginaw-Saginaw Township North, MI",33-0000,Protective service occupations,major,1350,10.5,18.19,37840,6.0,9.16,12.25,19.32,23.18,26.94,19050,25480,40190,48210,56040,2006
68574,MI,40980,"Saginaw-Saginaw Township North, MI",35-0000,Food preparation and serving related occupations,major,8270,3.6,8.27,17200,3.0,5.65,6.21,7.22,9.18,11.73,11750,12910,15010,19090,24410,2006
68590,MI,40980,"Saginaw-Saginaw Township North, MI",37-0000,Building and grounds cleaning and maintenance occupations,major,3790,11.6,11.46,23840,3.5,6.31,7.71,10.04,13.58,18.64,13120,16030,20890,28250,38770,2006
68596,MI,40980,"Saginaw-Saginaw Township North, MI",39-0000,Personal care and service occupations,major,1570,12.7,10.63,22110,7.6,6.33,7.62,9.15,11.85,16.70,13180,15840,19040,24640,34730,2006
68606,MI,40980,"Saginaw-Saginaw Township North, MI",41-0000,Sales and related occupations,major,10650,4.1,12.44,25880,2.6,6.26,7.47,9.28,14.44,21.61,13020,15540,19310,30030,44960,2006
68625,MI,40980,"Saginaw-Saginaw Township North, MI",43-0000,Office and administrative support occupations,major,14540,3.8,13.99,29090,2.4,7.80,9.68,12.70,17.26,22.78,16220,20130,26410,35910,47390,2006
68661,MI,40980,"Saginaw-Saginaw Township North, MI",45-0000,"Farming, fishing, and forestry occupations",major,60,42.3,13.57,28220,9.2,7.93,9.33,11.40,15.40,24.05,16490,19420,23720,32030,50020,2006
68662,MI,40980,"Saginaw-Saginaw Township North, MI",47-0000,Construction and extraction occupations,major,3700,5.9,20.97,43610,3.1,10.80,14.89,20.19,27.10,32.94,22450,30960,41990,56370,68520,2006
68681,MI,40980,"Saginaw-Saginaw Township North, MI",49-0000,"Installation, maintenance, and repair occupations",major,4140,5.9,21.25,44200,4.1,9.82,13.47,20.26,28.97,34.11,20430,28020,42130,60250,70960,2006
68696,MI,40980,"Saginaw-Saginaw Township North, MI",51-0000,Production occupations,major,10020,3.9,21.29,44290,5.5,9.35,13.93,23.84,27.00,29.25,19450,28980,49590,56160,60850,2006
68717,MI,40980,"Saginaw-Saginaw Township North, MI",53-0000,Transportation and material moving occupations,major,4760,8.1,15.14,31490,3.8,6.96,9.32,13.37,20.74,25.88,14470,19380,27810,43140,53830,2006
68734,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",11-0000,Management occupations,major,51010,2.8,48.32,100510,0.9,22.77,31.86,43.78,59.47,#,47360,66260,91070,123700,#,2006
68766,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",13-0000,Business and financial operations occupations,major,63620,4.2,32.64,67890,1.8,16.78,21.44,28.65,39.59,52.71,34910,44600,59600,82340,109640,2006
68796,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",15-0000,Computer and mathematical occupations,major,36300,4.3,30.90,64280,1.6,17.85,23.16,30.02,38.20,45.62,37130,48160,62440,79460,94880,2006
68810,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",17-0000,Architecture and engineering occupations,major,53340,7.8,33.98,70690,2.1,19.59,25.69,33.38,41.95,49.92,40740,53430,69430,87250,103830,2006
68836,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",19-0000,"Life, physical, and social science occupations",major,6940,7.7,29.81,62010,3.1,14.66,19.88,26.58,35.38,47.83,30500,41340,55280,73580,99480,2006
68857,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",21-0000,Community and social services occupations,major,10390,6.4,20.60,42840,2.6,9.51,13.19,19.16,25.74,33.28,19780,27440,39840,53540,69220,2006
68871,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",23-0000,Legal occupations,major,8620,5.9,42.59,88580,5.1,16.07,23.49,34.42,52.85,#,33420,48860,71590,109920,#,2006
68879,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",25-0000,"Education, training, and library occupations",major,59050,3.6,25.45,52930,1.9,11.01,14.93,23.87,32.95,42.89,22910,31060,49640,68540,89200,2006
68916,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",27-0000,"Arts, design, entertainment, sports, and media occupations",major,17170,7.6,25.28,52590,3.1,9.45,14.40,23.17,33.56,44.01,19650,29950,48200,69810,91540,2006
68949,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",29-0000,Healthcare practitioners and technical occupations,major,57390,3.5,32.48,67570,2.1,14.80,20.84,28.01,35.61,56.16,30780,43350,58260,74070,116820,2006
68999,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",31-0000,Healthcare support occupations,major,31110,3.6,12.93,26900,1.5,8.65,10.20,12.23,14.48,17.28,17980,21210,25450,30120,35950,2006
69013,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",33-0000,Protective service occupations,major,17100,4.0,17.72,36860,3.1,8.41,10.46,15.84,24.04,30.49,17500,21760,32950,50010,63410,2006
69027,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",35-0000,Food preparation and serving related occupations,major,93690,1.9,9.00,18720,1.0,5.79,6.54,8.08,10.58,13.59,12040,13610,16810,22010,28260,2006
69045,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",37-0000,Building and grounds cleaning and maintenance occupations,major,34830,2.9,12.55,26100,1.4,7.72,9.14,11.36,14.63,19.17,16060,19010,23620,30430,39880,2006
69056,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",39-0000,Personal care and service occupations,major,26890,4.5,11.25,23410,2.3,6.71,7.92,9.69,12.49,18.58,13950,16480,20160,25980,38650,2006
69077,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",41-0000,Sales and related occupations,major,134280,1.9,18.41,38290,1.8,7.04,8.55,12.16,22.36,39.28,14630,17780,25290,46500,81700,2006
69097,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",43-0000,Office and administrative support occupations,major,196120,1.5,15.70,32660,0.9,8.92,11.36,14.82,19.10,23.67,18550,23620,30830,39730,49230,2006
69147,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",45-0000,"Farming, fishing, and forestry occupations",major,940,29.6,11.38,23660,3.7,7.01,8.33,10.39,12.97,17.17,14570,17320,21600,26980,35700,2006
69150,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",47-0000,Construction and extraction occupations,major,45730,2.6,23.53,48940,1.5,12.40,16.59,22.66,30.02,35.60,25800,34500,47140,62450,74040,2006
69186,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",49-0000,"Installation, maintenance, and repair occupations",major,46040,2.8,22.32,46420,1.3,11.47,15.77,21.49,27.95,34.39,23860,32800,44690,58130,71530,2006
69224,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",51-0000,Production occupations,major,128200,2.3,18.47,38420,1.8,9.41,12.02,16.79,24.65,29.20,19580,25000,34920,51270,60740,2006
69308,MI,47644,"Warren-Troy-Farmington Hills, MI Metropolitan Division",53-0000,Transportation and material moving occupations,major,71930,3.9,15.55,32350,2.0,7.19,9.49,13.79,20.08,26.59,14950,19740,28690,41760,55300,2006
69335,MN,20260,"Duluth, MN-WI",11-0000,Management occupations,major,4340,3.3,36.23,75360,1.8,16.27,23.84,33.37,43.60,59.69,33850,49590,69400,90690,124160,2006
69362,MN,20260,"Duluth, MN-WI",13-0000,Business and financial operations occupations,major,5050,4.3,22.76,47340,1.4,12.99,16.57,21.36,27.03,33.91,27020,34470,44440,56220,70530,2006
69380,MN,20260,"Duluth, MN-WI",15-0000,Computer and mathematical occupations,major,1230,9.7,25.81,53680,1.8,15.17,19.09,24.97,31.39,38.50,31560,39710,51950,65280,80080,2006
69390,MN,20260,"Duluth, MN-WI",17-0000,Architecture and engineering occupations,major,1780,6.3,25.21,52450,1.8,14.90,19.44,24.12,29.95,37.26,30980,40430,50160,62300,77500,2006
69409,MN,20260,"Duluth, MN-WI",19-0000,"Life, physical, and social science occupations",major,1270,3.9,24.59,51160,1.3,14.92,18.85,23.60,29.42,35.53,31030,39220,49100,61180,73900,2006
69421,MN,20260,"Duluth, MN-WI",21-0000,Community and social services occupations,major,4060,8.6,17.32,36020,3.7,9.77,11.35,16.09,22.69,27.89,20310,23600,33470,47200,58010,2006
69433,MN,20260,"Duluth, MN-WI",23-0000,Legal occupations,major,710,8.2,35.37,73570,5.2,15.28,21.18,29.22,47.08,60.91,31790,44050,60780,97930,126690,2006
69436,MN,20260,"Duluth, MN-WI",25-0000,"Education, training, and library occupations",major,7700,7.5,21.42,44550,3.3,11.11,15.23,20.82,26.66,31.73,23110,31670,43300,55450,66000,2006
69468,MN,20260,"Duluth, MN-WI",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1490,5.7,16.89,35130,4.6,7.66,10.62,15.40,20.95,26.75,15940,22090,32040,43580,55640,2006
69482,MN,20260,"Duluth, MN-WI",29-0000,Healthcare practitioners and technical occupations,major,8760,9.2,27.23,56630,3.2,13.99,17.70,23.38,31.10,42.83,29100,36810,48620,64690,89080,2006
69511,MN,20260,"Duluth, MN-WI",31-0000,Healthcare support occupations,major,5980,5.1,11.66,24250,1.6,8.45,9.65,11.15,13.47,15.83,17580,20080,23190,28020,32920,2006
69522,MN,20260,"Duluth, MN-WI",33-0000,Protective service occupations,major,3360,8.5,18.37,38210,4.1,8.41,13.31,18.78,22.58,27.68,17490,27690,39070,46970,57580,2006
69534,MN,20260,"Duluth, MN-WI",35-0000,Food preparation and serving related occupations,major,11910,3.6,8.73,18160,1.4,6.40,6.74,7.63,9.94,12.83,13310,14020,15870,20670,26690,2006
69551,MN,20260,"Duluth, MN-WI",37-0000,Building and grounds cleaning and maintenance occupations,major,4790,4.6,10.69,22230,1.9,6.76,7.78,9.70,12.59,16.28,14050,16180,20180,26180,33850,2006
69558,MN,20260,"Duluth, MN-WI",39-0000,Personal care and service occupations,major,3970,7.8,9.83,20440,2.2,6.57,7.30,9.23,11.18,13.81,13660,15190,19210,23250,28720,2006
69569,MN,20260,"Duluth, MN-WI",41-0000,Sales and related occupations,major,12620,3.6,13.25,27560,2.7,6.60,7.31,9.53,15.31,24.16,13720,15200,19820,31850,50250,2006
69588,MN,20260,"Duluth, MN-WI",43-0000,Office and administrative support occupations,major,18910,3.0,13.95,29010,1.3,8.24,10.37,13.21,16.91,21.13,17140,21570,27470,35170,43940,2006
69631,MN,20260,"Duluth, MN-WI",45-0000,"Farming, fishing, and forestry occupations",major,250,8.2,15.18,31570,12.0,8.45,10.05,15.94,19.11,21.69,17580,20910,33160,39740,45110,2006
69634,MN,20260,"Duluth, MN-WI",47-0000,Construction and extraction occupations,major,6600,8.8,21.77,45280,2.7,12.38,16.61,21.73,26.50,31.24,25750,34560,45200,55110,64970,2006
69654,MN,20260,"Duluth, MN-WI",49-0000,"Installation, maintenance, and repair occupations",major,5890,7.5,19.49,40540,2.1,10.57,14.37,19.69,24.44,28.08,21980,29900,40950,50840,58400,2006
69679,MN,20260,"Duluth, MN-WI",51-0000,Production occupations,major,7050,7.2,15.54,32310,2.6,8.16,10.33,14.59,19.76,24.77,16980,21480,30340,41100,51530,2006
69711,MN,20260,"Duluth, MN-WI",53-0000,Transportation and material moving occupations,major,7480,7.7,15.01,31210,2.7,7.24,9.43,14.12,19.23,23.58,15060,19620,29370,40000,49040,2006
69732,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",11-0000,Management occupations,major,99340,1.7,49.21,102360,0.9,23.33,32.94,44.71,60.78,#,48530,68520,93000,126430,#,2006
69764,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",13-0000,Business and financial operations occupations,major,114970,2.3,28.48,59230,0.9,16.39,20.23,25.88,33.86,44.22,34090,42080,53830,70430,91970,2006
69793,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",15-0000,Computer and mathematical occupations,major,62720,3.3,33.68,70050,0.9,20.03,25.19,32.61,41.27,49.44,41670,52400,67830,85840,102840,2006
69808,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",17-0000,Architecture and engineering occupations,major,38670,2.5,30.71,63880,1.0,18.89,22.83,28.98,37.46,46.00,39290,47490,60270,77910,95670,2006
69838,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",19-0000,"Life, physical, and social science occupations",major,21180,3.0,30.51,63460,2.4,17.59,21.74,27.98,36.96,47.29,36600,45210,58190,76880,98360,2006
69864,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",21-0000,Community and social services occupations,major,27550,3.1,19.51,40570,2.7,11.45,13.84,18.25,24.37,30.27,23820,28790,37970,50690,62950,2006
69882,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",23-0000,Legal occupations,major,14780,3.6,44.00,91520,4.1,17.98,24.25,36.65,57.83,#,37390,50430,76230,120290,#,2006
69888,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-0000,"Education, training, and library occupations",major,91120,2.0,21.06,43810,1.7,10.50,14.27,19.43,26.72,33.27,21850,29680,40420,55580,69210,2006
69939,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27-0000,"Arts, design, entertainment, sports, and media occupations",major,27220,3.1,23.69,49270,2.0,10.70,14.70,20.73,28.84,39.30,22250,30570,43120,60000,81750,2006
69978,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",29-0000,Healthcare practitioners and technical occupations,major,84170,4.3,34.26,71260,2.0,15.84,20.82,28.55,37.83,63.67,32950,43310,59390,78690,132430,2006
70029,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",31-0000,Healthcare support occupations,major,41600,3.6,13.72,28540,0.9,9.74,11.17,13.26,15.93,18.63,20250,23240,27590,33130,38750,2006
70045,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",33-0000,Protective service occupations,major,29480,2.9,18.15,37750,2.0,9.25,11.49,16.07,24.24,30.49,19230,23900,33420,50410,63410,2006
70062,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",35-0000,Food preparation and serving related occupations,major,141940,1.7,9.72,20220,0.9,6.56,7.17,8.84,11.25,14.23,13650,14920,18390,23400,29600,2006
70079,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",37-0000,Building and grounds cleaning and maintenance occupations,major,49670,3.9,12.19,25350,0.8,7.78,9.47,11.30,14.39,17.78,16180,19690,23510,29930,36980,2006
70090,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",39-0000,Personal care and service occupations,major,55200,3.4,12.07,25110,2.7,7.52,9.00,10.69,13.34,17.57,15630,18720,22240,27750,36550,2006
70117,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",41-0000,Sales and related occupations,major,193490,1.2,19.64,40860,1.4,7.67,9.09,13.42,24.05,39.56,15960,18900,27920,50030,82280,2006
70138,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",43-0000,Office and administrative support occupations,major,297430,1.1,16.13,33550,0.6,9.79,12.28,15.52,19.37,23.25,20370,25540,32280,40290,48350,2006
70191,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",45-0000,"Farming, fishing, and forestry occupations",major,910,20.6,12.46,25920,3.6,7.84,8.76,10.67,15.28,19.58,16320,18220,22200,31780,40730,2006
70197,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-0000,Construction and extraction occupations,major,71990,1.8,24.98,51970,1.0,14.19,18.72,25.20,31.37,35.65,29520,38930,52420,65250,74140,2006
70241,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-0000,"Installation, maintenance, and repair occupations",major,55740,2.3,21.66,45050,2.4,12.47,16.28,20.74,26.15,33.15,25940,33860,43140,54390,68940,2006
70285,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-0000,Production occupations,major,140770,2.0,16.54,34400,0.8,9.66,11.87,15.55,20.28,24.95,20100,24700,32350,42180,51900,2006
70379,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",53-0000,Transportation and material moving occupations,major,109190,3.0,16.70,34730,5.3,8.36,10.65,14.38,19.41,24.50,17390,22150,29920,40370,50950,2006
70408,MN,40340,"Rochester, MN",11-0000,Management occupations,major,3400,3.3,42.06,87490,3.5,18.79,27.59,39.04,54.06,#,39090,57380,81200,112450,#,2006
70427,MN,40340,"Rochester, MN",13-0000,Business and financial operations occupations,major,4210,5.1,24.64,51260,2.2,14.23,18.70,23.31,29.38,37.34,29590,38900,48490,61120,77660,2006
70453,MN,40340,"Rochester, MN",21-0000,Community and social services occupations,major,1510,8.3,18.75,39000,5.5,10.10,12.64,17.56,24.93,29.17,21010,26300,36530,51850,60660,2006
70458,MN,40340,"Rochester, MN",23-0000,Legal occupations,major,310,11.6,33.73,70160,4.0,14.91,17.55,26.44,40.61,63.33,31000,36500,55000,84460,131720,2006
70462,MN,40340,"Rochester, MN",25-0000,"Education, training, and library occupations",major,4770,3.8,19.88,41340,2.3,10.17,14.39,19.25,24.88,30.05,21160,29940,40040,51760,62490,2006
70475,MN,40340,"Rochester, MN",27-0000,"Arts, design, entertainment, sports, and media occupations",major,1050,4.6,21.06,43800,4.7,9.67,14.15,19.47,26.28,34.68,20120,29430,40490,54670,72140,2006
70493,MN,40340,"Rochester, MN",33-0000,Protective service occupations,major,1470,10.1,18.73,38950,5.9,9.96,12.82,17.67,24.02,28.85,20710,26670,36750,49970,60000,2006
70498,MN,40340,"Rochester, MN",35-0000,Food preparation and serving related occupations,major,7850,4.6,9.66,20090,2.5,6.54,7.04,8.42,11.16,15.10,13610,14640,17520,23210,31410,2006
70514,MN,40340,"Rochester, MN",37-0000,Building and grounds cleaning and maintenance occupations,major,3030,6.3,12.59,26190,3.3,7.63,9.14,12.16,15.40,18.01,15870,19020,25300,32040,37460,2006
70520,MN,40340,"Rochester, MN",39-0000,Personal care and service occupations,major,3120,6.6,11.48,23880,2.3,7.39,9.08,10.55,12.93,16.66,15360,18900,21950,26900,34660,2006
70531,MN,40340,"Rochester, MN",41-0000,Sales and related occupations,major,8390,5.5,13.55,28180,2.7,7.14,8.12,10.22,15.04,24.14,14840,16880,21260,31290,50220,2006
70547,MN,40340,"Rochester, MN",43-0000,Office and administrative support occupations,major,15180,2.8,15.37,31970,2.6,9.41,12.13,15.16,18.37,21.99,19570,25230,31540,38210,45750,2006
70576,MN,40340,"Rochester, MN",45-0000,"Farming, fishing, and forestry occupations",major,170,34.5,11.52,23950,6.6,6.73,7.92,10.83,13.53,17.95,14000,16480,22540,28130,37340,2006
70578,MN,40340,"Rochester, MN",47-0000,Construction and extraction occupations,major,4540,9.4,21.57,44860,2.4,13.07,15.73,20.85,26.80,31.27,27180,32710,43380,55740,65040,2006
70596,MN,40340,"Rochester, MN",49-0000,"Installation, maintenance, and repair occupations",major,3170,7.3,19.02,39560,2.2,11.21,14.18,18.17,22.91,28.56,23320,29490,37790,47650,59410,2006
70614,MN,40340,"Rochester, MN",51-0000,Production occupations,major,6250,10.1,14.77,30730,2.2,9.04,10.75,13.59,18.06,22.31,18810,22370,28270,37550,46410,2006
70638,MN,40340,"Rochester, MN",53-0000,Transportation and material moving occupations,major,5870,4.9,13.49,28050,2.6,7.94,9.80,12.41,16.33,20.81,16520,20380,25810,33970,43280,2006
70656,MN,41060,"St. Cloud, MN",11-0000,Management occupations,major,3370,4.6,37.15,77280,2.7,16.19,23.33,34.40,45.33,63.47,33670,48530,71550,94290,132020,2006
70678,MN,41060,"St. Cloud, MN",13-0000,Business and financial operations occupations,major,3670,5.0,23.33,48520,1.6,13.34,16.57,21.39,28.70,35.46,27750,34460,44500,59690,73760,2006
70695,MN,41060,"St. Cloud, MN",15-0000,Computer and mathematical occupations,major,1220,7.9,26.12,54320,2.0,15.78,19.72,24.57,31.34,38.69,32830,41020,51100,65190,80480,2006
70705,MN,41060,"St. Cloud, MN",17-0000,Architecture and engineering occupations,major,900,9.8,24.61,51190,3.0,14.40,18.32,23.72,28.95,38.06,29940,38100,49340,60220,79170,2006
70717,MN,41060,"St. Cloud, MN",19-0000,"Life, physical, and social science occupations",major,380,10.2,26.02,54120,2.9,14.82,19.28,25.66,31.43,37.01,30820,40110,53370,65370,76970,2006
70721,MN,41060,"St. Cloud, MN",21-0000,Community and social services occupations,major,1630,4.3,17.33,36040,4.5,9.62,11.26,16.26,21.99,27.34,20010,23430,33820,45730,56860,2006
70731,MN,41060,"St. Cloud, MN",23-0000,Legal occupations,major,410,15.7,33.25,69160,2.9,16.45,20.35,30.99,44.44,57.46,34220,42330,64470,92440,119520,2006
70735,MN,41060,"St. Cloud, MN",25-0000,"Education, training, and library occupations",major,5790,20.0,21.23,44150,3.7,10.69,15.17,20.53,26.89,31.99,22230,31540,42700,55940,66540,2006
70763,MN,41060,"St. Cloud, MN",27-0000,"Arts, design, entertainment, sports, and media occupations",major,840,6.2,17.34,36080,2.3,9.89,12.40,15.93,21.40,27.31,20570,25790,33130,44510,56800,2006
70773,MN,41060,"St. Cloud, MN",29-0000,Healthcare practitioners and technical occupations,major,5220,4.1,33.76,70230,5.7,14.27,18.03,26.80,37.35,#,29680,37490,55750,77700,#,2006
70797,MN,41060,"St. Cloud, MN",31-0000,Healthcare support occupations,major,2960,5.1,11.88,24720,2.5,8.54,9.55,11.00,13.39,16.92,17760,19860,22890,27840,35190,2006
70807,MN,41060,"St. Cloud, MN",33-0000,Protective service occupations,major,1210,9.7,17.79,37010,6.6,8.12,11.93,17.17,23.25,27.80,16890,24810,35720,48370,57830,2006
70814,MN,41060,"St. Cloud, MN",35-0000,Food preparation and serving related occupations,major,9100,2.4,8.93,18580,1.6,6.49,6.89,8.13,10.19,12.87,13490,14330,16900,21190,26770,2006
70830,MN,41060,"St. Cloud, MN",37-0000,Building and grounds cleaning and maintenance occupations,major,3090,4.8,10.80,22460,1.8,6.91,8.11,10.21,12.76,15.49,14380,16860,21240,26550,32220,2006
70836,MN,41060,"St. Cloud, MN",39-0000,Personal care and service occupations,major,2580,9.2,10.42,21670,2.6,6.97,8.08,9.95,12.43,14.70,14500,16800,20700,25840,30580,2006
70844,MN,41060,"St. Cloud, MN",41-0000,Sales and related occupations,major,11530,3.9,13.82,28750,2.5,6.86,7.94,10.32,15.93,25.43,14260,16520,21470,33140,52880,2006
70862,MN,41060,"St. Cloud, MN",43-0000,Office and administrative support occupations,major,15630,2.8,13.64,28360,1.3,8.65,10.46,12.93,16.18,19.84,18000,21760,26900,33650,41260,2006
70899,MN,41060,"St. Cloud, MN",45-0000,"Farming, fishing, and forestry occupations",major,150,26.6,13.68,28450,5.6,8.45,9.48,12.62,16.47,21.48,17570,19720,26240,34260,44690,2006
70903,MN,41060,"St. Cloud, MN",47-0000,Construction and extraction occupations,major,4650,5.1,20.38,42390,2.6,11.46,14.71,19.53,25.31,30.72,23840,30590,40620,52650,63890,2006
70919,MN,41060,"St. Cloud, MN",49-0000,"Installation, maintenance, and repair occupations",major,3330,4.7,18.52,38510,2.2,11.00,13.81,17.49,22.34,28.41,22890,28720,36370,46460,59090,2006
