,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
127532,48060,"Watertown-Fort Drum, NY",4,NY,53-0000,major,2540,5.7,70.174,0.8,17.9,37220,3.1,12.16,12.99,16.77,19.96,25.81,25300,27020,34880,41510,53690,2020
127545,48140,"Wausau, WI",4,WI,11-0000,major,2300,5.3,33.629,0.59,54.41,113180,2.1,25.24,36.83,49.33,65.72,89.48,52490,76600,102600,136690,186120,2020
127565,48140,"Wausau, WI",4,WI,13-0000,major,3710,6.5,54.123,0.9,31.37,65260,2,17.8,22.36,29.03,37.99,48.99,37030,46510,60390,79010,101900,2020
127585,48140,"Wausau, WI",4,WI,15-0000,major,1810,7,26.422,0.8,37.21,77400,4,21.22,26.92,34.76,46.12,59.18,44140,55990,72310,95930,123100,2020
127596,48140,"Wausau, WI",4,WI,17-0000,major,1330,9.2,19.346,1.07,34.67,72110,1.8,21.5,26.22,32.87,41.13,51.08,44730,54540,68360,85550,106260,2020
127604,48140,"Wausau, WI",4,WI,19-0000,major,390,12.7,5.67,0.61,27.72,57650,3,16.38,20.34,25.66,32.85,41.29,34070,42310,53370,68330,85890,2020
127609,48140,"Wausau, WI",4,WI,21-0000,major,810,11.2,11.825,0.74,23.6,49080,3.2,14.75,17.84,22.85,28.55,33.33,30670,37120,47520,59390,69330,2020
127618,48140,"Wausau, WI",4,WI,23-0000,major,320,16.6,4.662,0.56,37.77,78570,9.1,15.88,19.43,30.07,44.31,59.46,33040,40410,62550,92160,123670,2020
127621,48140,"Wausau, WI",4,WI,25-0000,major,2600,11.4,38.012,0.63,26.62,55360,8.6,12.49,15.51,24,32.57,40.32,25980,32250,49910,67750,83870,2020
127631,48140,"Wausau, WI",4,WI,27-0000,major,620,14.6,9.065,0.68,20.13,41870,5,10.4,12.77,17.33,24,33.46,21630,26560,36050,49910,69600,2020
127637,48140,"Wausau, WI",4,WI,29-0000,major,4680,6.3,68.375,1.11,41.06,85410,5.5,18.05,25.52,31.61,41.73,72.94,37540,53080,65750,86800,151720,2020
127659,48140,"Wausau, WI",4,WI,31-0000,major,3030,10.6,44.232,0.96,15.06,31330,2.2,10.62,11.99,14.23,17.25,20.84,22100,24950,29590,35870,43340,2020
127669,48140,"Wausau, WI",4,WI,33-0000,major,1010,5.3,14.708,0.61,22.11,46000,5.8,10.81,13.32,20.39,29.74,36.71,22490,27700,42410,61860,76350,2020
127675,48140,"Wausau, WI",4,WI,35-0000,major,4030,7.4,58.875,0.73,12.26,25510,2.3,8.35,9.39,11.29,14.01,17.81,17360,19530,23490,29140,37040,2020
127689,48140,"Wausau, WI",4,WI,37-0000,major,1600,13.9,23.411,0.8,14.68,30540,2.6,10.19,11.7,13.92,16.9,20.08,21190,24330,28950,35150,41770,2020
127694,48140,"Wausau, WI",4,WI,39-0000,major,930,17.5,13.518,0.7,14.14,29410,4,8.52,9.63,12.74,16.66,21.6,17710,20030,26500,34640,44930,2020
127701,48140,"Wausau, WI",4,WI,41-0000,major,6270,8.5,91.519,0.97,19.94,41480,4.3,8.98,10.54,14.21,23.88,36.75,18670,21930,29550,49670,76440,2020
127715,48140,"Wausau, WI",4,WI,43-0000,major,8890,3.8,129.774,0.97,19.14,39800,1.5,12.53,14.81,17.99,22.4,28.42,26060,30800,37420,46590,59110,2020
127745,48140,"Wausau, WI",4,WI,45-0000,major,250,34.6,3.704,1.08,18.67,38830,4.5,13,14.95,17.88,22.09,25.1,27040,31100,37180,45950,52210,2020
127749,48140,"Wausau, WI",4,WI,47-0000,major,2450,7.5,35.752,0.84,26.01,54100,2.7,16.05,18.96,24.28,31.61,38.44,33380,39430,50500,65750,79950,2020
127763,48140,"Wausau, WI",4,WI,49-0000,major,3130,4.4,45.639,1.16,24.35,50650,1.5,14.63,18.92,23.6,29.37,35.73,30440,39350,49090,61100,74320,2020
127777,48140,"Wausau, WI",4,WI,51-0000,major,12140,6.4,177.233,2.89,21.05,43790,2.1,13.8,16.41,20.01,25.08,30.18,28690,34130,41620,52170,62770,2020
127814,48140,"Wausau, WI",4,WI,53-0000,major,6200,5.9,90.507,1.04,19.28,40110,2.1,10.83,14.14,18.04,23.63,29.81,22520,29410,37520,49160,62010,2020
127827,48260,"Weirton-Steubenville, WV-OH",4,WV,11-0000,major,1420,7.4,40.701,0.71,44.56,92680,3.6,13.18,25.95,40.28,58.04,77.97,27410,53970,83790,120720,162190,2020
127842,48260,"Weirton-Steubenville, WV-OH",4,WV,13-0000,major,1150,11.4,33.047,0.55,28.93,60170,2.8,15.6,19.57,26.55,36.92,47.11,32460,40710,55220,76790,98000,2020
127855,48260,"Weirton-Steubenville, WV-OH",4,WV,15-0000,major,250,16.4,7.264,0.22,30.98,64440,3.6,15.58,20.54,29.6,38.57,49.25,32400,42730,61570,80230,102440,2020
127860,48260,"Weirton-Steubenville, WV-OH",4,WV,17-0000,major,390,20.7,11.123,0.62,42.09,87550,2,27.4,33.85,41.12,49.05,59.62,57000,70400,85530,102030,124010,2020
127862,48260,"Weirton-Steubenville, WV-OH",4,WV,19-0000,major,160,19,4.46,0.48,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
127865,48260,"Weirton-Steubenville, WV-OH",4,WV,21-0000,major,590,22.3,16.905,1.05,22.09,45950,4.5,13.72,16.5,21.05,26.99,32.33,28540,34320,43780,56140,67250,2020
127873,48260,"Weirton-Steubenville, WV-OH",4,WV,23-0000,major,160,18.5,4.575,0.55,30.75,63960,6.2,13.96,19.52,26.7,38.16,54.12,29040,40610,55530,79360,112560,2020
127876,48260,"Weirton-Steubenville, WV-OH",4,WV,25-0000,major,2570,16.7,73.592,1.21,25.03,52050,7.2,12.07,17.65,23.76,30.24,39.15,25110,36720,49430,62890,81420,2020
127884,48260,"Weirton-Steubenville, WV-OH",4,WV,27-0000,major,210,18.8,5.977,0.45,21.32,44340,6.7,9.52,12.85,18.92,26.04,38.41,19800,26730,39350,54170,79890,2020
127887,48260,"Weirton-Steubenville, WV-OH",4,WV,29-0000,major,2810,6.6,80.664,1.31,34.54,71850,6.2,14.1,18.94,26.75,33.84,60.23,29340,39400,55650,70380,125290,2020
127905,48260,"Weirton-Steubenville, WV-OH",4,WV,31-0000,major,1770,10.4,50.863,1.1,13.75,28600,3.3,9.71,10.7,12.47,14.95,18.77,20200,22260,25950,31100,39050,2020
127912,48260,"Weirton-Steubenville, WV-OH",4,WV,33-0000,major,680,19.1,19.508,0.81,20.34,42310,5.2,10.63,13.48,18.11,24.54,33.87,22100,28040,37680,51050,70460,2020
127916,48260,"Weirton-Steubenville, WV-OH",4,WV,35-0000,major,3490,9.5,99.954,1.23,11.68,24290,2,9.14,9.49,10.24,12.38,15.43,19020,19750,21300,25750,32080,2020
127927,48260,"Weirton-Steubenville, WV-OH",4,WV,37-0000,major,1020,8.4,29.369,1,13.28,27630,2,9.32,9.98,12.36,14.89,19.12,19390,20750,25700,30960,39760,2020
127932,48260,"Weirton-Steubenville, WV-OH",4,WV,39-0000,major,690,22.9,19.766,1.02,14.01,29130,3.7,9.16,9.59,11.96,16.24,22.63,19050,19940,24870,33770,47070,2020
127939,48260,"Weirton-Steubenville, WV-OH",4,WV,41-0000,major,3100,7.2,88.88,0.94,15.27,31770,2.7,9.38,10.1,12.05,16.16,24.27,19520,21010,25070,33610,50490,2020
127949,48260,"Weirton-Steubenville, WV-OH",4,WV,43-0000,major,4720,6.1,135.435,1.02,17.01,35380,1.7,9.89,12.25,15.33,19.85,25.72,20580,25480,31880,41280,53500,2020
127975,48260,"Weirton-Steubenville, WV-OH",4,WV,45-0000,major,30,37.8,0.912,0.26,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
127976,48260,"Weirton-Steubenville, WV-OH",4,WV,47-0000,major,1250,8.2,35.862,0.84,23.52,48930,2.5,12.67,16.12,22.52,29.4,36.66,26350,33530,46830,61150,76250,2020
127985,48260,"Weirton-Steubenville, WV-OH",4,WV,49-0000,major,1690,6,48.343,1.23,22.77,47370,3.7,10.47,15.05,22.5,29.14,35.82,21770,31310,46790,60610,74510,2020
127994,48260,"Weirton-Steubenville, WV-OH",4,WV,51-0000,major,3280,10,94.06,1.54,23.75,49410,4.4,11.68,16.2,22.69,29.6,37.94,24300,33690,47200,61560,78920,2020
128014,48260,"Weirton-Steubenville, WV-OH",4,WV,53-0000,major,3440,6.1,98.744,1.13,17.56,36520,4.2,10.1,11.9,16.56,22.09,25.07,21010,24740,34450,45950,52140,2020
128025,48300,"Wenatchee, WA",4,WA,11-0000,major,1530,8.4,34.036,0.6,52.09,108350,4.3,18.8,33.19,48.54,63.96,83.02,39110,69040,100970,133040,172670,2020
128036,48300,"Wenatchee, WA",4,WA,13-0000,major,1430,6,31.78,0.53,34.37,71480,2.1,19.93,24.72,31.48,41.67,50.98,41450,51410,65480,86670,106030,2020
128048,48300,"Wenatchee, WA",4,WA,15-0000,major,640,19.2,14.229,0.43,39.78,82740,4.4,18.68,25.16,37.78,49.12,62.69,38850,52330,78580,102170,130400,2020
128057,48300,"Wenatchee, WA",4,WA,17-0000,major,520,3.6,11.498,0.64,40.51,84260,3.1,25.54,31.68,39.8,48.47,59,53130,65880,82770,100820,122720,2020
128064,48300,"Wenatchee, WA",4,WA,19-0000,major,690,5.4,15.308,1.64,28.35,58960,3.1,15.01,17.6,27.11,36.79,44.26,31210,36600,56380,76520,92060,2020
128069,48300,"Wenatchee, WA",4,WA,21-0000,major,600,13.7,13.283,0.83,26.49,55100,2.1,16.33,19.49,25.36,32.66,38.5,33980,40530,52750,67940,80080,2020
128078,48300,"Wenatchee, WA",4,WA,23-0000,major,260,25.1,5.687,0.69,46.68,97100,5.7,22.06,27.55,38.08,58.21,88.43,45890,57300,79210,121080,183930,2020
128081,48300,"Wenatchee, WA",4,WA,25-0000,major,2860,6.2,63.491,1.05,26.75,55650,2.4,15.02,17.05,24.98,35.3,43.99,31240,35450,51950,73430,91500,2020
128095,48300,"Wenatchee, WA",4,WA,27-0000,major,490,8.7,10.878,0.81,21.67,45080,3.1,13.87,15.03,18.44,24.4,35.07,28840,31270,38360,50750,72940,2020
128100,48300,"Wenatchee, WA",4,WA,29-0000,major,3330,9.2,74.037,1.2,46.06,95810,6.4,19.64,27.91,39.66,51.57,72.36,40850,58050,82490,107270,150510,2020
128115,48300,"Wenatchee, WA",4,WA,31-0000,major,1800,10.1,39.921,0.86,18.15,37740,2.1,14.02,14.86,16.83,19.63,24.47,29170,30900,35000,40820,50890,2020
128123,48300,"Wenatchee, WA",4,WA,33-0000,major,630,15.7,14.098,0.59,30.34,63100,3.4,15.39,18.46,27.14,41.14,49.01,32010,38400,56460,85570,101930,2020
128131,48300,"Wenatchee, WA",4,WA,35-0000,major,4450,7.6,98.8,1.22,16.15,33580,1.7,13.52,13.92,14.9,16.76,21,28120,28950,31000,34850,43680,2020
128145,48300,"Wenatchee, WA",4,WA,37-0000,major,1830,8.6,40.587,1.38,17.68,36770,2.6,13.52,14.33,15.82,19.45,24.33,28120,29810,32900,40460,50610,2020
128152,48300,"Wenatchee, WA",4,WA,39-0000,major,640,22,14.265,0.74,16.53,34380,3,13.51,13.52,14.84,17.99,22.33,28100,28120,30880,37410,46440,2020
128158,48300,"Wenatchee, WA",4,WA,41-0000,major,4620,5.7,102.479,1.09,20.99,43660,3.2,13.61,14.52,16.83,21.9,32.74,28320,30200,35010,45540,68100,2020
128171,48300,"Wenatchee, WA",4,WA,43-0000,major,5420,5.6,120.312,0.9,20.46,42550,1.3,14.09,15.42,18.57,23.68,30.29,29310,32080,38610,49250,63000,2020
128198,48300,"Wenatchee, WA",4,WA,45-0000,major,3740,10.5,82.961,24.1,15.78,32830,2,13.52,13.67,14.6,15.59,19.79,28110,28440,30370,32440,41160,2020
128203,48300,"Wenatchee, WA",4,WA,47-0000,major,2210,9.2,48.985,1.15,26.35,54800,2.8,16.08,18.88,24.89,31.05,39.37,33450,39280,51780,64590,81890,2020
128215,48300,"Wenatchee, WA",4,WA,49-0000,major,2110,6.3,46.842,1.19,27.05,56270,4.3,14.9,17.81,24.27,32.6,46.39,30990,37050,50470,67820,96490,2020
128229,48300,"Wenatchee, WA",4,WA,51-0000,major,1700,9.2,37.676,0.62,20.02,41650,2.9,13.73,14.66,16.92,21.24,31.01,28550,30490,35180,44190,64510,2020
128242,48300,"Wenatchee, WA",4,WA,53-0000,major,3550,8.6,78.84,0.9,18.35,38170,1.7,13.8,14.57,15.97,20.38,25.37,28710,30300,33230,42390,52780,2020
128255,48540,"Wheeling, WV-OH",4,WV,11-0000,major,2500,5.8,44.169,0.77,44.8,93190,3,17.53,26.47,38.43,55.25,79.19,36460,55050,79930,114920,164720,2020
128272,48540,"Wheeling, WV-OH",4,WV,13-0000,major,1990,6.9,35.236,0.58,31.27,65050,2.7,15.68,20.44,27.41,37.82,50.04,32620,42520,57010,78670,104090,2020
128290,48540,"Wheeling, WV-OH",4,WV,15-0000,major,520,11.9,9.215,0.28,32.09,66740,3.7,16.7,21.72,29.23,39.59,50.34,34740,45170,60790,82350,104710,2020
128298,48540,"Wheeling, WV-OH",4,WV,17-0000,major,520,14.6,9.153,0.51,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
128305,48540,"Wheeling, WV-OH",4,WV,19-0000,major,520,14.5,9.151,0.98,32.79,68210,3.6,16.07,21.49,30.31,41.8,52.85,33420,44700,63050,86950,109930,2020
128311,48540,"Wheeling, WV-OH",4,WV,21-0000,major,1070,6.9,18.92,1.18,19.43,40410,3.7,11.41,13.86,17.82,24.43,30.26,23740,28820,37070,50810,62950,2020
128321,48540,"Wheeling, WV-OH",4,WV,23-0000,major,450,13.5,7.897,0.95,43.32,90110,7.9,17.94,22.25,38.31,59.63,82.07,37310,46270,79690,124030,170700,2020
128324,48540,"Wheeling, WV-OH",4,WV,25-0000,major,3130,6.9,55.344,0.91,23.93,49770,3.3,11.23,16.3,22.9,29.97,37.44,23350,33910,47630,62340,77870,2020
128335,48540,"Wheeling, WV-OH",4,WV,27-0000,major,550,31.1,9.753,0.73,22.19,46150,4.8,9.51,12.86,18.87,26.73,39.64,19780,26740,39250,55590,82440,2020
128341,48540,"Wheeling, WV-OH",4,WV,29-0000,major,4480,8.8,79.212,1.28,35.72,74290,7.6,15.16,20.03,27.29,37.02,63.55,31540,41670,56760,77000,132180,2020
128361,48540,"Wheeling, WV-OH",4,WV,31-0000,major,2780,8.8,49.139,1.06,13.34,27750,3.4,9.55,10.12,11.9,14.7,18.68,19870,21060,24750,30570,38850,2020
128370,48540,"Wheeling, WV-OH",4,WV,33-0000,major,1720,9.5,30.489,1.27,19.73,41030,4.2,11.45,14.04,19.36,24.37,28.52,23820,29210,40270,50690,59310,2020
128376,48540,"Wheeling, WV-OH",4,WV,35-0000,major,5360,5.3,94.803,1.17,11.55,24020,1.6,9.11,9.43,10.15,12.4,15.46,18960,19620,21120,25780,32160,2020
128390,48540,"Wheeling, WV-OH",4,WV,37-0000,major,1950,11.9,34.573,1.18,13.76,28610,2.5,9.39,10.23,12.4,16.27,19.52,19540,21270,25780,33840,40600,2020
128395,48540,"Wheeling, WV-OH",4,WV,39-0000,major,910,10.4,16.139,0.83,14.41,29970,2.9,9.26,9.76,12,16.53,23.21,19260,20290,24960,34390,48280,2020
128407,48540,"Wheeling, WV-OH",4,WV,41-0000,major,5270,5,93.284,0.99,15.95,33180,2.6,9.39,9.99,12.34,17.33,26.69,19530,20790,25670,36050,55520,2020
128420,48540,"Wheeling, WV-OH",4,WV,43-0000,major,7570,4.3,133.895,1,17.44,36270,1.3,10.31,12.54,15.84,20.31,26.31,21440,26070,32950,42240,54720,2020
128454,48540,"Wheeling, WV-OH",4,WV,45-0000,major,**,**,**,**,12.91,26850,2.8,9.18,9.74,12.74,14.65,17.31,19090,20250,26490,30470,36010,2020
128455,48540,"Wheeling, WV-OH",4,WV,47-0000,major,4520,6.8,79.927,1.87,28.91,60140,3.8,15.26,19.84,27.55,36.76,45.9,31730,41270,57300,76450,95470,2020
128473,48540,"Wheeling, WV-OH",4,WV,49-0000,major,2660,6.6,47.12,1.19,23.87,49650,3.3,12.01,15.28,21.38,31.12,39.22,24990,31780,44470,64730,81580,2020
128487,48540,"Wheeling, WV-OH",4,WV,51-0000,major,3060,7.6,54.193,0.88,22.04,45850,6.4,11.03,13.92,19.19,27.98,35.83,22940,28940,39920,58190,74530,2020
128503,48540,"Wheeling, WV-OH",4,WV,53-0000,major,4950,7.4,87.578,1,17.15,35660,2.8,9.76,11.52,14.74,19.95,28.48,20310,23970,30660,41490,59250,2020
128518,48620,"Wichita, KS",4,KS,11-0000,major,12140,2.8,42.087,0.74,50.36,104750,1.5,21.64,31.21,44.21,62.55,86.86,45010,64930,91950,130090,180660,2020
128544,48620,"Wichita, KS",4,KS,13-0000,major,15140,3.8,52.485,0.87,33.96,70640,1.8,17.72,23.72,30.98,40.94,53.16,36860,49340,64440,85150,110570,2020
128569,48620,"Wichita, KS",4,KS,15-0000,major,6600,9,22.872,0.69,34.32,71380,3.1,16.86,22.59,31.67,42.73,57.01,35070,46980,65870,88880,118580,2020
128581,48620,"Wichita, KS",4,KS,17-0000,major,6260,5.1,21.682,1.2,41.2,85690,2.8,22.75,29.44,38.8,50.51,63.17,47310,61240,80710,105050,131390,2020
128602,48620,"Wichita, KS",4,KS,19-0000,major,1580,6.3,5.475,0.59,31.36,65230,2.6,16.72,21.97,28.89,38.44,48.92,34780,45700,60100,79960,101750,2020
128617,48620,"Wichita, KS",4,KS,21-0000,major,4020,4.8,13.919,0.87,21.25,44200,2.4,12.91,16,19.9,24.99,31.16,26850,33270,41400,51970,64800,2020
128630,48620,"Wichita, KS",4,KS,23-0000,major,1220,11.6,4.236,0.51,35.32,73460,5.1,14.42,21,30.07,44.48,62.97,29990,43690,62550,92520,130980,2020
128634,48620,"Wichita, KS",4,KS,25-0000,major,18910,6.2,65.551,1.08,22.69,47200,3,10.74,13.69,21.28,28.4,35.63,22340,28480,44250,59070,74100,2020
128661,48620,"Wichita, KS",4,KS,27-0000,major,3280,9,11.37,0.85,21.26,44230,3.9,8.61,11.51,18.12,27.19,38.4,17900,23950,37700,56550,79870,2020
128681,48620,"Wichita, KS",4,KS,29-0000,major,18360,6.3,63.629,1.03,34.44,71630,3.3,16.01,20.72,27.54,37.27,61.24,33310,43090,57280,77520,127380,2020
128719,48620,"Wichita, KS",4,KS,31-0000,major,13460,7.5,46.643,1.01,13.51,28110,1.9,9.63,10.75,12.38,15.04,18.74,20040,22370,25750,31270,38970,2020
128735,48620,"Wichita, KS",4,KS,33-0000,major,5510,3.5,19.094,0.79,20.96,43600,4.7,10.41,14.17,19.41,25.11,34.08,21660,29470,40370,52230,70890,2020
128750,48620,"Wichita, KS",4,KS,35-0000,major,25040,3.6,86.768,1.07,10.75,22350,1.3,8.13,8.73,9.72,11.82,14.75,16900,18150,20230,24580,30680,2020
128764,48620,"Wichita, KS",4,KS,37-0000,major,7330,6.5,25.389,0.86,14.06,29250,2.2,8.97,10.5,12.99,16.79,19.8,18660,21830,27010,34910,41180,2020
128772,48620,"Wichita, KS",4,KS,39-0000,major,5670,7.9,19.648,1.01,13.68,28460,3.4,8.3,9.16,11.54,16.29,23.06,17270,19050,24000,33880,47960,2020
128789,48620,"Wichita, KS",4,KS,41-0000,major,24460,3.4,84.78,0.9,20.49,42630,3.1,9.39,10.9,14.05,24.27,40.49,19530,22680,29220,50480,84220,2020
128808,48620,"Wichita, KS",4,KS,43-0000,major,39060,2.2,135.355,1.02,18.33,38120,1.3,10.85,13.39,16.79,21.7,28.89,22560,27850,34910,45140,60090,2020
128853,48620,"Wichita, KS",4,KS,45-0000,major,**,**,**,**,15.71,32670,4.9,9.31,12.65,14.58,17.79,22.37,19360,26300,30320,37000,46530,2020
128857,48620,"Wichita, KS",4,KS,47-0000,major,13550,4.7,46.961,1.1,21.2,44090,1.4,12.81,15.63,19.51,25.02,32.99,26650,32520,40570,52040,68610,2020
128883,48620,"Wichita, KS",4,KS,49-0000,major,13850,4.8,47.986,1.22,24.13,50180,2.7,12.36,16.66,23.3,31.12,37.79,25710,34650,48470,64730,78610,2020
128913,48620,"Wichita, KS",4,KS,51-0000,major,31750,3.4,110.046,1.8,22.8,47430,4.8,12.38,15.57,21.2,28.76,34.58,25740,32390,44100,59810,71920,2020
128975,48620,"Wichita, KS",4,KS,53-0000,major,21030,4.3,72.897,0.83,17.57,36550,2.9,9.85,11.94,15.09,19.74,29.01,20490,24840,31390,41060,60340,2020
128995,48660,"Wichita Falls, TX",4,TX,11-0000,major,2350,11.4,43.15,0.76,43.56,90600,3.1,16.13,26,38.15,54.03,77.19,33550,54080,79350,112380,160550,2020
129010,48660,"Wichita Falls, TX",4,TX,13-0000,major,1750,10.4,32.151,0.53,32.31,67210,2.5,17.09,22.59,29.79,39.99,49.2,35540,47000,61950,83180,102330,2020
129026,48660,"Wichita Falls, TX",4,TX,15-0000,major,1010,7,18.648,0.57,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
129033,48660,"Wichita Falls, TX",4,TX,17-0000,major,1080,38.7,19.836,1.1,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
129045,48660,"Wichita Falls, TX",4,TX,19-0000,major,290,8.6,5.308,0.57,29.94,62280,5.1,14.3,21.27,28.73,36.2,44.97,29740,44230,59750,75300,93540,2020
129050,48660,"Wichita Falls, TX",4,TX,21-0000,major,780,9.8,14.292,0.89,23.52,48920,2.2,15.42,18.9,22.97,27.71,32.14,32080,39320,47770,57650,66850,2020
129058,48660,"Wichita Falls, TX",4,TX,23-0000,major,240,19.4,4.331,0.52,32.81,68250,4.9,15.62,20.6,30.32,39.83,51.17,32480,42860,63070,82840,106440,2020
129061,48660,"Wichita Falls, TX",4,TX,25-0000,major,4020,2,73.915,1.22,*,*,*,*,*,*,*,*,*,*,*,*,*,2020
129079,48660,"Wichita Falls, TX",4,TX,27-0000,major,480,13.8,8.74,0.65,20,41610,6,9.37,11.89,16.16,26.05,33.41,19490,24730,33610,54180,69490,2020
129085,48660,"Wichita Falls, TX",4,TX,29-0000,major,4550,4.4,83.738,1.36,32.68,67970,4.6,13.96,18.79,26.97,36.56,54.78,29040,39080,56090,76050,113940,2020
129108,48660,"Wichita Falls, TX",4,TX,31-0000,major,2840,10,52.27,1.13,12.59,26180,2.7,8.69,10.09,11.74,14.23,17.23,18080,20990,24430,29590,35840,2020
129117,48660,"Wichita Falls, TX",4,TX,33-0000,major,1800,1.4,33.038,1.37,22.13,46030,3,13.52,17.76,20.47,25.52,32.39,28120,36930,42580,53080,67370,2020
129124,48660,"Wichita Falls, TX",4,TX,35-0000,major,6360,4.8,117.061,1.45,10.82,22510,1.9,8.15,8.79,9.89,12.01,14.72,16950,18280,20580,24980,30620,2020
129137,48660,"Wichita Falls, TX",4,TX,37-0000,major,2000,5.3,36.719,1.25,12.8,26630,3,8.66,10,11.64,14.3,18.01,18020,20800,24210,29740,37470,2020
129144,48660,"Wichita Falls, TX",4,TX,39-0000,major,1060,15.2,19.492,1.01,11.94,24840,3.4,8.19,8.83,9.93,13.08,18.23,17030,18370,20640,27210,37910,2020
129153,48660,"Wichita Falls, TX",4,TX,41-0000,major,5110,10.1,94.07,1,16.38,34080,4.2,8.63,9.89,12.29,18.1,28.02,17960,20560,25570,37650,58280,2020
129164,48660,"Wichita Falls, TX",4,TX,43-0000,major,7890,4.1,145.252,1.09,16.61,34550,1.7,9.53,12.44,15.91,19.31,24.58,19830,25880,33100,40170,51130,2020
129196,48660,"Wichita Falls, TX",4,TX,45-0000,major,50,22.9,0.944,0.27,11.65,24230,7,7.86,8.76,11.28,14.16,15.79,16340,18220,23470,29460,32840,2020
129197,48660,"Wichita Falls, TX",4,TX,47-0000,major,1850,6.3,34.02,0.8,21.3,44310,3.8,12.58,14.91,18.62,25.03,31.9,26170,31010,38720,52070,66350,2020
129210,48660,"Wichita Falls, TX",4,TX,49-0000,major,2250,7.8,41.455,1.05,21.21,44110,3.4,11.31,14.05,19.29,26.79,33.66,23510,29230,40130,55710,70010,2020
129224,48660,"Wichita Falls, TX",4,TX,51-0000,major,2660,9.5,48.905,0.8,16.49,34300,3,9.29,11.16,14.82,20.57,25.37,19310,23200,30830,42780,52770,2020
129241,48660,"Wichita Falls, TX",4,TX,53-0000,major,3950,6.9,72.668,0.83,16.8,34940,4.2,9.05,10.85,14.21,19.27,29.48,18830,22570,29550,40090,61320,2020
129255,48700,"Williamsport, PA",4,PA,11-0000,major,1790,7.6,37.956,0.66,50.85,105760,2.2,23.04,31.92,43.67,59.89,85.84,47910,66390,90840,124560,178550,2020
129271,48700,"Williamsport, PA",4,PA,13-0000,major,1330,6.4,28.146,0.47,31.18,64850,2.8,17.17,21.6,27.86,37.3,47.93,35720,44930,57960,77590,99690,2020
129283,48700,"Williamsport, PA",4,PA,15-0000,major,570,16.3,12.176,0.37,33.39,69450,6.2,17.12,22.54,31.23,41.91,53.25,35610,46890,64970,87170,110750,2020
129290,48700,"Williamsport, PA",4,PA,17-0000,major,880,11.6,18.66,1.03,34.19,71120,2,19.9,25.2,32.78,41.41,51.21,41390,52410,68170,86140,106510,2020
129297,48700,"Williamsport, PA",4,PA,19-0000,major,300,8.8,6.413,0.69,31.8,66140,4.1,18.59,23.74,29.86,38.97,48.24,38670,49380,62110,81060,100340,2020
129301,48700,"Williamsport, PA",4,PA,21-0000,major,780,10.7,16.647,1.04,23.64,49170,5.7,12.54,15.94,22.25,29.27,37.73,26090,33160,46280,60880,78470,2020
129309,48700,"Williamsport, PA",4,PA,23-0000,major,260,4.3,5.57,0.67,37.17,77310,15.4,15.45,20.63,29.95,44.14,66.47,32140,42900,62300,91820,138260,2020
129313,48700,"Williamsport, PA",4,PA,25-0000,major,2590,22.7,54.903,0.9,29.79,61960,6.7,12.15,18.17,30.75,36.96,43.18,25270,37790,63960,76870,89810,2020
129325,48700,"Williamsport, PA",4,PA,27-0000,major,380,17.7,7.965,0.6,21.72,45180,3.5,8.81,13.67,19.23,26.88,37.24,18330,28440,40010,55910,77450,2020
129330,48700,"Williamsport, PA",4,PA,29-0000,major,3420,23.9,72.644,1.18,40.04,83280,9.8,17.06,22.56,32.22,43.8,73.76,35480,46930,67010,91110,153420,2020
129346,48700,"Williamsport, PA",4,PA,31-0000,major,2880,8.3,61.141,1.32,14.29,29730,2.5,10.05,11.42,13.62,15.87,19.31,20900,23750,28340,33000,40160,2020
129354,48700,"Williamsport, PA",4,PA,33-0000,major,1170,11.1,24.818,1.03,23.88,49670,12.2,10.65,13.37,21.72,33.99,41.25,22140,27800,45170,70700,85800,2020
129358,48700,"Williamsport, PA",4,PA,35-0000,major,3610,6,76.68,0.95,12,24950,2.6,8.2,8.94,10.41,12.88,18.66,17050,18590,21640,26800,38810,2020
129370,48700,"Williamsport, PA",4,PA,37-0000,major,1130,8.9,24.031,0.82,13.58,28240,3.6,8.59,9.64,12.39,15.72,20.69,17870,20040,25760,32700,43020,2020
129374,48700,"Williamsport, PA",4,PA,39-0000,major,1000,12.8,21.315,1.1,13.1,27240,3.4,8.34,9.25,11.38,15.73,19.89,17340,19240,23670,32710,41370,2020
129381,48700,"Williamsport, PA",4,PA,41-0000,major,4880,11,103.711,1.1,16.66,34650,5.8,8.47,9.46,11.78,17.92,33.86,17610,19680,24510,37260,70420,2020
129393,48700,"Williamsport, PA",4,PA,43-0000,major,6440,5,136.756,1.03,17.98,37400,1.6,11.12,13.57,16.78,21.01,26.96,23130,28220,34900,43710,56080,2020
