,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
2384,10740,"Albuquerque, NM",4,NM,49-0000,major,13450,4.8,35.92,0.91,22.69,47200,1.7,12.24,15.7,21.17,28.23,35.6,25450,32650,44040,58710,74040,2020
2416,10740,"Albuquerque, NM",4,NM,51-0000,major,12840,6.3,34.309,0.56,19.17,39860,2.5,10.64,12.79,16.74,22.88,31.23,22140,26600,34830,47590,64950,2020
2463,10740,"Albuquerque, NM",4,NM,53-0000,major,24050,4.6,64.251,0.73,17.38,36150,2.4,9.78,11.81,15.06,20.39,26.43,20350,24570,31320,42420,54980,2020
2483,10780,"Alexandria, LA",4,LA,11-0000,major,2440,4.9,42.703,0.75,45.57,94800,3.1,19.91,29.14,39.28,52.88,77.83,41420,60610,81710,110000,161880,2020
2497,10780,"Alexandria, LA",4,LA,13-0000,major,1950,6.5,34.189,0.57,30.02,62430,3.7,16.28,20.61,27.98,36.6,46.11,33870,42860,58190,76130,95910,2020
2511,10780,"Alexandria, LA",4,LA,15-0000,major,330,11.3,5.782,0.18,31.45,65420,4,16.51,21,29.49,39.96,48.51,34340,43670,61340,83120,100900,2020
2515,10780,"Alexandria, LA",4,LA,17-0000,major,570,11.8,10.002,0.55,35.08,72970,4,17.56,24.15,32.78,42.56,56.26,36530,50230,68180,88530,117010,2020
2522,10780,"Alexandria, LA",4,LA,19-0000,major,390,23,6.825,0.73,32.36,67300,4.6,18.47,23.57,29,37.95,49.53,38410,49020,60320,78950,103010,2020
2527,10780,"Alexandria, LA",4,LA,21-0000,major,1140,7.5,19.934,1.24,22.32,46430,2.2,13.56,16.67,21.38,27.12,32.81,28210,34670,44480,56410,68250,2020
2536,10780,"Alexandria, LA",4,LA,23-0000,major,310,13,5.362,0.65,33.01,68670,6.8,13.54,20.27,26.87,44.88,57.03,28160,42160,55880,93350,118620,2020
2539,10780,"Alexandria, LA",4,LA,25-0000,major,4110,3.1,71.946,1.18,18.85,39200,3,8.23,9.41,20.63,24.02,28.75,17130,19580,42910,49960,59790,2020
2547,10780,"Alexandria, LA",4,LA,27-0000,major,250,14.9,4.296,0.32,20.13,41860,6.4,9.42,11.73,17.21,25.64,35.48,19580,24400,35790,53330,73790,2020
2548,10780,"Alexandria, LA",4,LA,29-0000,major,5400,5.3,94.577,1.53,32.9,68440,3,14.92,20.09,28.35,37.49,53.68,31040,41790,58960,77970,111660,2020
2572,10780,"Alexandria, LA",4,LA,31-0000,major,4350,3.8,76.073,1.64,11.13,23150,2.4,8.11,8.7,9.75,12.67,15.57,16870,18110,20290,26350,32390,2020
2583,10780,"Alexandria, LA",4,LA,33-0000,major,1810,4.2,31.66,1.31,21.26,44220,5.7,11.6,15.59,20.35,26.34,31.47,24130,32440,42320,54780,65460,2020
2591,10780,"Alexandria, LA",4,LA,35-0000,major,4450,7.1,77.931,0.96,10.3,21410,2.9,7.98,8.43,9.16,10.49,14.37,16590,17520,19060,21820,29880,2020
2606,10780,"Alexandria, LA",4,LA,37-0000,major,1350,5.5,23.615,0.8,12.68,26370,4.2,8.2,8.89,10.47,14.02,17.79,17050,18480,21770,29160,37010,2020
2612,10780,"Alexandria, LA",4,LA,39-0000,major,1860,5.8,32.616,1.68,13.36,27800,4.9,8.34,9.41,13.25,14.82,19.53,17340,19570,27570,30830,40620,2020
2619,10780,"Alexandria, LA",4,LA,41-0000,major,5570,8.4,97.47,1.03,14.44,30040,3,8.34,9.3,11.58,15.87,23.73,17350,19350,24080,33020,49350,2020
2630,10780,"Alexandria, LA",4,LA,43-0000,major,8290,3.2,145.14,1.09,16.14,33580,1.6,9.23,11.33,14.83,19.51,25.08,19200,23560,30840,40570,52170,2020
2662,10780,"Alexandria, LA",4,LA,45-0000,major,340,20.8,5.895,1.71,15.85,32970,5.7,8.52,10.08,14.74,19.53,24.81,17720,20970,30670,40620,51600,2020
2665,10780,"Alexandria, LA",4,LA,47-0000,major,2790,7.7,48.791,1.14,20.22,42050,2.4,11.37,14.03,18.16,24.74,32.23,23650,29180,37780,51450,67040,2020
2677,10780,"Alexandria, LA",4,LA,49-0000,major,2700,6.6,47.233,1.2,21.56,44850,3.1,11.08,14.78,19.66,27.52,35.77,23050,30750,40890,57240,74410,2020
2693,10780,"Alexandria, LA",4,LA,51-0000,major,2770,20.7,48.429,0.79,22.51,46820,6.8,9.77,13.17,18.57,27.75,41.81,20330,27390,38630,57710,86950,2020
2703,10780,"Alexandria, LA",4,LA,53-0000,major,3970,8.1,69.537,0.8,15.97,33220,3,8.8,10.75,14.42,19.21,24.82,18310,22360,29990,39950,51630,2020
2718,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,11-0000,major,14970,3.6,43.545,0.76,57.1,118770,1.5,27.15,36.3,50.35,68.06,96.91,56480,75510,104720,141570,201560,2020
2748,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,13-0000,major,13620,3.6,39.62,0.66,37.08,77120,1.7,19.46,24.97,32.6,44.25,59.38,40470,51930,67820,92040,123500,2020
2773,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,15-0000,major,6720,8.9,19.543,0.59,39.71,82590,2,21.4,27.47,36.43,48.94,62.94,44520,57140,75770,101800,130920,2020
2788,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,17-0000,major,5510,8.5,16.017,0.89,41.11,85520,2.6,22.55,29.29,37.76,49.17,64.67,46910,60930,78540,102270,134520,2020
2810,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,19-0000,major,2380,8.9,6.936,0.74,33.21,69070,2.6,17.16,23.15,30.1,39.31,52.04,35690,48160,62600,81760,108250,2020
2827,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,21-0000,major,5770,6.2,16.776,1.05,23.42,48720,2.9,13.38,16.6,21.22,29.15,37.72,27820,34520,44140,60630,78450,2020
2843,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,23-0000,major,1400,6.8,4.058,0.49,48.09,100020,5.8,18.11,23.33,40.04,71.66,88.46,37660,48530,83270,149050,184000,2020
2848,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,25-0000,major,20510,4.6,59.644,0.98,30.84,64140,3,11.69,18.76,30.18,40.37,48.11,24320,39020,62770,83970,100070,2020
2890,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,27-0000,major,3310,7.7,9.615,0.72,25.31,52630,4,9.52,14.16,21.87,30.6,43.91,19810,29460,45480,63640,91330,2020
2909,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,29-0000,major,26240,3.6,76.315,1.24,39.36,81870,2.9,17.69,25.2,32.97,41.72,66.34,36800,52410,68570,86770,137990,2020
2949,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,31-0000,major,17990,4,52.324,1.13,15.35,31920,1.6,10.62,12.1,14.71,17.88,20.83,22080,25170,30590,37200,43320,2020
2964,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,33-0000,major,6700,9.8,19.49,0.81,23.19,48240,5.5,10.77,12.7,18.69,31.39,42.64,22410,26420,38880,65300,88690,2020
2979,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,35-0000,major,24800,3.2,72.13,0.89,12.81,26650,1.4,8.41,9.44,11.5,14.85,19.02,17500,19630,23930,30880,39570,2020
2995,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,37-0000,major,10320,6.4,30.019,1.02,16.6,34520,4.4,10.11,11.6,14.42,19.12,25.38,21030,24130,30000,39760,52800,2020
3003,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,39-0000,major,7960,8.5,23.159,1.19,13.96,29030,2.5,8.39,9.45,11.96,16.4,23.15,17460,19650,24870,34110,48150,2020
3021,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,41-0000,major,29640,3.3,86.195,0.91,20.83,43330,3.6,9.07,10.9,14.05,23.82,39.45,18860,22680,29220,49550,82050,2020
3040,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,43-0000,major,47410,2.4,137.873,1.03,19.61,40790,0.6,11.5,14.61,18.45,23.49,29.79,23920,30390,38380,48870,61960,2020
3087,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,45-0000,major,230,20,0.665,0.19,17.82,37070,3,11.88,13.36,15.81,20.43,25.61,24710,27800,32890,42490,53260,2020
3090,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,47-0000,major,9800,4.1,28.505,0.67,25.9,53880,1.5,15.72,18.99,24.13,30.31,39.44,32710,39500,50190,63050,82030,2020
3116,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,49-0000,major,14050,4.5,40.865,1.04,25.41,52850,1.1,14.48,18.67,24.57,30.69,38.93,30110,38840,51100,63830,80980,2020
3144,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,51-0000,major,25770,5.3,74.941,1.22,20.72,43090,1.4,12.25,15.19,19.74,25.12,30.79,25470,31590,41060,52260,64040,2020
3200,10900,"Allentown-Bethlehem-Easton, PA-NJ",4,PA,53-0000,major,48740,4.7,141.764,1.62,17.87,37160,1.3,10.95,13.31,16.35,20.96,27.24,22780,27680,34010,43590,56660,2020
3222,11020,"Altoona, PA",4,PA,11-0000,major,2170,5.4,39.554,0.69,50.19,104390,2.8,22.38,31.12,43.87,60.29,83.68,46550,64720,91250,125400,174060,2020
3241,11020,"Altoona, PA",4,PA,13-0000,major,1810,5.9,32.929,0.55,31.18,64860,2.5,16.39,20.95,28.64,37.83,49.71,34080,43580,59580,78680,103390,2020
3258,11020,"Altoona, PA",4,PA,15-0000,major,750,11.8,13.598,0.41,32.99,68610,3.5,17.3,22.59,31.23,42.38,51.6,35980,46990,64950,88140,107330,2020
3267,11020,"Altoona, PA",4,PA,17-0000,major,670,11.8,12.183,0.67,36.31,75530,2.1,21.43,27.42,35.08,43.43,53.32,44560,57040,72960,90320,110900,2020
3273,11020,"Altoona, PA",4,PA,19-0000,major,260,7.4,4.746,0.51,28.48,59240,5.9,13.65,17.99,26.95,36.11,46.28,28400,37420,56060,75120,96260,2020
3274,11020,"Altoona, PA",4,PA,21-0000,major,1440,7.8,26.268,1.64,20.43,42500,3.4,12.51,14.84,18.35,25.25,31.79,26020,30860,38170,52510,66130,2020
3283,11020,"Altoona, PA",4,PA,23-0000,major,160,9.9,2.939,0.35,32.01,66580,16.7,12.21,14.4,19.09,39.71,72.75,25400,29960,39700,82600,151320,2020
3287,11020,"Altoona, PA",4,PA,25-0000,major,2680,5.6,48.902,0.81,23.78,49470,6.1,10.5,13.94,23.27,30.35,37.69,21840,28990,48400,63120,78390,2020
3301,11020,"Altoona, PA",4,PA,27-0000,major,490,14.8,8.916,0.67,21.63,44990,14.3,8.52,10.49,15.44,23.28,36.8,17710,21830,32120,48420,76550,2020
3306,11020,"Altoona, PA",4,PA,29-0000,major,4730,6.1,86.171,1.4,36.32,75550,5.1,16.8,22.92,30.27,39.81,57.9,34940,47670,62970,82810,120430,2020
3325,11020,"Altoona, PA",4,PA,31-0000,major,3510,8.7,64.01,1.38,15.56,32370,2.8,10.77,12.35,14.49,17.66,21.43,22390,25680,30150,36740,44560,2020
3334,11020,"Altoona, PA",4,PA,33-0000,major,950,14.8,17.232,0.72,19.87,41330,8.4,9.23,11.28,17.22,25.97,34.15,19210,23450,35820,54020,71040,2020
3339,11020,"Altoona, PA",4,PA,35-0000,major,4540,5.7,82.686,1.02,11.47,23860,2.3,8.1,8.76,10.04,13.18,17.06,16840,18220,20880,27420,35480,2020
3352,11020,"Altoona, PA",4,PA,37-0000,major,1600,6.7,29.142,0.99,14.39,29930,3.5,8.95,10.48,12.65,17.15,21.44,18620,21790,26310,35670,44600,2020
3358,11020,"Altoona, PA",4,PA,39-0000,major,1000,13.8,18.209,0.94,12.13,25240,4.1,8.25,8.89,10.04,14.33,19.05,17160,18490,20890,29800,39630,2020
3365,11020,"Altoona, PA",4,PA,41-0000,major,5810,4.7,105.878,1.12,16.78,34910,3.5,8.76,10.1,12.48,19.11,31.15,18220,21010,25950,39750,64790,2020
3378,11020,"Altoona, PA",4,PA,43-0000,major,7840,5.1,142.875,1.07,17.18,35730,1.7,10.03,12.64,16.31,20.27,25.61,20860,26280,33930,42150,53270,2020
3407,11020,"Altoona, PA",4,PA,45-0000,major,**,**,**,**,14.9,30990,14.4,8.55,10.62,13.21,16.73,24.27,17790,22090,27470,34800,50480,2020
3408,11020,"Altoona, PA",4,PA,47-0000,major,1910,4.2,34.9,0.82,22.88,47590,2.8,13.31,16.5,20.92,27.08,36.14,27690,34320,43500,56330,75180,2020
3423,11020,"Altoona, PA",4,PA,49-0000,major,2590,5.7,47.296,1.2,21.6,44940,3.2,11.37,15.31,19.77,26.14,33.7,23650,31850,41130,54380,70100,2020
3435,11020,"Altoona, PA",4,PA,51-0000,major,3760,9.8,68.612,1.12,18.9,39310,2.7,11.26,14.25,18.12,22.93,28.17,23430,29630,37690,47690,58600,2020
3462,11020,"Altoona, PA",4,PA,53-0000,major,6120,10.3,111.523,1.28,16.8,34940,3.5,9.17,11.13,15.22,20.88,25.52,19060,23150,31670,43430,53070,2020
3474,11100,"Amarillo, TX",4,TX,11-0000,major,5040,4.7,44.554,0.78,48.41,100700,2.4,19.31,29.78,41.02,59.12,82.59,40170,61940,85330,122970,171800,2020
3496,11100,"Amarillo, TX",4,TX,13-0000,major,3950,7.5,34.907,0.58,34.47,71690,2.2,17.3,22.33,30.15,42.13,59.42,35990,46440,62720,87620,123590,2020
3516,11100,"Amarillo, TX",4,TX,15-0000,major,1210,6.2,10.669,0.32,35.49,73820,3.1,17.67,22.45,32.86,44.27,57.08,36750,46690,68350,92070,118720,2020
3524,11100,"Amarillo, TX",4,TX,17-0000,major,1300,23.3,11.528,0.64,43.48,90440,4.7,19.18,26.63,38.96,54.18,74.38,39890,55400,81030,112700,154720,2020
3537,11100,"Amarillo, TX",4,TX,19-0000,major,660,7.6,5.863,0.63,31.48,65470,5.6,14.75,19.62,28.62,38.97,53.23,30680,40800,59530,81060,110710,2020
3545,11100,"Amarillo, TX",4,TX,21-0000,major,1760,6.9,15.572,0.97,24.19,50320,4.5,13.35,17.64,22.6,29.46,37.93,27760,36680,47010,61270,78890,2020
3556,11100,"Amarillo, TX",4,TX,23-0000,major,650,6.9,5.744,0.69,39.19,81510,6.8,15.98,21.15,29.99,50.75,68.04,33240,43990,62390,105570,141520,2020
3561,11100,"Amarillo, TX",4,TX,25-0000,major,7140,23.3,63.182,1.04,24.96,51930,2.5,9.45,12.69,24.14,33.05,38.88,19650,26400,50210,68740,80880,2020
3583,11100,"Amarillo, TX",4,TX,27-0000,major,920,17.8,8.178,0.61,22.81,47440,4.5,10.17,13.79,19.96,29.88,39.44,21150,28680,41510,62150,82030,2020
3589,11100,"Amarillo, TX",4,TX,29-0000,major,7320,12.7,64.749,1.05,35.39,73610,4.4,16.18,21.3,29.17,39.77,58.11,33660,44300,60680,82710,120860,2020
3618,11100,"Amarillo, TX",4,TX,31-0000,major,4030,7.1,35.644,0.77,13.76,28630,3.6,8.84,10.16,12.22,15.41,19.63,18380,21140,25410,32040,40830,2020
3631,11100,"Amarillo, TX",4,TX,33-0000,major,2870,4.2,25.402,1.05,24.63,51240,6.3,12.69,18.77,21.88,31.46,38.51,26390,39040,45510,65430,80090,2020
3641,11100,"Amarillo, TX",4,TX,35-0000,major,10040,4.3,88.778,1.1,11.25,23410,1.8,8.15,8.86,10.25,12.48,15.11,16940,18420,21330,25960,31430,2020
3655,11100,"Amarillo, TX",4,TX,37-0000,major,**,**,**,**,14.04,29200,4.8,9.14,10.71,13.77,17.24,19,19010,22270,28630,35850,39510,2020
3661,11100,"Amarillo, TX",4,TX,39-0000,major,2310,8.1,20.465,1.06,12.74,26510,3.6,8.31,9.19,10.97,14.3,20.07,17280,19110,22820,29740,41740,2020
3669,11100,"Amarillo, TX",4,TX,41-0000,major,11710,5.2,103.558,1.1,17.65,36710,3.9,8.83,10.3,12.62,18.48,32.95,18370,21430,26250,38440,68540,2020
3682,11100,"Amarillo, TX",4,TX,43-0000,major,16010,3.4,141.611,1.06,17.16,35690,1.4,10.05,12.81,15.61,19.91,25.96,20890,26630,32470,41400,54000,2020
3717,11100,"Amarillo, TX",4,TX,45-0000,major,290,17.3,2.587,0.75,16.33,33960,4.9,10.82,12.79,14.83,18.69,24.95,22500,26600,30840,38880,51900,2020
3721,11100,"Amarillo, TX",4,TX,47-0000,major,4960,5.6,43.853,1.03,21.21,44120,2.4,12.93,15.36,18.78,25.76,32.73,26890,31950,39050,53580,68080,2020
3740,11100,"Amarillo, TX",4,TX,49-0000,major,6940,20,61.333,1.55,22.82,47470,2,13.13,16.74,21.44,27.16,35.79,27300,34820,44590,56500,74450,2020
3763,11100,"Amarillo, TX",4,TX,51-0000,major,6660,19,58.862,0.96,18.27,38000,2.3,10.38,12.33,16.87,20.57,29.22,21600,25650,35100,42780,60770,2020
3788,11100,"Amarillo, TX",4,TX,53-0000,major,12090,7.3,106.93,1.22,17,35360,2.1,9.69,12.14,16.07,19.41,27.33,20160,25250,33430,40360,56850,2020
3803,11180,"Ames, IA",4,IA,11-0000,major,2610,4.5,59.97,1.05,48.7,101290,5.3,20.58,30.55,44.39,61.24,79.7,42800,63550,92340,127390,165770,2020
3823,11180,"Ames, IA",4,IA,13-0000,major,2440,3.5,56.188,0.93,31.31,65130,2.6,20.27,24.22,29.68,36.86,45.24,42160,50370,61730,76670,94110,2020
3836,11180,"Ames, IA",4,IA,15-0000,major,1560,24.5,35.97,1.09,36.6,76120,3.3,20.49,27.06,34.78,44.84,56.21,42620,56290,72340,93260,116910,2020
3847,11180,"Ames, IA",4,IA,17-0000,major,640,6.5,14.687,0.81,36.28,75460,2.4,20.86,27.53,35.41,43.69,53,43390,57260,73650,90880,110230,2020
3854,11180,"Ames, IA",4,IA,19-0000,major,1290,11.1,29.594,3.18,32.01,66580,3.9,17.78,22.25,29.46,37.64,49.43,36970,46290,61270,78290,102810,2020
3866,11180,"Ames, IA",4,IA,21-0000,major,490,5.8,11.185,0.7,22.36,46510,3.9,13.4,16.29,21.39,26.86,32.56,27880,33880,44480,55870,67720,2020
3869,11180,"Ames, IA",4,IA,23-0000,major,**,**,**,**,36.98,76920,4.7,20.58,24.45,31.7,44.19,61.45,42800,50850,65940,91910,127810,2020
3871,11180,"Ames, IA",4,IA,25-0000,major,3920,3.7,90.199,1.49,35.65,74150,10.9,12.19,18.27,31.65,46.81,65.25,25350,38000,65840,97360,135720,2020
3883,11180,"Ames, IA",4,IA,27-0000,major,580,12,13.395,1,25.5,53030,2.9,15.03,20.74,24,30.01,37.42,31270,43140,49920,62410,77840,2020
3887,11180,"Ames, IA",4,IA,29-0000,major,2160,11,49.555,0.8,35.74,74340,5.6,17.3,23.38,29.74,38.51,56.76,35970,48640,61860,80100,118060,2020
3903,11180,"Ames, IA",4,IA,31-0000,major,1540,10.4,35.374,0.76,15.85,32970,2.4,11.36,13.04,15.03,18.2,21.89,23630,27120,31260,37850,45530,2020
3909,11180,"Ames, IA",4,IA,33-0000,major,**,**,**,**,25.48,53000,6.6,13.69,16.83,24.78,32.56,39.55,28470,35000,51530,67730,82270,2020
3913,11180,"Ames, IA",4,IA,35-0000,major,3850,5,88.612,1.09,11.94,24830,2.9,8.35,9.27,10.92,13.29,17.35,17370,19270,22700,27640,36080,2020
3926,11180,"Ames, IA",4,IA,37-0000,major,1360,10.9,31.353,1.07,14.47,30090,6.3,9.16,10.7,13.49,17.39,22.61,19060,22250,28050,36170,47040,2020
3931,11180,"Ames, IA",4,IA,39-0000,major,1450,11.8,33.36,1.72,13.08,27210,5.7,8.27,9.28,11.12,14.57,21.41,17200,19310,23130,30300,44530,2020
3940,11180,"Ames, IA",4,IA,41-0000,major,3780,8.7,86.955,0.92,18.85,39200,6.7,8.92,10.28,12.35,19.21,32.21,18550,21380,25680,39950,67000,2020
3952,11180,"Ames, IA",4,IA,43-0000,major,4450,3.4,102.356,0.77,19.51,40580,3.3,10.88,14.09,18.56,23.82,29.27,22630,29300,38610,49540,60870,2020
3974,11180,"Ames, IA",4,IA,45-0000,major,140,32.9,3.184,0.93,15.77,32800,10.5,8.66,9.76,14.4,19.1,25.19,18020,20300,29950,39730,52400,2020
3978,11180,"Ames, IA",4,IA,47-0000,major,2010,8.8,46.302,1.08,24.42,50790,2.5,15.73,18.41,23.67,29.58,35.24,32720,38300,49220,61530,73300,2020
3990,11180,"Ames, IA",4,IA,49-0000,major,1700,7.7,39.069,0.99,25.1,52210,4.1,14.6,18.65,23.3,28.82,34.59,30360,38800,48460,59950,71940,2020
4000,11180,"Ames, IA",4,IA,51-0000,major,4470,15.5,102.816,1.68,19.06,39640,3.5,12.59,15.73,17.95,21.34,27.49,26180,32720,37330,44390,57180,2020
4018,11180,"Ames, IA",4,IA,53-0000,major,2540,8.7,58.499,0.67,17.88,37190,4.3,9.7,12.39,16.62,21.19,25.99,20180,25770,34560,44070,54070,2020
4030,11260,"Anchorage, AK",4,AK,11-0000,major,12000,2.7,72.915,1.28,54.51,113390,1.6,25.93,35.39,49.12,64.82,87.98,53940,73600,102160,134830,183010,2020
4061,11260,"Anchorage, AK",4,AK,13-0000,major,7780,2.5,47.281,0.78,37.26,77500,4.2,16.64,26.59,35.07,45.61,57.23,34600,55300,72940,94860,119040,2020
4087,11260,"Anchorage, AK",4,AK,15-0000,major,2980,6.5,18.093,0.55,39.64,82460,2.2,20.85,28.14,38.36,49.07,59.84,43370,58540,79780,102070,124470,2020
4102,11260,"Anchorage, AK",4,AK,17-0000,major,4390,6,26.69,1.48,49.48,102910,2.6,26.96,35.13,46.14,60.41,76.15,56080,73060,95970,125650,158390,2020
4125,11260,"Anchorage, AK",4,AK,19-0000,major,3050,4.7,18.552,1.99,39.65,82470,2.8,22.35,28.68,37.3,48.13,59.8,46500,59660,77580,100110,124380,2020
4146,11260,"Anchorage, AK",4,AK,21-0000,major,3160,4.9,19.179,1.2,26.83,55800,2.9,15.87,19.04,25.01,33.04,41.25,33020,39600,52020,68720,85800,2020
4160,11260,"Anchorage, AK",4,AK,23-0000,major,1550,6.4,9.433,1.14,43.63,90760,4.2,19.66,27.67,39.8,53.38,70.06,40900,57550,82790,111040,145720,2020
4166,11260,"Anchorage, AK",4,AK,25-0000,major,9080,1.7,55.193,0.91,30.95,64390,3.2,13.72,20.34,29.32,40.39,50.68,28540,42310,60980,84010,105410,2020
4183,11260,"Anchorage, AK",4,AK,27-0000,major,1840,6.3,11.208,0.84,26.35,54810,3.9,11.52,16.29,23.27,33.28,44.63,23960,33880,48400,69220,92820,2020
4196,11260,"Anchorage, AK",4,AK,29-0000,major,11320,10.7,68.78,1.12,47.71,99240,2.7,21.1,29.92,42.3,56.42,73.04,43890,62220,87990,117350,151920,2020
4230,11260,"Anchorage, AK",4,AK,31-0000,major,9020,8.1,54.848,1.18,19.43,40420,2.2,13.22,15.49,18.12,21.55,25.86,27500,32220,37680,44830,53800,2020
4243,11260,"Anchorage, AK",4,AK,33-0000,major,4370,6.9,26.587,1.1,30.05,62500,7.3,13.71,18.09,26.51,38.44,53.82,28510,37620,55150,79960,111950,2020
4256,11260,"Anchorage, AK",4,AK,35-0000,major,13780,4,83.782,1.03,14.12,29360,1.8,10.8,11.37,12.39,15.29,19.78,22460,23660,25770,31790,41150,2020
4271,11260,"Anchorage, AK",4,AK,37-0000,major,4540,5.2,27.608,0.94,17.86,37160,4.4,11.65,13.65,16.77,19.62,25.08,24230,28390,34890,40810,52160,2020
4279,11260,"Anchorage, AK",4,AK,39-0000,major,2990,6.6,18.151,0.94,16.63,34600,3,11.09,11.92,14.15,19.49,25.78,23060,24790,29420,40530,53630,2020
4292,11260,"Anchorage, AK",4,AK,41-0000,major,13590,5.5,82.627,0.88,20.71,43080,2.8,11.59,13.11,16.25,23.94,35.01,24100,27270,33800,49800,72810,2020
4310,11260,"Anchorage, AK",4,AK,43-0000,major,24910,4,151.434,1.14,22.64,47090,1.1,13.32,16.98,21.35,27.21,32.78,27710,35320,44400,56610,68180,2020
4352,11260,"Anchorage, AK",4,AK,45-0000,major,190,35.9,1.162,0.34,24.63,51240,13,12.51,15.51,23.5,34.15,38.73,26030,32260,48880,71020,80560,2020
4354,11260,"Anchorage, AK",4,AK,47-0000,major,8350,4.9,50.771,1.19,33.35,69370,1.8,18.99,24.01,31.38,40.67,49.87,39500,49940,65280,84600,103730,2020
4379,11260,"Anchorage, AK",4,AK,49-0000,major,8310,5,50.537,1.28,30.06,62520,2.1,14.69,19.55,29.09,38.1,47.76,30550,40660,60500,79240,99340,2020
4406,11260,"Anchorage, AK",4,AK,51-0000,major,3250,8.4,19.769,0.32,26.56,55240,4,12.74,16.07,22.5,32.48,47.38,26500,33410,46810,67550,98550,2020
4427,11260,"Anchorage, AK",4,AK,53-0000,major,14050,4.9,85.398,0.98,30.66,63770,8.5,12.66,15.09,21.39,31.75,55.81,26340,31390,44490,66030,116080,2020
4452,11460,"Ann Arbor, MI",4,MI,11-0000,major,11280,5,54.158,0.95,61.42,127760,1.9,28.5,39.73,55.14,74.09,#,59280,82640,114690,154110,#,2020
4480,11460,"Ann Arbor, MI",4,MI,13-0000,major,12510,4.1,60.051,1,36.3,75490,1.6,20.06,26.17,33.73,44.12,54.37,41730,54440,70160,91770,113080,2020
4503,11460,"Ann Arbor, MI",4,MI,15-0000,major,9090,6,43.65,1.32,37.1,77170,2.8,17.88,25.48,36.14,47.6,58.59,37180,53000,75180,99000,121870,2020
4519,11460,"Ann Arbor, MI",4,MI,17-0000,major,6950,15,33.37,1.85,43.3,90070,2.1,24.39,31.82,41.66,54.29,63.54,50720,66190,86640,112910,132160,2020
4539,11460,"Ann Arbor, MI",4,MI,19-0000,major,3980,5.7,19.102,2.05,33.51,69700,4.9,17.35,22.07,29.26,40.71,56.04,36080,45910,60870,84670,116550,2020
4560,11460,"Ann Arbor, MI",4,MI,21-0000,major,4320,6.2,20.755,1.29,22.6,47000,7.5,11.31,14.9,21.66,29.09,35.85,23530,31000,45050,60500,74560,2020
4574,11460,"Ann Arbor, MI",4,MI,23-0000,major,1070,7.8,5.152,0.62,42,87370,7.5,17.64,23.86,35,52.98,71.35,36700,49630,72790,110200,148400,2020
4578,11460,"Ann Arbor, MI",4,MI,25-0000,major,26320,5.1,126.34,2.08,28.72,59740,2.5,11.66,14.17,23.91,32.96,52.55,24250,29470,49720,68560,109310,2020
4616,11460,"Ann Arbor, MI",4,MI,27-0000,major,3600,9.4,17.29,1.29,29.24,60810,3.5,11.28,15.74,25.89,36.41,48.44,23460,32740,53850,75730,100750,2020
4635,11460,"Ann Arbor, MI",4,MI,29-0000,major,23030,12.3,110.566,1.79,41.02,85310,3.2,20.97,28.33,35.95,45.9,61.05,43630,58920,74780,95480,126990,2020
4678,11460,"Ann Arbor, MI",4,MI,31-0000,major,10180,9.1,48.855,1.06,16.35,34000,3.6,10.92,12.65,15.91,19.11,22.93,22720,26310,33100,39750,47680,2020
4692,11460,"Ann Arbor, MI",4,MI,33-0000,major,2470,6.2,11.854,0.49,24.7,51390,5.2,11.8,15.36,24.32,30.71,38.94,24550,31950,50580,63870,80990,2020
4703,11460,"Ann Arbor, MI",4,MI,35-0000,major,13520,3.5,64.898,0.8,13.18,27410,1.5,10.04,10.57,11.81,14.32,18.41,20880,21990,24560,29780,38290,2020
