,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
2190,AL,22520,"Florence-Muscle Shoals, AL",23-0000,major,220,31.1,4.331,31.04,64560,9.7,13.31,18.66,28.07,36.84,48.94,27680,38800,58380,76620,101790,2009
2192,AL,22520,"Florence-Muscle Shoals, AL",25-0000,major,3240,11.4,64.272,18.93,39370,4.1,7.98,12.94,19.86,24.41,28.37,16600,26910,41320,50780,59000,2009
2204,AL,22520,"Florence-Muscle Shoals, AL",27-0000,major,350,9.4,6.950,12.69,26390,4.6,7.08,7.91,10.84,15.43,21.58,14730,16460,22540,32100,44890,2009
2210,AL,22520,"Florence-Muscle Shoals, AL",29-0000,major,3430,4.9,68.083,28.01,58260,9.1,11.05,14.67,19.54,26.31,53.68,22990,30510,40630,54730,111650,2009
2224,AL,22520,"Florence-Muscle Shoals, AL",31-0000,major,1520,8.0,30.176,9.64,20060,2.5,7.05,7.71,9.17,11.10,12.45,14660,16050,19080,23080,25900,2009
2230,AL,22520,"Florence-Muscle Shoals, AL",33-0000,major,930,11.8,18.404,14.73,30650,5.1,7.58,9.78,13.86,17.97,23.04,15760,20340,28830,37370,47920,2009
2235,AL,22520,"Florence-Muscle Shoals, AL",35-0000,major,4960,3.7,98.359,8.35,17370,1.6,6.83,7.15,7.69,8.88,10.75,14200,14860,15990,18470,22360,2009
2249,AL,22520,"Florence-Muscle Shoals, AL",37-0000,major,1400,11.6,27.735,10.43,21700,3.0,7.11,7.87,9.33,12.13,15.32,14780,16360,19410,25240,31850,2009
2257,AL,22520,"Florence-Muscle Shoals, AL",39-0000,major,1000,10.3,19.885,9.18,19100,3.7,6.92,7.37,8.18,9.45,12.84,14380,15330,17020,19660,26710,2009
2266,AL,22520,"Florence-Muscle Shoals, AL",41-0000,major,6310,5.7,125.125,13.05,27140,3.6,6.90,7.41,9.14,14.93,23.28,14340,15420,19020,31060,48430,2009
2279,AL,22520,"Florence-Muscle Shoals, AL",43-0000,major,8560,3.0,169.737,12.62,26250,2.0,7.57,9.01,11.67,14.60,19.26,15750,18740,24280,30380,40070,2009
2312,AL,22520,"Florence-Muscle Shoals, AL",45-0000,major,110,13.8,2.169,14.94,31070,5.8,7.23,8.88,14.12,20.82,24.70,15030,18470,29380,43310,51370,2009
2314,AL,22520,"Florence-Muscle Shoals, AL",47-0000,major,2480,5.4,49.133,18.18,37820,2.9,10.16,12.37,16.36,22.43,30.44,21130,25740,34020,46650,63300,2009
2331,AL,22520,"Florence-Muscle Shoals, AL",49-0000,major,1940,5.9,38.502,17.83,37090,2.6,9.51,12.49,17.18,22.15,28.23,19770,25990,35720,46070,58710,2009
2344,AL,22520,"Florence-Muscle Shoals, AL",51-0000,major,6760,9.6,134.070,14.02,29160,2.9,8.27,10.12,13.51,16.93,20.47,17200,21050,28110,35220,42580,2009
2377,AL,22520,"Florence-Muscle Shoals, AL",53-0000,major,3270,6.7,64.871,12.78,26580,2.5,7.31,8.59,11.19,15.45,20.07,15210,17870,23280,32130,41740,2009
2391,AL,23460,"Gadsden, AL",11-0000,major,1180,5.7,33.746,38.13,79310,2.6,19.09,24.75,32.54,45.87,62.89,39710,51490,67690,95420,130800,2009
2400,AL,23460,"Gadsden, AL",13-0000,major,700,8.0,20.012,24.75,51480,3.7,12.50,16.90,22.69,30.05,37.00,26010,35150,47190,62510,76950,2009
2408,AL,23460,"Gadsden, AL",15-0000,major,80,14.9,2.386,25.50,53040,4.2,13.02,17.97,26.11,31.72,38.13,27080,37380,54300,65970,79310,2009
2409,AL,23460,"Gadsden, AL",17-0000,major,280,11.3,8.007,26.33,54770,4.6,12.50,18.53,25.88,34.31,40.63,26010,38540,53820,71370,84500,2009
2411,AL,23460,"Gadsden, AL",19-0000,major,50,12.2,1.410,25.13,52270,6.1,11.97,15.67,23.71,31.87,41.17,24900,32600,49310,66290,85640,2009
2412,AL,23460,"Gadsden, AL",21-0000,major,590,9.3,16.836,16.87,35090,5.5,8.50,12.28,15.42,21.66,26.95,17680,25540,32080,45060,56050,2009
2418,AL,23460,"Gadsden, AL",23-0000,major,150,33.3,4.143,40.29,83800,17.1,14.74,19.40,31.73,62.21,68.99,30660,40360,66010,129390,143510,2009
2421,AL,23460,"Gadsden, AL",25-0000,major,2100,6.1,59.982,19.41,40360,5.1,8.40,15.53,20.63,24.21,27.54,17460,32300,42910,50360,57290,2009
2430,AL,23460,"Gadsden, AL",27-0000,major,250,11.9,7.157,14.41,29970,4.3,7.43,9.33,12.54,17.18,25.15,15450,19410,26080,35730,52310,2009
2434,AL,23460,"Gadsden, AL",29-0000,major,2920,17.7,83.455,27.98,58200,7.6,10.46,14.40,20.90,30.07,47.61,21750,29950,43460,62550,99030,2009
2449,AL,23460,"Gadsden, AL",31-0000,major,1680,10.3,47.885,11.23,23370,5.7,7.17,8.04,9.64,12.56,17.57,14900,16730,20040,26130,36550,2009
2458,AL,23460,"Gadsden, AL",33-0000,major,670,2.1,19.196,15.17,31560,4.8,9.63,11.84,14.72,18.14,21.73,20030,24630,30620,37730,45190,2009
2462,AL,23460,"Gadsden, AL",35-0000,major,3470,5.7,98.924,8.45,17580,1.7,6.83,7.17,7.72,8.88,11.08,14210,14900,16070,18470,23050,2009
2475,AL,23460,"Gadsden, AL",37-0000,major,920,10.1,26.233,9.61,19990,1.9,6.98,7.53,8.76,10.85,14.04,14510,15650,18230,22560,29200,2009
2480,AL,23460,"Gadsden, AL",39-0000,major,730,8.6,20.851,9.85,20490,4.1,6.91,7.34,8.29,10.14,15.63,14360,15270,17230,21100,32520,2009
2488,AL,23460,"Gadsden, AL",41-0000,major,3990,5.3,113.865,12.51,26030,3.9,6.91,7.44,9.22,15.09,22.12,14370,15480,19180,31400,46020,2009
2498,AL,23460,"Gadsden, AL",43-0000,major,5280,4.7,150.750,12.93,26900,2.2,7.47,8.94,11.64,15.41,20.40,15530,18590,24210,32060,42440,2009
2523,AL,23460,"Gadsden, AL",45-0000,major,60,17.3,1.715,16.25,33790,6.1,8.66,12.09,16.06,21.37,22.60,18000,25140,33410,44450,47010,2009
2524,AL,23460,"Gadsden, AL",47-0000,major,1500,8.5,42.720,14.91,31010,3.1,8.97,10.71,13.60,17.34,23.84,18650,22280,28290,36060,49590,2009
2537,AL,23460,"Gadsden, AL",49-0000,major,1450,9.0,41.328,17.95,37340,3.6,9.24,12.45,16.40,23.35,28.58,19220,25890,34110,48560,59440,2009
2549,AL,23460,"Gadsden, AL",51-0000,major,4630,15.3,132.213,14.57,30300,7.0,8.52,10.45,12.48,18.78,23.27,17720,21730,25950,39060,48390,2009
2566,AL,23460,"Gadsden, AL",53-0000,major,2350,9.8,67.187,14.11,29360,4.4,7.23,8.57,12.60,19.35,23.62,15040,17830,26200,40240,49120,2009
2578,AL,26620,"Huntsville, AL",11-0000,major,9600,3.4,46.705,49.31,102560,1.5,22.43,31.23,45.94,62.19,#,46660,64960,95550,129350,#,2009
2604,AL,26620,"Huntsville, AL",13-0000,major,14020,2.7,68.210,35.42,73680,4.1,17.96,23.96,34.06,43.89,52.50,37360,49840,70850,91280,109200,2009
2628,AL,26620,"Huntsville, AL",15-0000,major,12580,8.2,61.210,37.48,77960,1.4,19.20,27.23,37.37,47.86,56.57,39940,56650,77730,99550,117660,2009
2641,AL,26620,"Huntsville, AL",17-0000,major,17410,5.5,84.720,41.49,86310,4.0,18.81,28.02,41.54,52.13,63.61,39120,58290,86400,108430,132310,2009
2668,AL,26620,"Huntsville, AL",19-0000,major,1850,24.8,9.011,34.66,72090,9.7,15.19,18.19,24.47,44.42,65.39,31600,37840,50890,92400,136010,2009
2678,AL,26620,"Huntsville, AL",21-0000,major,1120,7.1,5.444,19.83,41240,3.4,10.89,14.52,19.15,24.88,29.98,22660,30200,39840,51750,62350,2009
2689,AL,26620,"Huntsville, AL",23-0000,major,780,6.2,3.772,42.83,89080,13.7,13.30,20.18,33.01,57.56,79.32,27660,41980,68660,119730,164980,2009
2693,AL,26620,"Huntsville, AL",25-0000,major,9240,6.4,44.974,20.91,43490,4.7,7.87,13.99,21.01,25.94,31.80,16380,29100,43700,53960,66150,2009
2723,AL,26620,"Huntsville, AL",27-0000,major,2580,6.6,12.554,20.73,43120,3.3,8.48,12.36,19.38,27.79,34.94,17640,25700,40300,57800,72670,2009
2739,AL,26620,"Huntsville, AL",29-0000,major,9360,2.4,45.545,31.41,65320,3.9,13.12,17.78,24.47,32.36,56.67,27290,36970,50890,67310,117870,2009
2770,AL,26620,"Huntsville, AL",31-0000,major,4310,4.7,20.992,10.87,22610,2.8,7.25,8.23,9.88,12.56,15.66,15080,17120,20560,26120,32560,2009
2781,AL,26620,"Huntsville, AL",33-0000,major,3920,6.2,19.089,17.17,35710,4.9,7.83,9.68,16.04,22.92,28.36,16280,20140,33370,47670,59000,2009
2789,AL,26620,"Huntsville, AL",35-0000,major,15540,2.5,75.614,9.22,19170,2.0,6.89,7.31,8.10,9.79,13.35,14330,15200,16850,20360,27770,2009
2805,AL,26620,"Huntsville, AL",37-0000,major,6130,7.6,29.800,10.69,22230,3.4,7.13,7.91,9.89,12.24,15.34,14830,16460,20560,25450,31900,2009
2813,AL,26620,"Huntsville, AL",39-0000,major,3440,5.8,16.716,10.41,21640,3.1,7.03,7.67,9.04,11.51,15.77,14630,15950,18810,23940,32810,2009
2826,AL,26620,"Huntsville, AL",41-0000,major,22780,2.9,110.841,14.03,29180,2.7,7.04,7.99,10.56,16.06,25.38,14640,16610,21970,33410,52790,2009
2845,AL,26620,"Huntsville, AL",43-0000,major,28640,2.0,139.338,14.73,30640,1.4,8.25,10.33,13.48,18.01,23.34,17150,21480,28040,37470,48550,2009
2894,AL,26620,"Huntsville, AL",45-0000,major,200,34.2,0.966,13.04,27120,14.4,6.91,7.44,10.06,14.70,26.69,14380,15480,20920,30570,55510,2009
2896,AL,26620,"Huntsville, AL",47-0000,major,6610,5.6,32.148,16.63,34600,2.1,9.45,11.44,14.96,19.93,26.14,19660,23800,31110,41460,54370,2009
2921,AL,26620,"Huntsville, AL",49-0000,major,7120,3.5,34.624,18.81,39120,1.7,10.03,13.22,17.76,23.66,29.54,20870,27500,36940,49210,61450,2009
2947,AL,26620,"Huntsville, AL",51-0000,major,18220,3.9,88.651,15.12,31440,2.1,8.40,10.35,13.94,18.28,22.96,17460,21530,29000,38010,47760,2009
2999,AL,26620,"Huntsville, AL",53-0000,major,10090,4.3,49.078,12.46,25920,2.8,7.40,8.55,10.75,15.17,19.83,15390,17790,22370,31550,41250,2009
3019,AL,33660,"Mobile, AL",11-0000,major,7260,3.4,41.981,44.53,92620,1.8,19.81,27.56,38.58,54.76,75.19,41210,57330,80240,113900,156400,2009
3041,AL,33660,"Mobile, AL",13-0000,major,5480,4.1,31.658,27.83,57880,2.9,14.12,18.21,25.65,35.15,41.39,29380,37880,53360,73100,86090,2009
3066,AL,33660,"Mobile, AL",15-0000,major,2400,18.4,13.853,29.10,60530,3.2,16.26,19.83,25.88,36.66,44.70,33810,41250,53840,76240,92980,2009
3076,AL,33660,"Mobile, AL",17-0000,major,3340,8.1,19.299,31.30,65110,2.5,13.65,20.26,30.74,41.37,49.96,28390,42140,63930,86050,103910,2009
3099,AL,33660,"Mobile, AL",19-0000,major,1380,23.1,7.974,23.24,48350,5.7,12.54,15.93,20.19,28.85,38.11,26090,33130,41990,60010,79280,2009
3109,AL,33660,"Mobile, AL",21-0000,major,1560,6.3,9.018,18.15,37750,3.8,10.86,13.25,17.02,22.55,27.69,22580,27570,35410,46900,57590,2009
3121,AL,33660,"Mobile, AL",23-0000,major,910,5.6,5.251,41.44,86200,9.9,15.67,21.46,29.50,51.39,#,32590,44630,61360,106900,#,2009
3126,AL,33660,"Mobile, AL",25-0000,major,7960,6.1,46.002,21.82,45390,7.7,8.86,14.69,21.15,25.15,31.05,18430,30550,44000,52300,64590,2009
3143,AL,33660,"Mobile, AL",27-0000,major,1780,11.9,10.286,19.61,40790,4.4,8.65,12.25,17.47,24.28,33.36,18000,25480,36350,50500,69400,2009
3154,AL,33660,"Mobile, AL",29-0000,major,11440,5.7,66.106,29.29,60920,4.6,12.03,16.93,22.91,29.98,55.57,25020,35210,47660,62370,115590,2009
3188,AL,33660,"Mobile, AL",31-0000,major,5100,5.4,29.458,10.31,21440,1.9,7.48,8.45,9.85,11.69,13.81,15550,17580,20480,24310,28720,2009
3200,AL,33660,"Mobile, AL",33-0000,major,4300,6.4,24.841,14.79,30760,5.1,7.43,9.06,13.48,17.75,25.03,15450,18830,28050,36910,52070,2009
3209,AL,33660,"Mobile, AL",35-0000,major,13680,3.9,79.111,8.61,17910,1.3,6.85,7.19,7.80,9.13,11.49,14240,14960,16220,19000,23910,2009
3225,AL,33660,"Mobile, AL",37-0000,major,5730,7.5,33.145,9.59,19950,2.3,7.03,7.65,8.92,10.46,13.00,14620,15910,18550,21750,27040,2009
3232,AL,33660,"Mobile, AL",39-0000,major,3570,9.1,20.661,9.97,20740,2.4,6.96,7.50,8.74,11.12,15.02,14490,15590,18180,23120,31240,2009
3248,AL,33660,"Mobile, AL",41-0000,major,19230,3.0,111.191,14.04,29210,2.8,6.97,7.63,9.55,15.99,27.06,14490,15870,19860,33250,56290,2009
3266,AL,33660,"Mobile, AL",43-0000,major,29610,1.8,171.147,13.45,27980,1.7,7.82,9.62,12.16,15.94,21.17,16270,20000,25290,33150,44030,2009
3312,AL,33660,"Mobile, AL",45-0000,major,210,11.7,1.230,10.33,21480,3.8,7.53,8.35,9.22,10.56,15.35,15670,17370,19170,21970,31920,2009
3314,AL,33660,"Mobile, AL",47-0000,major,11780,3.5,68.078,16.06,33390,1.5,9.65,11.85,14.99,19.13,24.28,20080,24660,31190,39780,50500,2009
3344,AL,33660,"Mobile, AL",49-0000,major,9750,5.4,56.375,17.95,37330,1.7,10.24,13.02,16.46,21.97,27.88,21300,27090,34230,45700,57990,2009
3374,AL,33660,"Mobile, AL",51-0000,major,11820,5.5,68.305,16.51,34340,2.7,8.48,10.74,14.88,20.57,27.60,17640,22330,30950,42790,57410,2009
3426,AL,33660,"Mobile, AL",53-0000,major,14710,4.4,85.031,15.14,31480,2.3,7.76,9.75,12.69,18.69,25.81,16150,20280,26390,38870,53690,2009
3448,AL,33860,"Montgomery, AL",11-0000,major,6530,2.5,40.055,43.67,90830,1.7,20.37,27.42,38.28,52.25,73.66,42360,57030,79630,108670,153200,2009
3474,AL,33860,"Montgomery, AL",13-0000,major,6950,2.2,42.644,28.30,58850,2.1,15.83,20.05,26.11,33.68,42.69,32930,41700,54310,70050,88790,2009
3499,AL,33860,"Montgomery, AL",15-0000,major,4080,3.9,25.039,31.91,66380,2.3,18.05,23.41,31.89,39.58,47.31,37530,48690,66340,82330,98400,2009
3511,AL,33860,"Montgomery, AL",17-0000,major,2670,4.8,16.358,28.65,59590,2.4,13.62,18.22,26.12,36.52,46.71,28340,37890,54320,75960,97150,2009
3529,AL,33860,"Montgomery, AL",19-0000,major,1220,4.5,7.503,25.72,53500,3.6,10.84,17.77,24.65,30.92,39.75,22540,36950,51280,64320,82680,2009
3539,AL,33860,"Montgomery, AL",21-0000,major,1930,5.1,11.846,21.10,43890,2.2,12.17,15.21,20.05,26.50,31.81,25320,31630,41710,55120,66170,2009
3551,AL,33860,"Montgomery, AL",23-0000,major,1400,2.5,8.586,43.32,90110,6.8,15.96,21.84,36.32,55.18,#,33190,45430,75550,114770,#,2009
3557,AL,33860,"Montgomery, AL",25-0000,major,9110,5.0,55.889,19.69,40960,3.6,8.25,12.63,19.65,24.72,30.61,17170,26280,40860,51420,63660,2009
3586,AL,33860,"Montgomery, AL",27-0000,major,2080,6.3,12.739,19.33,40210,3.5,8.21,12.09,17.76,24.28,32.54,17070,25140,36940,50500,67690,2009
3602,AL,33860,"Montgomery, AL",29-0000,major,8510,3.9,52.177,30.89,64240,4.1,12.53,16.77,23.64,33.63,57.23,26070,34880,49180,69950,119040,2009
3638,AL,33860,"Montgomery, AL",31-0000,major,4090,4.7,25.115,10.61,22070,2.2,7.30,8.24,9.64,11.80,15.37,15170,17150,20050,24540,31960,2009
3652,AL,33860,"Montgomery, AL",33-0000,major,5680,4.9,34.847,15.96,33190,5.8,7.33,9.57,15.00,20.23,25.77,15240,19890,31200,42090,53610,2009
3664,AL,33860,"Montgomery, AL",35-0000,major,12820,2.8,78.629,8.98,18670,1.7,6.86,7.23,7.92,9.50,12.87,14270,15040,16480,19750,26760,2009
3681,AL,33860,"Montgomery, AL",37-0000,major,5280,5.3,32.367,9.81,20410,2.7,6.95,7.45,8.64,11.09,14.33,14450,15500,17970,23070,29800,2009
3689,AL,33860,"Montgomery, AL",39-0000,major,3410,12.0,20.943,11.86,24670,4.3,7.00,7.59,9.53,14.21,20.27,14560,15780,19830,29560,42150,2009
3702,AL,33860,"Montgomery, AL",41-0000,major,16100,2.9,98.765,13.34,27740,3.2,6.89,7.40,9.14,15.05,23.91,14330,15390,19010,31310,49740,2009
3719,AL,33860,"Montgomery, AL",43-0000,major,30820,2.1,189.008,14.23,29590,2.0,8.09,10.02,12.95,17.22,22.38,16830,20830,26940,35820,46550,2009
3767,AL,33860,"Montgomery, AL",45-0000,major,370,14.0,2.297,13.83,28760,8.3,7.14,8.08,11.60,18.04,23.33,14850,16810,24130,37520,48530,2009
3771,AL,33860,"Montgomery, AL",47-0000,major,6670,4.8,40.910,16.03,33330,3.3,9.81,11.67,14.25,18.36,24.86,20410,24280,29640,38180,51710,2009
3797,AL,33860,"Montgomery, AL",49-0000,major,6850,3.8,42.036,18.85,39210,2.2,10.13,13.10,17.70,23.69,29.69,21060,27240,36810,49270,61760,2009
3823,AL,33860,"Montgomery, AL",51-0000,major,14540,4.5,89.195,15.81,32880,5.6,8.42,10.67,14.35,21.00,24.79,17520,22190,29850,43670,51560,2009
3868,AL,33860,"Montgomery, AL",53-0000,major,11910,4.0,73.051,13.42,27900,2.4,7.68,9.07,11.66,15.92,21.79,15980,18860,24240,33120,45320,2009
3885,AL,46220,"Tuscaloosa, AL",11-0000,major,3150,4.1,35.048,41.82,86990,2.3,19.14,25.54,35.52,50.17,72.97,39810,53130,73890,104350,151780,2009
3901,AL,46220,"Tuscaloosa, AL",13-0000,major,1810,5.3,20.093,28.38,59030,5.2,14.52,18.33,23.91,32.50,42.53,30210,38120,49740,67610,88460,2009
3919,AL,46220,"Tuscaloosa, AL",15-0000,major,660,6.2,7.318,28.11,58470,3.5,14.57,20.38,26.50,34.08,44.96,30300,42390,55130,70880,93530,2009
3926,AL,46220,"Tuscaloosa, AL",17-0000,major,1190,6.7,13.202,28.41,59090,3.2,13.60,18.24,25.64,35.49,45.83,28280,37950,53340,73810,95330,2009
3939,AL,46220,"Tuscaloosa, AL",19-0000,major,370,5.4,4.057,26.97,56100,6.4,13.44,17.59,23.68,32.51,45.02,27950,36580,49250,67620,93650,2009
3944,AL,46220,"Tuscaloosa, AL",21-0000,major,840,3.6,9.391,18.34,38140,4.4,9.27,12.87,17.51,23.17,28.81,19280,26760,36430,48190,59920,2009
3951,AL,46220,"Tuscaloosa, AL",23-0000,major,420,11.0,4.705,31.64,65810,8.2,14.83,18.93,26.06,37.44,50.07,30840,39370,54190,77880,104150,2009
3954,AL,46220,"Tuscaloosa, AL",25-0000,major,6650,6.9,73.924,22.63,47060,6.9,9.53,15.60,20.64,26.28,37.40,19830,32450,42930,54670,77800,2009
3969,AL,46220,"Tuscaloosa, AL",27-0000,major,760,4.7,8.399,18.88,39260,8.0,7.25,8.88,14.94,21.12,33.59,15070,18470,31080,43940,69860,2009
3975,AL,46220,"Tuscaloosa, AL",29-0000,major,6090,2.6,67.703,26.28,54670,2.7,12.18,15.35,21.71,29.85,41.41,25340,31920,45160,62090,86130,2009
3999,AL,46220,"Tuscaloosa, AL",31-0000,major,3280,5.7,36.400,10.71,22270,2.6,7.16,8.08,10.28,12.34,14.91,14890,16810,21380,25670,31020,2009
4010,AL,46220,"Tuscaloosa, AL",33-0000,major,1590,2.5,17.626,18.31,38080,5.6,8.52,13.22,18.66,22.97,26.25,17720,27490,38820,47780,54590,2009
4017,AL,46220,"Tuscaloosa, AL",35-0000,major,7830,3.0,86.973,8.63,17950,1.5,6.85,7.19,7.79,9.40,11.60,14240,14960,16200,19560,24120,2009
4031,AL,46220,"Tuscaloosa, AL",37-0000,major,2720,6.2,30.244,10.40,21640,2.2,7.22,8.09,9.52,11.95,14.77,15010,16830,19800,24850,30710,2009
4038,AL,46220,"Tuscaloosa, AL",39-0000,major,1720,8.3,19.170,11.00,22880,5.5,6.99,7.56,8.92,12.11,18.87,14530,15720,18560,25200,39250,2009
4048,AL,46220,"Tuscaloosa, AL",41-0000,major,8890,3.7,98.809,12.63,26270,2.8,6.87,7.35,9.00,13.97,22.49,14290,15290,18730,29060,46770,2009
4062,AL,46220,"Tuscaloosa, AL",43-0000,major,13030,2.6,144.859,13.61,28310,1.3,7.69,9.52,12.60,16.50,21.19,15980,19800,26210,34320,44080,2009
4099,AL,46220,"Tuscaloosa, AL",45-0000,major,250,12.8,2.735,14.77,30710,6.2,7.40,10.24,15.60,18.09,21.99,15400,21290,32450,37630,45740,2009
4101,AL,46220,"Tuscaloosa, AL",47-0000,major,6450,3.9,71.683,17.25,35880,3.5,10.34,12.35,15.69,21.09,24.57,21510,25700,32640,43870,51110,2009
4130,AL,46220,"Tuscaloosa, AL",49-0000,major,4010,3.7,44.580,19.90,41390,3.4,9.20,13.31,18.67,24.63,33.07,19140,27680,38830,51230,68800,2009
4148,AL,46220,"Tuscaloosa, AL",51-0000,major,11030,3.5,122.603,19.92,41420,6.7,9.49,13.23,18.37,27.40,30.85,19750,27520,38210,56990,64170,2009
4178,AL,46220,"Tuscaloosa, AL",53-0000,major,7240,5.1,80.482,13.35,27770,3.2,7.15,8.03,11.30,17.06,22.63,14870,16710,23510,35490,47070,2009
4196,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",11-0000,major,9010,2.9,45.943,43.07,89590,4.1,18.05,25.47,37.32,54.45,75.83,37550,52990,77630,113260,157730,2009
4223,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",13-0000,major,10880,2.6,55.441,27.64,57490,3.1,14.24,18.31,24.74,34.62,46.02,29620,38090,51460,72000,95730,2009
4245,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-0000,major,6670,5.1,34.017,29.33,61010,2.2,17.37,21.95,28.11,36.00,44.04,36140,45650,58470,74880,91590,2009
4255,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",17-0000,major,2350,12.5,11.978,26.04,54160,2.5,12.99,18.81,24.84,32.42,39.87,27020,39120,51660,67430,82940,2009
4272,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",19-0000,major,1330,11.1,6.784,24.30,50550,5.8,12.77,16.36,21.87,29.48,39.01,26560,34030,45500,61320,81150,2009
4283,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",21-0000,major,1890,6.3,9.630,16.65,34630,4.2,10.44,11.57,14.16,20.20,28.56,21720,24070,29460,42020,59410,2009
4294,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",23-0000,major,1090,6.5,5.564,29.91,62220,13.4,12.07,14.52,20.09,31.88,63.69,25120,30210,41780,66320,132480,2009
4299,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",25-0000,major,11480,9.3,58.506,19.65,40860,2.3,7.66,11.37,19.38,24.68,31.05,15930,23640,40310,51340,64590,2009
4317,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",27-0000,major,1730,10.3,8.832,19.29,40130,6.3,9.22,12.26,16.87,23.39,32.20,19180,25500,35080,48650,66970,2009
4327,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",29-0000,major,8450,10.7,43.076,30.65,63740,4.0,12.87,17.57,22.87,32.21,53.43,26760,36540,47580,67000,111130,2009
4360,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",31-0000,major,3840,7.6,19.575,11.57,24060,2.3,8.15,9.33,10.94,13.39,15.97,16950,19410,22750,27850,33220,2009
4374,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-0000,major,2790,10.4,14.240,17.06,35480,3.2,9.06,12.51,16.10,20.45,25.54,18840,26020,33490,42540,53120,2009
4384,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",35-0000,major,16420,3.2,83.710,8.99,18710,1.6,6.93,7.35,8.21,9.87,12.37,14410,15290,17070,20540,25730,2009
4400,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",37-0000,major,5580,6.8,28.467,10.84,22540,1.9,7.37,8.36,9.92,12.37,15.99,15340,17390,20640,25740,33260,2009
4408,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",39-0000,major,4320,7.5,22.023,10.26,21340,4.5,7.02,7.62,8.87,11.49,16.07,14600,15840,18460,23890,33420,2009
4421,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",41-0000,major,19160,3.9,97.673,15.64,32520,3.9,7.16,8.12,10.45,17.74,30.49,14900,16890,21740,36910,63420,2009
4439,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",43-0000,major,32660,2.4,166.469,14.25,29630,1.0,8.78,10.66,13.29,16.65,21.13,18260,22180,27640,34630,43940,2009
4489,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",45-0000,major,890,18.8,4.540,12.80,26620,3.3,8.72,9.77,11.04,14.43,20.77,18140,20330,22960,30020,43200,2009
4495,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",47-0000,major,7360,4.8,37.500,16.08,33450,1.2,10.53,12.36,15.08,18.97,23.41,21900,25710,31360,39460,48690,2009
4522,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",49-0000,major,8050,4.0,41.035,17.03,35410,1.4,10.09,12.57,16.07,20.31,25.91,21000,26150,33430,42240,53900,2009
4548,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",51-0000,major,21840,5.4,111.315,12.80,26610,1.8,8.55,9.78,11.63,15.10,18.62,17790,20340,24200,31400,38720,2009
4602,AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",53-0000,major,18380,6.1,93.683,13.98,29070,1.9,8.18,9.95,12.57,17.00,22.21,17010,20700,26150,35360,46190,2009
4624,AR,22900,"Fort Smith, AR-OK",11-0000,major,4520,4.1,38.444,36.99,76930,2.2,15.04,22.36,32.43,44.99,61.71,31290,46520,67460,93570,128350,2009
4648,AR,22900,"Fort Smith, AR-OK",13-0000,major,2810,6.9,23.911,23.55,48990,2.1,12.56,15.97,21.05,29.14,37.69,26120,33210,43780,60620,78390,2009
4668,AR,22900,"Fort Smith, AR-OK",15-0000,major,1120,41.6,9.551,24.58,51120,2.4,14.20,17.33,22.37,31.19,38.39,29540,36050,46530,64880,79840,2009
4676,AR,22900,"Fort Smith, AR-OK",17-0000,major,1170,10.4,9.989,38.63,80350,16.6,14.60,20.67,30.30,40.47,#,30370,43000,63020,84170,#,2009
4689,AR,22900,"Fort Smith, AR-OK",19-0000,major,370,11.5,3.164,26.87,55890,4.3,13.95,18.72,25.25,30.69,39.00,29010,38940,52530,63830,81120,2009
4692,AR,22900,"Fort Smith, AR-OK",21-0000,major,1010,3.8,8.589,18.38,38230,2.5,8.93,12.92,17.17,23.70,29.66,18580,26880,35710,49290,61700,2009
4702,AR,22900,"Fort Smith, AR-OK",23-0000,major,550,9.1,4.677,35.53,73890,12.5,12.13,15.71,23.96,58.08,74.57,25240,32680,49840,120800,155100,2009
