,PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,year
131222,TX,36220,"Odessa, TX",27-0000,major,400,20.5,6.583,17.51,36430,5.5,7.50,9.15,14.26,20.85,29.81,15590,19040,29670,43380,62000,2009
131227,TX,36220,"Odessa, TX",29-0000,major,2720,11.0,45.035,30.03,62470,4.3,12.85,17.90,24.38,32.49,51.45,26720,37240,50700,67590,107010,2009
131246,TX,36220,"Odessa, TX",31-0000,major,970,12.3,16.011,12.77,26560,6.0,7.67,8.97,10.90,13.72,19.59,15960,18650,22670,28550,40750,2009
131254,TX,36220,"Odessa, TX",33-0000,major,810,35.7,13.400,19.58,40730,5.6,9.56,12.33,18.70,25.11,31.81,19880,25650,38900,52230,66170,2009
131258,TX,36220,"Odessa, TX",35-0000,major,5240,5.8,86.799,8.92,18560,2.4,6.87,7.26,7.95,9.35,12.36,14290,15110,16530,19460,25700,2009
131271,TX,36220,"Odessa, TX",37-0000,major,1320,5.8,21.904,10.01,20820,2.0,7.09,7.80,9.40,11.38,13.82,14750,16230,19550,23670,28750,2009
131276,TX,36220,"Odessa, TX",39-0000,major,1900,7.9,31.478,8.89,18500,6.2,6.86,7.22,7.83,9.21,12.85,14270,15020,16290,19170,26720,2009
131285,TX,36220,"Odessa, TX",41-0000,major,6980,5.1,115.693,16.11,33510,4.4,7.01,7.84,10.77,19.62,33.93,14580,16310,22400,40800,70580,2009
131301,TX,36220,"Odessa, TX",43-0000,major,9110,3.8,150.906,14.05,29230,1.6,8.01,10.00,12.81,16.62,22.23,16670,20810,26630,34560,46230,2009
131333,TX,36220,"Odessa, TX",47-0000,major,8150,8.8,135.098,19.89,41360,3.4,10.56,13.12,17.75,23.62,29.95,21960,27280,36920,49130,62290,2009
131355,TX,36220,"Odessa, TX",49-0000,major,3740,7.1,61.979,18.84,39190,2.1,10.63,13.79,17.87,23.53,28.55,22110,28690,37170,48930,59380,2009
131372,TX,36220,"Odessa, TX",51-0000,major,5450,6.5,90.376,16.86,35070,2.2,8.83,11.58,15.21,20.15,27.56,18380,24090,31630,41920,57320,2009
131398,TX,36220,"Odessa, TX",53-0000,major,4350,7.1,72.083,14.69,30550,2.9,7.60,9.90,13.58,17.61,23.93,15800,20600,28250,36630,49780,2009
131413,TX,41660,"San Angelo, TX",11-0000,major,1550,5.5,35.525,37.79,78610,2.6,15.27,22.83,32.45,45.43,65.49,31770,47500,67510,94490,136210,2009
131426,TX,41660,"San Angelo, TX",13-0000,major,1350,6.3,30.891,24.11,50150,2.8,13.45,17.07,22.67,29.71,37.37,27970,35510,47150,61800,77740,2009
131438,TX,41660,"San Angelo, TX",15-0000,major,510,8.8,11.694,28.61,59520,2.2,18.20,22.12,27.76,35.07,40.92,37870,46010,57730,72940,85110,2009
131442,TX,41660,"San Angelo, TX",17-0000,major,440,12.5,10.141,27.49,57180,6.0,13.02,15.38,23.13,34.36,47.68,27080,31990,48110,71460,99180,2009
131446,TX,41660,"San Angelo, TX",19-0000,major,270,6.7,6.266,24.97,51930,6.3,9.60,16.11,22.19,29.15,41.35,19970,33500,46160,60620,86000,2009
131448,TX,41660,"San Angelo, TX",21-0000,major,490,8.5,11.265,20.40,42430,5.4,12.81,15.56,18.39,25.35,31.38,26630,32360,38250,52720,65270,2009
131454,TX,41660,"San Angelo, TX",23-0000,major,140,46.9,3.187,26.36,54820,5.9,15.74,19.33,22.75,29.03,45.03,32740,40210,47310,60370,93660,2009
131456,TX,41660,"San Angelo, TX",25-0000,major,3670,1.2,84.304,22.37,46530,2.8,9.56,17.35,23.24,27.85,33.17,19890,36080,48340,57920,69000,2009
131466,TX,41660,"San Angelo, TX",27-0000,major,290,6.1,6.626,16.86,35070,6.5,7.40,9.12,12.96,20.29,31.28,15390,18970,26970,42190,65060,2009
131470,TX,41660,"San Angelo, TX",29-0000,major,3360,9.7,77.043,27.51,57220,7.8,8.79,14.87,22.31,30.43,47.34,18290,30930,46410,63290,98470,2009
131485,TX,41660,"San Angelo, TX",31-0000,major,1530,16.2,35.091,11.05,22990,3.3,7.35,8.33,9.95,12.27,16.11,15290,17330,20690,25520,33520,2009
131494,TX,41660,"San Angelo, TX",33-0000,major,940,26.6,21.619,22.69,47190,3.7,12.87,16.50,21.50,27.73,34.23,26780,34320,44710,57680,71200,2009
131500,TX,41660,"San Angelo, TX",35-0000,major,4150,3.2,95.292,8.75,18190,2.3,6.85,7.21,7.86,9.29,12.09,14250,15000,16340,19320,25140,2009
131515,TX,41660,"San Angelo, TX",37-0000,major,1250,9.3,28.699,9.25,19230,2.0,6.97,7.51,8.56,9.99,12.50,14500,15630,17810,20780,26000,2009
131521,TX,41660,"San Angelo, TX",39-0000,major,1680,40.7,38.631,8.73,18160,6.8,6.82,7.12,7.63,8.62,12.66,14190,14810,15860,17930,26340,2009
131531,TX,41660,"San Angelo, TX",41-0000,major,4460,7.1,102.259,13.28,27610,3.4,6.94,7.53,9.75,15.83,24.67,14430,15660,20290,32930,51310,2009
131543,TX,41660,"San Angelo, TX",43-0000,major,8030,8.5,184.290,13.91,28940,3.0,7.91,9.62,12.22,16.96,23.03,16460,20000,25410,35270,47910,2009
131573,TX,41660,"San Angelo, TX",45-0000,major,**,**,**,15.65,32550,12.1,8.25,10.69,12.42,22.52,24.32,17170,22240,25840,46850,50600,2009
131574,TX,41660,"San Angelo, TX",47-0000,major,2140,9.8,49.121,15.90,33080,2.9,9.28,11.16,14.54,19.05,24.41,19310,23220,30240,39630,50760,2009
131586,TX,41660,"San Angelo, TX",49-0000,major,2150,10.8,49.346,16.02,33310,2.8,8.41,10.59,14.74,20.16,25.47,17490,22030,30670,41930,52970,2009
131600,TX,41660,"San Angelo, TX",51-0000,major,2680,10.3,61.412,12.96,26960,3.1,7.46,8.93,12.54,15.35,19.48,15510,18570,26080,31930,40510,2009
131617,TX,41660,"San Angelo, TX",53-0000,major,2350,7.3,53.866,11.11,23100,2.6,7.03,7.69,9.77,13.28,16.46,14630,16000,20330,27620,34230,2009
131631,TX,41700,"San Antonio, TX",11-0000,major,31970,2.3,38.192,44.62,92810,1.5,18.76,27.02,39.08,54.36,78.42,39020,56210,81290,113070,163110,2009
131663,TX,41700,"San Antonio, TX",13-0000,major,40000,2.2,47.787,28.54,59370,1.4,14.79,19.65,26.39,35.42,45.02,30770,40870,54890,73670,93650,2009
131692,TX,41700,"San Antonio, TX",15-0000,major,18830,3.5,22.492,33.77,70230,3.2,17.13,23.06,31.88,41.59,51.59,35640,47970,66320,86510,107300,2009
131705,TX,41700,"San Antonio, TX",17-0000,major,12830,5.9,15.322,31.07,64620,2.8,14.84,20.03,28.46,39.36,50.69,30870,41660,59200,81870,105440,2009
131734,TX,41700,"San Antonio, TX",19-0000,major,6400,4.9,7.643,30.72,63890,3.3,14.22,18.90,27.76,39.18,51.25,29580,39310,57730,81490,106600,2009
131759,TX,41700,"San Antonio, TX",21-0000,major,9070,3.8,10.830,20.52,42680,3.2,11.91,14.92,18.24,25.10,32.55,24770,31030,37940,52210,67690,2009
131775,TX,41700,"San Antonio, TX",23-0000,major,5690,3.8,6.798,35.85,74570,5.5,14.74,17.99,26.83,44.34,73.35,30650,37420,55800,92220,152560,2009
131782,TX,41700,"San Antonio, TX",25-0000,major,60540,1.8,72.322,23.45,48780,3.0,9.13,14.22,23.77,28.38,34.65,18980,29570,49450,59030,72060,2009
131831,TX,41700,"San Antonio, TX",27-0000,major,8290,4.7,9.903,20.87,43420,2.8,8.65,12.14,18.13,26.25,36.44,17990,25260,37700,54600,75800,2009
131857,TX,41700,"San Antonio, TX",29-0000,major,47660,2.2,56.935,31.32,65150,2.6,12.66,17.95,26.00,35.21,55.44,26330,37340,54070,73240,115320,2009
131905,TX,41700,"San Antonio, TX",31-0000,major,30140,6.4,36.012,11.38,23660,3.5,7.18,8.04,10.09,13.23,16.71,14920,16730,20990,27510,34750,2009
131920,TX,41700,"San Antonio, TX",33-0000,major,21380,7.8,25.540,18.06,37570,6.9,8.25,10.68,16.49,24.26,30.21,17170,22220,34290,50460,62830,2009
131935,TX,41700,"San Antonio, TX",35-0000,major,84090,1.6,100.465,9.21,19160,1.2,6.86,7.24,7.98,9.64,12.97,14270,15060,16590,20050,26980,2009
131951,TX,41700,"San Antonio, TX",37-0000,major,27780,3.4,33.192,10.37,21570,1.7,7.16,8.03,9.48,11.95,15.08,14890,16700,19720,24860,31360,2009
131960,TX,41700,"San Antonio, TX",39-0000,major,24920,7.0,29.768,9.50,19750,2.0,6.89,7.31,8.22,10.03,14.31,14340,15210,17100,20860,29750,2009
131984,TX,41700,"San Antonio, TX",41-0000,major,89780,2.6,107.255,14.78,30740,2.2,7.07,7.98,10.22,16.38,27.52,14710,16590,21260,34060,57250,2009
132005,TX,41700,"San Antonio, TX",43-0000,major,153600,1.8,183.508,14.63,30430,1.4,8.18,10.25,13.28,17.84,23.07,17020,21320,27630,37100,47980,2009
132058,TX,41700,"San Antonio, TX",45-0000,major,940,12.7,1.118,10.02,20840,5.7,6.83,7.25,8.30,11.29,15.64,14220,15080,17250,23480,32530,2009
132063,TX,41700,"San Antonio, TX",47-0000,major,40000,4.9,47.789,15.64,32530,1.1,9.65,11.38,14.11,18.38,24.28,20080,23680,29340,38240,50490,2009
132107,TX,41700,"San Antonio, TX",49-0000,major,34390,3.2,41.090,17.32,36030,1.4,9.33,11.80,15.89,21.75,27.27,19400,24540,33040,45250,56730,2009
132145,TX,41700,"San Antonio, TX",51-0000,major,40340,4.0,48.200,13.49,28060,1.7,7.98,9.48,12.11,16.22,20.44,16590,19720,25200,33730,42510,2009
132227,TX,41700,"San Antonio, TX",53-0000,major,48410,3.5,57.837,13.23,27510,1.7,7.56,9.01,11.77,15.24,21.31,15730,18750,24480,31710,44320,2009
132254,TX,43300,"Sherman-Denison, TX",11-0000,major,1450,9.2,35.366,38.31,79670,3.4,16.79,22.49,33.30,47.64,67.78,34920,46770,69270,99090,140980,2009
132266,TX,43300,"Sherman-Denison, TX",13-0000,major,820,12.7,19.971,26.28,54660,3.6,13.67,17.38,22.77,30.72,41.45,28440,36150,47350,63890,86210,2009
132273,TX,43300,"Sherman-Denison, TX",15-0000,major,460,39.6,11.285,31.89,66340,6.8,13.44,19.89,30.07,42.63,54.52,27960,41380,62550,88680,113410,2009
132279,TX,43300,"Sherman-Denison, TX",17-0000,major,630,7.9,15.270,30.51,63450,6.1,14.21,19.79,27.96,38.50,49.45,29570,41160,58160,80090,102850,2009
132283,TX,43300,"Sherman-Denison, TX",19-0000,major,90,8.2,2.117,25.74,53530,6.5,11.94,17.69,26.44,31.73,39.58,24840,36800,54990,66000,82320,2009
132284,TX,43300,"Sherman-Denison, TX",21-0000,major,450,7.9,11.044,20.45,42530,3.7,9.51,13.88,18.84,26.55,31.60,19770,28870,39180,55220,65730,2009
132289,TX,43300,"Sherman-Denison, TX",23-0000,major,190,15.5,4.589,26.76,55650,13.8,12.63,14.44,19.28,31.37,62.42,26270,30040,40100,65260,129830,2009
132293,TX,43300,"Sherman-Denison, TX",25-0000,major,3060,3.9,74.582,20.81,43280,2.7,8.78,16.09,21.03,25.76,30.87,18260,33460,43740,53570,64220,2009
132306,TX,43300,"Sherman-Denison, TX",27-0000,major,380,11.7,9.335,14.82,30830,5.1,7.20,8.29,11.68,19.30,27.80,14970,17240,24300,40150,57820,2009
132311,TX,43300,"Sherman-Denison, TX",29-0000,major,3480,20.6,84.943,28.40,59070,5.4,14.09,17.92,24.49,30.45,41.74,29320,37280,50940,63330,86810,2009
132329,TX,43300,"Sherman-Denison, TX",31-0000,major,1580,8.9,38.468,12.03,25030,4.4,7.88,8.82,10.56,13.37,16.14,16390,18350,21970,27820,33570,2009
132337,TX,43300,"Sherman-Denison, TX",33-0000,major,810,2.8,19.759,19.76,41100,3.3,12.16,15.51,19.26,23.62,28.14,25280,32260,40060,49130,58520,2009
132340,TX,43300,"Sherman-Denison, TX",35-0000,major,4220,3.2,102.935,8.76,18220,2.2,6.85,7.22,7.88,9.12,12.04,14250,15020,16380,18980,25040,2009
132354,TX,43300,"Sherman-Denison, TX",37-0000,major,1070,7.8,26.173,10.40,21620,2.3,7.14,7.90,9.24,11.46,14.64,14850,16440,19220,23850,30460,2009
132359,TX,43300,"Sherman-Denison, TX",39-0000,major,1190,11.9,28.953,9.82,20420,7.2,6.87,7.25,8.09,11.32,14.97,14280,15070,16830,23550,31130,2009
132367,TX,43300,"Sherman-Denison, TX",41-0000,major,5000,8.5,121.816,12.68,26380,3.6,6.97,7.63,9.35,14.37,22.09,14500,15860,19450,29900,45940,2009
132378,TX,43300,"Sherman-Denison, TX",43-0000,major,7140,6.0,174.066,13.54,28160,1.1,7.78,9.60,12.35,16.34,21.30,16190,19970,25680,33990,44300,2009
132408,TX,43300,"Sherman-Denison, TX",47-0000,major,1770,12.9,43.042,15.20,31610,2.5,9.11,11.17,14.41,17.99,22.60,18940,23230,29970,37420,47000,2009
132416,TX,43300,"Sherman-Denison, TX",49-0000,major,1810,13.3,44.052,17.99,37410,2.6,10.31,13.36,16.85,21.78,28.07,21440,27780,35040,45290,58380,2009
132431,TX,43300,"Sherman-Denison, TX",51-0000,major,3260,9.3,79.584,14.59,30350,2.1,8.93,10.64,13.50,17.42,21.52,18570,22130,28080,36240,44760,2009
132451,TX,43300,"Sherman-Denison, TX",53-0000,major,2140,6.9,52.240,12.90,26840,3.2,7.44,8.78,11.44,15.80,21.18,15470,18260,23800,32850,44060,2009
132463,TX,45500,"Texarkana-Texarkana, TX-AR",11-0000,major,1790,6.6,33.359,37.43,77860,3.0,16.28,23.67,31.72,44.50,62.87,33860,49230,65980,92550,130760,2009
132477,TX,45500,"Texarkana-Texarkana, TX-AR",13-0000,major,1560,4.3,29.112,26.30,54700,3.8,15.48,18.39,25.40,31.77,39.01,32210,38250,52840,66090,81130,2009
132492,TX,45500,"Texarkana-Texarkana, TX-AR",15-0000,major,370,12.4,6.807,26.61,55340,4.5,14.02,17.79,26.33,33.99,40.09,29160,37010,54770,70700,83380,2009
132496,TX,45500,"Texarkana-Texarkana, TX-AR",17-0000,major,340,7.7,6.295,27.22,56620,3.2,13.98,19.26,26.43,33.91,42.27,29080,40070,54980,70530,87920,2009
132498,TX,45500,"Texarkana-Texarkana, TX-AR",19-0000,major,120,7.0,2.274,29.42,61200,2.2,17.02,22.65,29.54,35.26,42.26,35410,47110,61450,73330,87890,2009
132499,TX,45500,"Texarkana-Texarkana, TX-AR",21-0000,major,530,6.7,9.895,19.46,40470,3.7,10.56,13.18,17.35,24.23,30.63,21960,27400,36090,50410,63720,2009
132506,TX,45500,"Texarkana-Texarkana, TX-AR",23-0000,major,220,9.3,4.053,36.33,75560,9.7,13.23,17.13,26.76,46.14,76.04,27530,35630,55670,95970,158170,2009
132509,TX,45500,"Texarkana-Texarkana, TX-AR",25-0000,major,3440,6.3,64.070,19.18,39890,3.0,7.76,13.48,18.78,23.41,27.99,16140,28050,39070,48700,58220,2009
132520,TX,45500,"Texarkana-Texarkana, TX-AR",27-0000,major,390,33.3,7.176,17.08,35520,8.8,7.28,8.62,13.73,21.60,33.34,15140,17940,28560,44920,69350,2009
132526,TX,45500,"Texarkana-Texarkana, TX-AR",29-0000,major,3810,22.9,70.928,28.58,59440,6.0,11.75,15.80,22.99,30.99,46.84,24440,32870,47830,64460,97420,2009
132547,TX,45500,"Texarkana-Texarkana, TX-AR",31-0000,major,1980,13.2,36.872,10.76,22380,5.1,7.03,7.64,9.40,12.08,15.38,14620,15900,19560,25130,32000,2009
132555,TX,45500,"Texarkana-Texarkana, TX-AR",33-0000,major,1420,6.8,26.416,18.56,38600,5.0,10.52,13.70,16.96,23.09,28.75,21870,28510,35270,48040,59800,2009
132562,TX,45500,"Texarkana-Texarkana, TX-AR",35-0000,major,5200,4.1,96.881,8.61,17910,1.7,6.84,7.16,7.71,8.98,11.52,14230,14900,16040,18680,23950,2009
132578,TX,45500,"Texarkana-Texarkana, TX-AR",37-0000,major,1730,8.4,32.276,9.75,20280,3.0,6.89,7.29,8.08,10.15,14.61,14320,15160,16800,21100,30380,2009
132584,TX,45500,"Texarkana-Texarkana, TX-AR",39-0000,major,1200,24.1,22.402,9.10,18940,5.2,6.83,7.13,7.64,9.11,12.56,14200,14830,15890,18950,26120,2009
132592,TX,45500,"Texarkana-Texarkana, TX-AR",41-0000,major,5180,3.5,96.576,13.13,27310,3.5,6.88,7.36,9.12,15.26,24.07,14300,15310,18970,31750,50070,2009
132604,TX,45500,"Texarkana-Texarkana, TX-AR",43-0000,major,8720,3.4,162.437,13.47,28010,3.0,7.58,9.12,12.07,16.57,20.98,15760,18960,25100,34470,43650,2009
132637,TX,45500,"Texarkana-Texarkana, TX-AR",45-0000,major,110,24.7,2.113,11.90,24750,15.1,7.14,8.01,9.09,16.16,19.27,14850,16660,18910,33600,40080,2009
132638,TX,45500,"Texarkana-Texarkana, TX-AR",47-0000,major,2080,6.7,38.676,15.89,33050,3.7,8.79,11.30,14.80,19.84,23.66,18280,23510,30780,41270,49210,2009
132653,TX,45500,"Texarkana-Texarkana, TX-AR",49-0000,major,5010,4.2,93.272,20.76,43180,6.1,10.59,15.10,19.88,23.09,30.51,22030,31410,41360,48030,63470,2009
132669,TX,45500,"Texarkana-Texarkana, TX-AR",51-0000,major,3470,6.8,64.637,18.22,37890,5.6,8.64,12.50,18.20,22.25,26.69,17980,26000,37850,46290,55510,2009
132691,TX,45500,"Texarkana-Texarkana, TX-AR",53-0000,major,5020,5.5,93.471,14.61,30380,4.5,7.37,9.17,13.70,18.76,22.94,15330,19070,28490,39020,47720,2009
132708,TX,46340,"Tyler, TX",11-0000,major,3270,4.5,35.240,42.65,88710,3.6,18.33,26.17,35.64,49.93,79.27,38140,54440,74130,103860,164880,2009
132726,TX,46340,"Tyler, TX",13-0000,major,2420,5.1,26.095,28.12,58490,2.8,14.55,18.57,24.22,33.53,45.79,30270,38620,50370,69750,95240,2009
132746,TX,46340,"Tyler, TX",15-0000,major,720,10.6,7.734,25.79,53650,4.1,12.22,16.89,24.37,32.52,41.70,25430,35130,50690,67650,86730,2009
132753,TX,46340,"Tyler, TX",17-0000,major,1250,9.9,13.501,25.03,52070,6.7,10.09,13.18,21.12,32.55,46.18,20990,27410,43930,67710,96060,2009
132764,TX,46340,"Tyler, TX",19-0000,major,350,6.7,3.790,23.24,48340,7.5,12.75,15.73,19.33,25.92,34.25,26520,32710,40210,53910,71250,2009
132768,TX,46340,"Tyler, TX",21-0000,major,1020,10.6,11.007,18.84,39190,2.9,9.88,14.41,17.77,22.77,29.36,20540,29970,36960,47360,61060,2009
132779,TX,46340,"Tyler, TX",23-0000,major,560,9.8,6.052,35.79,74440,7.7,15.67,17.90,26.52,44.38,71.43,32600,37240,55160,92300,148570,2009
132783,TX,46340,"Tyler, TX",25-0000,major,5860,3.8,63.068,20.14,41880,2.4,8.53,15.58,20.23,24.71,29.84,17740,32410,42080,51400,62080,2009
132810,TX,46340,"Tyler, TX",27-0000,major,820,10.0,8.846,17.49,36380,4.6,7.63,10.42,14.26,19.53,28.80,15860,21660,29660,40620,59900,2009
132822,TX,46340,"Tyler, TX",29-0000,major,8000,15.2,86.167,31.76,66070,6.1,13.26,18.60,24.67,32.08,56.92,27590,38690,51310,66730,118400,2009
132849,TX,46340,"Tyler, TX",31-0000,major,5440,18.3,58.596,10.72,22300,4.2,7.10,7.87,9.70,12.03,16.11,14770,16370,20170,25020,33510,2009
132863,TX,46340,"Tyler, TX",33-0000,major,1690,15.5,18.244,17.50,36390,4.7,7.93,11.02,15.88,22.54,28.89,16500,22930,33030,46880,60080,2009
132872,TX,46340,"Tyler, TX",35-0000,major,8650,3.3,93.166,8.62,17930,1.7,6.83,7.17,7.73,9.04,12.02,14210,14910,16070,18800,25000,2009
132887,TX,46340,"Tyler, TX",37-0000,major,2950,6.8,31.745,9.96,20710,2.5,7.01,7.62,8.81,10.82,14.88,14580,15850,18330,22510,30950,2009
132895,TX,46340,"Tyler, TX",39-0000,major,2200,16.9,23.744,10.07,20950,4.5,6.91,7.36,8.41,11.39,16.38,14370,15310,17490,23680,34060,2009
132909,TX,46340,"Tyler, TX",41-0000,major,9960,5.3,107.330,13.70,28490,3.5,6.90,7.42,9.07,15.06,26.18,14350,15440,18860,31330,54460,2009
132924,TX,46340,"Tyler, TX",43-0000,major,15480,4.3,166.770,13.81,28730,2.0,7.83,9.64,12.50,16.54,22.02,16290,20060,26000,34400,45790,2009
132966,TX,46340,"Tyler, TX",45-0000,major,110,41.0,1.237,11.17,23230,9.1,7.06,7.84,9.33,13.13,19.54,14690,16310,19410,27310,40640,2009
132968,TX,46340,"Tyler, TX",47-0000,major,4900,9.7,52.788,15.89,33050,3.3,9.20,11.14,14.25,17.77,23.22,19130,23160,29640,36970,48300,2009
132986,TX,46340,"Tyler, TX",49-0000,major,3740,9.9,40.261,17.87,37160,1.9,9.36,12.46,16.83,22.35,28.30,19470,25910,35000,46480,58860,2009
133005,TX,46340,"Tyler, TX",51-0000,major,6290,11.2,67.767,14.45,30050,2.7,8.15,10.22,13.42,17.68,22.42,16940,21260,27910,36770,46640,2009
133036,TX,46340,"Tyler, TX",53-0000,major,7130,4.5,76.852,13.29,27650,2.9,7.38,8.79,12.01,16.43,20.09,15350,18280,24970,34170,41780,2009
133053,TX,47020,"Victoria, TX",11-0000,major,1660,6.1,34.756,38.61,80300,2.7,17.25,23.59,32.82,48.22,66.91,35870,49070,68260,100310,139180,2009
133067,TX,47020,"Victoria, TX",13-0000,major,1170,10.1,24.472,27.33,56840,8.3,12.26,16.72,24.01,32.51,43.21,25500,34780,49930,67610,89880,2009
133079,TX,47020,"Victoria, TX",15-0000,major,210,14.3,4.428,30.36,63140,5.2,14.60,20.11,29.94,39.18,49.38,30360,41830,62280,81500,102700,2009
133082,TX,47020,"Victoria, TX",17-0000,major,880,13.8,18.449,33.91,70530,5.0,14.42,22.35,32.15,43.84,56.36,30000,46480,66870,91200,117230,2009
133093,TX,47020,"Victoria, TX",19-0000,major,600,7.9,12.557,30.30,63020,3.7,20.60,27.01,29.75,32.39,38.13,42850,56170,61880,67370,79320,2009
133096,TX,47020,"Victoria, TX",21-0000,major,440,3.6,9.321,19.67,40910,4.7,12.47,15.12,18.74,24.28,28.70,25940,31450,38980,50510,59700,2009
133102,TX,47020,"Victoria, TX",23-0000,major,90,8.3,1.892,31.60,65730,13.0,13.82,16.93,23.77,43.39,63.48,28740,35210,49450,90250,132040,2009
133105,TX,47020,"Victoria, TX",25-0000,major,2860,2.1,59.918,18.76,39030,4.0,7.54,15.01,19.83,23.69,26.40,15680,31220,41250,49280,54900,2009
133111,TX,47020,"Victoria, TX",27-0000,major,140,11.6,3.008,20.18,41980,18.8,7.76,9.10,12.79,19.27,45.24,16150,18930,26600,40070,94100,2009
133112,TX,47020,"Victoria, TX",29-0000,major,3530,5.7,73.973,26.53,55180,4.2,13.04,15.84,21.10,29.29,40.04,27130,32950,43880,60920,83280,2009
133132,TX,47020,"Victoria, TX",31-0000,major,2040,5.3,42.728,9.97,20730,4.2,7.05,7.70,8.96,10.64,14.00,14670,16020,18630,22130,29120,2009
133139,TX,47020,"Victoria, TX",33-0000,major,990,13.8,20.865,16.02,33310,5.8,7.82,9.73,15.84,20.45,25.42,16270,20230,32960,42530,52880,2009
133145,TX,47020,"Victoria, TX",35-0000,major,4070,5.1,85.278,8.66,18010,2.3,6.83,7.15,7.70,9.12,12.01,14210,14880,16020,18980,24990,2009
133159,TX,47020,"Victoria, TX",37-0000,major,1110,7.9,23.342,9.55,19870,2.3,6.92,7.37,8.55,11.03,13.82,14390,15330,17790,22950,28750,2009
133164,TX,47020,"Victoria, TX",39-0000,major,1150,10.1,24.116,8.76,18220,2.7,6.86,7.23,7.91,9.11,11.45,14270,15050,16450,18950,23820,2009
133173,TX,47020,"Victoria, TX",41-0000,major,5180,5.9,108.689,13.78,28660,4.2,6.94,7.53,9.28,14.74,24.97,14430,15660,19300,30660,51940,2009
133185,TX,47020,"Victoria, TX",43-0000,major,7090,4.6,148.770,13.22,27490,2.0,7.40,8.83,11.71,15.67,20.63,15390,18360,24350,32600,42920,2009
133213,TX,47020,"Victoria, TX",47-0000,major,4830,19.4,101.220,17.20,35770,3.1,10.01,12.08,15.31,20.30,28.38,20830,25130,31840,42230,59030,2009
133231,TX,47020,"Victoria, TX",49-0000,major,2880,9.5,60.306,18.67,38830,2.7,9.01,11.65,16.86,24.12,31.58,18730,24230,35060,50170,65690,2009
133244,TX,47020,"Victoria, TX",51-0000,major,3340,18.1,70.105,18.73,38960,6.2,8.47,10.81,16.70,26.04,32.19,17630,22490,34740,54160,66960,2009
133263,TX,47020,"Victoria, TX",53-0000,major,3410,9.0,71.429,13.45,27970,3.0,7.39,8.82,12.19,15.40,22.01,15360,18350,25360,32040,45780,2009
133278,TX,47380,"Waco, TX",11-0000,major,3850,4.8,38.688,40.61,84470,2.2,18.99,24.90,34.28,49.30,70.65,39500,51800,71300,102540,146950,2009
133299,TX,47380,"Waco, TX",13-0000,major,3590,10.7,36.102,26.28,54660,1.8,14.41,18.46,24.41,32.39,39.74,29970,38410,50780,67370,82650,2009
133320,TX,47380,"Waco, TX",15-0000,major,1270,11.9,12.746,26.98,56110,3.8,14.11,18.27,24.52,32.46,43.88,29350,38000,51000,67510,91260,2009
133330,TX,47380,"Waco, TX",17-0000,major,1210,8.8,12.154,29.75,61880,4.8,13.69,19.34,27.69,36.72,47.09,28470,40240,57590,76380,97940,2009
133343,TX,47380,"Waco, TX",19-0000,major,640,19.5,6.474,25.96,54000,6.1,11.26,16.27,22.45,33.58,45.85,23420,33850,46700,69850,95370,2009
133349,TX,47380,"Waco, TX",21-0000,major,1230,6.4,12.400,19.50,40570,3.9,10.82,13.76,17.95,24.32,30.44,22510,28630,37340,50590,63320,2009
133362,TX,47380,"Waco, TX",23-0000,major,600,12.2,6.011,33.29,69250,18.9,9.99,13.61,22.42,38.60,#,20770,28300,46630,80290,#,2009
133366,TX,47380,"Waco, TX",25-0000,major,7180,2.6,72.202,20.76,43180,5.0,8.52,13.17,19.50,24.94,33.82,17720,27390,40560,51870,70340,2009
133387,TX,47380,"Waco, TX",27-0000,major,1220,12.6,12.230,20.85,43370,4.9,9.24,12.87,18.01,25.47,35.09,19220,26760,37460,52980,72980,2009
133397,TX,47380,"Waco, TX",29-0000,major,5320,19.7,53.482,30.53,63500,5.8,13.06,18.35,24.52,31.87,53.71,27170,38160,50990,66280,111720,2009
133419,TX,47380,"Waco, TX",31-0000,major,3900,17.0,39.195,11.69,24310,5.5,7.35,8.41,10.63,14.76,17.94,15300,17480,22100,30710,37320,2009
133428,TX,47380,"Waco, TX",33-0000,major,1850,4.5,18.607,17.83,37080,6.3,8.70,11.05,16.91,23.74,28.42,18090,22970,35160,49380,59100,2009
