PRIM_STATE,AREA,AREA_TITLE,OCC_CODE,O_GROUP,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
AL,22520,"Florence-Muscle Shoals, AL",31-0000,major,1600,1650,1570,1520,1520,1600,1480,1790,1610,1430,1290,1400,1440,1420,1740,1860
AL,22520,"Florence-Muscle Shoals, AL",33-0000,major,900,850,760,750,930,980,1000,860,880,740,740,620,520,700,760,850
AL,22520,"Florence-Muscle Shoals, AL",35-0000,major,4940,5180,5140,4950,4960,4950,4820,4950,5020,5290,5260,5600,5850,6080,6010,5440
AL,22520,"Florence-Muscle Shoals, AL",37-0000,major,1340,1320,1370,1420,1400,1360,1400,1400,1450,1480,1590,1650,1700,1600,1490,1400
AL,22520,"Florence-Muscle Shoals, AL",39-0000,major,860,850,880,830,1000,1070,1250,1270,1140,1250,1200,1200,1230,1230,990,880
AL,22520,"Florence-Muscle Shoals, AL",41-0000,major,5880,6070,6230,6480,6310,6250,6560,6750,6740,6740,6870,6750,6170,6540,6720,6300
AL,22520,"Florence-Muscle Shoals, AL",43-0000,major,7460,8330,8740,8520,8560,8030,7950,7510,7760,8260,8110,8260,7940,8090,6990,6620
AL,22520,"Florence-Muscle Shoals, AL",45-0000,major,170,250,190,170,110,140,170,100,80,60,90,80,110,110,130,130
AL,22520,"Florence-Muscle Shoals, AL",47-0000,major,2880,2580,2370,2190,2480,2530,2710,2370,2320,2580,2410,2480,2280,2830,3300,3520
AL,22520,"Florence-Muscle Shoals, AL",49-0000,major,2180,2260,2190,2220,1940,2250,2280,2540,2580,2510,2420,2500,2750,2650,2800,2890
AL,22520,"Florence-Muscle Shoals, AL",51-0000,major,6440,7000,6730,6090,6760,7100,7420,7000,6880,6410,6310,7170,7770,7520,7540,5880
AL,22520,"Florence-Muscle Shoals, AL",53-0000,major,4540,4460,4280,4160,3270,3350,3200,3990,3910,3690,3620,3950,3950,4150,4590,4200
AL,23460,"Gadsden, AL",11-0000,major,1200,1210,1220,1220,1180,1010,960,870,870,830,790,810,840,970,1110,1120
AL,23460,"Gadsden, AL",13-0000,major,660,680,680,670,700,670,630,610,560,570,610,650,620,660,660,710
AL,23460,"Gadsden, AL",15-0000,major,,130,100,100,80,90,100,80,90,80,90,90,70,90,100,110
AL,23460,"Gadsden, AL",17-0000,major,280,300,270,250,280,280,200,190,190,210,220,220,240,270,280,220
AL,23460,"Gadsden, AL",19-0000,major,70,70,70,40,50,30,60,60,50,40,**,60,,40,**,**
AL,23460,"Gadsden, AL",21-0000,major,470,650,560,740,590,520,400,350,370,390,420,510,570,690,620,550
AL,23460,"Gadsden, AL",23-0000,major,80,130,130,150,150,160,140,120,80,60,90,80,110,80,110,120
AL,23460,"Gadsden, AL",25-0000,major,2190,2080,1840,1990,2100,2210,2030,2000,2200,2240,2110,1990,2040,1890,1840,1710
AL,23460,"Gadsden, AL",27-0000,major,270,250,200,190,250,220,200,190,180,140,160,140,170,110,100,90
AL,23460,"Gadsden, AL",29-0000,major,2760,2810,2760,2920,2920,2870,2980,3050,3130,3110,3220,3270,2880,3240,3460,3130
AL,23460,"Gadsden, AL",31-0000,major,1440,1310,1290,1490,1680,1630,1720,1610,1590,1640,1600,1790,1640,1770,2180,1910
AL,23460,"Gadsden, AL",33-0000,major,770,750,660,630,670,700,640,700,680,810,810,780,**,600,620,680
AL,23460,"Gadsden, AL",35-0000,major,3820,3550,3500,3460,3470,3260,3240,3300,3360,3240,3160,3350,3660,3820,3910,3390
AL,23460,"Gadsden, AL",37-0000,major,1070,1010,950,900,920,850,860,720,750,760,860,900,960,990,870,790
AL,23460,"Gadsden, AL",39-0000,major,580,530,750,740,730,640,870,970,1180,1270,1360,1240,1390,1180,750,550
AL,23460,"Gadsden, AL",41-0000,major,3560,3340,3850,4380,3990,3740,3550,3640,3680,3820,3970,3900,3660,3690,3600,3280
AL,23460,"Gadsden, AL",43-0000,major,5180,5110,5470,5330,5280,4980,4950,4830,5230,5060,4960,4710,4620,4700,4610,4190
AL,23460,"Gadsden, AL",45-0000,major,30,60,70,50,60,60,60,50,40,50,40,100,100,**,,
AL,23460,"Gadsden, AL",47-0000,major,1400,1480,1560,1570,1500,1260,1190,970,930,820,1160,1360,1200,1140,980,1050
AL,23460,"Gadsden, AL",49-0000,major,1490,1590,1400,1380,1450,1470,1450,1240,1290,1330,1380,1370,1330,1430,1360,1260
AL,23460,"Gadsden, AL",51-0000,major,4570,4740,5590,5190,4630,3840,4330,4650,5720,6240,6270,6460,6560,6330,6380,4360
AL,23460,"Gadsden, AL",53-0000,major,4330,4440,2790,2660,2350,3240,3280,3460,2320,2450,2260,2180,2310,2350,2720,2510
AL,26620,"Huntsville, AL",11-0000,major,9010,8820,9140,9640,9600,9300,8930,9070,9500,9120,9460,9440,9350,9800,11150,12090
AL,26620,"Huntsville, AL",13-0000,major,10810,12500,12680,13410,14020,14130,14960,15130,16040,15630,15630,15560,16020,16290,17210,18110
AL,26620,"Huntsville, AL",15-0000,major,11250,12170,12450,12650,12580,13740,13870,13380,13750,13650,12670,13450,14290,15320,16290,17470
AL,26620,"Huntsville, AL",17-0000,major,14580,15610,16850,17180,17410,17750,16410,16340,15990,17390,18040,18130,18450,18560,19090,18860
AL,26620,"Huntsville, AL",19-0000,major,1880,1770,1310,1880,1850,1860,1220,1420,1470,1420,1670,1620,1190,1260,1430,1760
AL,26620,"Huntsville, AL",21-0000,major,1210,1310,1340,1300,1120,1060,1190,1040,1160,1250,1380,1390,1360,1440,1780,1750
AL,26620,"Huntsville, AL",23-0000,major,870,850,820,700,780,730,760,830,790,680,790,790,930,930,1010,1020
AL,26620,"Huntsville, AL",25-0000,major,8820,8890,8950,9430,9240,9390,9500,9350,9900,9640,9580,9450,11630,12070,12820,9260
AL,26620,"Huntsville, AL",27-0000,major,2230,2230,2280,2360,2580,2660,2580,2340,2090,2390,2300,2400,2320,2240,2490,2490
AL,26620,"Huntsville, AL",29-0000,major,8870,9530,9220,9550,9360,10030,10110,10800,11390,11370,11760,12390,12480,13230,13450,13660
AL,26620,"Huntsville, AL",31-0000,major,3330,3430,4200,4540,4310,4110,4390,4250,4450,4720,5020,5080,5430,5710,7880,7510
AL,26620,"Huntsville, AL",33-0000,major,4270,4260,3960,3970,3920,3950,3710,3880,3800,3540,3630,3990,4170,4390,4260,4420
AL,26620,"Huntsville, AL",35-0000,major,14240,14370,14970,15540,15540,15460,15330,15490,15810,16180,16780,17030,18330,18990,19590,17420
AL,26620,"Huntsville, AL",37-0000,major,5700,5810,5790,6390,6130,5660,5890,6010,6210,6730,6940,7140,6510,6770,6300,5420
AL,26620,"Huntsville, AL",39-0000,major,2940,3030,3170,3400,3440,3470,3640,4300,4690,4780,4570,4910,5150,5170,3350,3370
AL,26620,"Huntsville, AL",41-0000,major,19940,21230,21860,24620,22780,21190,20930,21220,21940,22650,21820,22750,21970,21610,21640,20730
AL,26620,"Huntsville, AL",43-0000,major,29110,27270,27140,28290,28640,28850,29370,28600,29100,27660,28340,29320,29280,29350,26610,26490
AL,26620,"Huntsville, AL",45-0000,major,170,200,170,140,200,**,**,,80,90,100,100,100,120,100,260
AL,26620,"Huntsville, AL",47-0000,major,5340,5960,5890,**,6610,6430,6000,6450,7000,6610,6410,5840,6150,7190,7340,7890
AL,26620,"Huntsville, AL",49-0000,major,7210,7390,8010,7680,7120,6520,6550,7000,8120,8000,9230,8570,8060,7180,7580,8380
AL,26620,"Huntsville, AL",51-0000,major,17060,19180,20050,20890,18220,14940,14890,15480,16020,14760,14740,17050,17370,18190,17650,17180
AL,26620,"Huntsville, AL",53-0000,major,11690,10550,10610,10010,10090,11040,11100,10970,10820,10220,12450,11850,11530,10520,13970,15270
AL,33660,"Mobile, AL",11-0000,major,7410,7580,7370,7700,7260,6810,6460,6300,6070,6220,6530,6640,6650,6850,7410,7740
AL,33660,"Mobile, AL",13-0000,major,4210,4500,4670,5110,5480,5330,5680,5360,5280,4950,5150,5400,5740,6230,6490,6430
AL,33660,"Mobile, AL",15-0000,major,2430,2780,2580,2220,2400,2490,2750,3080,3130,2510,2360,2440,3010,3240,3310,3310
AL,33660,"Mobile, AL",17-0000,major,2420,2620,3000,3220,3340,2860,2910,3250,3380,3340,3280,3680,3610,3650,3240,3250
AL,33660,"Mobile, AL",19-0000,major,980,1020,1120,1030,1380,1320,1190,930,1060,**,890,900,780,830,1040,**
AL,33660,"Mobile, AL",21-0000,major,1970,2130,1770,1760,1560,1500,1370,1380,1390,1470,1740,1780,1890,1710,1670,1900
AL,33660,"Mobile, AL",23-0000,major,1320,1330,1050,920,910,930,1070,1140,1160,1120,1100,1130,1110,1050,1020,1110
AL,33660,"Mobile, AL",25-0000,major,8590,8540,8360,8450,7960,8160,8620,8460,8990,9160,8770,7760,7320,7700,6730,6010
AL,33660,"Mobile, AL",27-0000,major,1580,1620,1870,1890,1780,1830,1840,1560,1400,1130,1530,1510,1560,1880,1730,1580
AL,33660,"Mobile, AL",29-0000,major,10530,10560,11110,11150,11440,11420,11660,11790,11270,11330,12180,12670,13280,12490,12530,12550
AL,33660,"Mobile, AL",31-0000,major,4250,4490,4390,4890,5100,5680,5360,5270,4290,4220,4370,4670,4900,4870,6150,6070
AL,33660,"Mobile, AL",33-0000,major,3610,3750,3860,3900,4300,4190,4070,3690,3790,3560,3370,3240,3630,3550,3640,3690
AL,33660,"Mobile, AL",35-0000,major,13280,14110,14110,14060,13680,12730,12820,13050,13330,14170,14690,15070,15220,15330,16110,13800
AL,33660,"Mobile, AL",37-0000,major,5590,5510,5640,6030,5730,5290,5100,5160,5270,5480,5410,5710,5890,6230,6040,5260
AL,33660,"Mobile, AL",39-0000,major,3540,3530,3680,3370,3570,3500,3870,4500,4680,4510,3900,4420,4580,4710,3350,3140
AL,33660,"Mobile, AL",41-0000,major,19900,20600,20520,20270,19230,19850,20300,20310,20060,20510,20730,20070,18670,18730,19160,18420
AL,33660,"Mobile, AL",43-0000,major,28470,29540,30710,31800,29610,28320,29000,28110,26900,27390,27720,28460,27810,26800,24960,24190
AL,33660,"Mobile, AL",45-0000,major,250,280,220,190,210,180,180,140,140,,180,60,150,120,220,**
AL,33660,"Mobile, AL",47-0000,major,12560,13700,14070,14390,11780,11720,11010,9310,9230,9490,9890,10170,9800,9820,10420,10160
AL,33660,"Mobile, AL",49-0000,major,9150,8760,9080,10230,9750,9820,9780,9060,8870,9160,9330,9340,9430,9230,10120,9970
AL,33660,"Mobile, AL",51-0000,major,10970,10900,12090,13280,11820,10870,10610,11940,13300,13970,13380,14470,13880,14270,14010,14020
AL,33660,"Mobile, AL",53-0000,major,13460,14070,14910,15330,14710,13120,14160,14100,14910,13840,13470,13520,13830,13880,16550,15930
AL,33860,"Montgomery, AL",11-0000,major,7560,6720,6730,6970,6530,6140,6040,6100,6240,6200,6200,6090,6060,6560,8030,8540
AL,33860,"Montgomery, AL",13-0000,major,6290,7140,7160,7210,6950,7250,7330,7270,6810,6960,7230,7650,7710,7760,7530,7740
AL,33860,"Montgomery, AL",15-0000,major,3320,3300,3830,3760,4080,3820,4340,4310,4170,4060,3920,3990,3980,4020,4180,4290
AL,33860,"Montgomery, AL",17-0000,major,2360,2700,2740,2730,2670,2710,2700,2760,2820,2590,2660,2810,2570,2730,2660,2780
AL,33860,"Montgomery, AL",19-0000,major,1180,1200,1420,1260,1220,1090,1170,1130,1140,1080,1100,1150,1100,1160,1250,1260
AL,33860,"Montgomery, AL",21-0000,major,1960,2160,2290,2150,1930,1930,1880,2030,2120,2040,1940,1920,2010,1960,1900,2040
AL,33860,"Montgomery, AL",23-0000,major,1490,1300,1480,1380,1400,1400,1410,1680,1500,1360,1350,1540,1490,1610,1820,1910
AL,33860,"Montgomery, AL",25-0000,major,8750,9020,8910,8990,9110,9290,9090,8950,9080,9230,9670,8990,8770,8130,8080,7160
AL,33860,"Montgomery, AL",27-0000,major,1740,1860,2130,2120,2080,1950,2400,1980,2060,1700,1790,1780,1720,1650,1670,1510
AL,33860,"Montgomery, AL",29-0000,major,8470,8060,7600,8400,8510,8790,8890,8830,8860,8340,8570,9340,9600,9910,9740,9310
AL,33860,"Montgomery, AL",31-0000,major,3510,3950,4020,4390,4090,3870,3950,3890,3570,3380,3900,3740,4030,4120,5210,4540
AL,33860,"Montgomery, AL",33-0000,major,4930,5060,5110,5250,5680,5290,5450,5340,5220,5370,5090,5240,5060,5670,5400,5320
AL,33860,"Montgomery, AL",35-0000,major,12540,13520,13860,13840,12820,12140,11830,12410,13090,13950,14240,14630,14270,13910,14280,12780
AL,33860,"Montgomery, AL",37-0000,major,5630,5830,5810,5820,5280,5510,4870,4850,5010,5380,5750,5780,5800,5070,4710,4640
AL,33860,"Montgomery, AL",39-0000,major,3140,2770,3130,3350,3410,3610,3480,3910,4020,4540,4600,5470,5320,5070,3620,3120
AL,33860,"Montgomery, AL",41-0000,major,15680,16040,15880,16790,16100,15890,16440,16510,16790,16840,17160,17160,17430,17050,16410,14730
AL,33860,"Montgomery, AL",43-0000,major,30000,30270,30500,31220,30820,30170,29040,27930,25880,25840,25300,25770,25590,25560,23550,21980
AL,33860,"Montgomery, AL",45-0000,major,340,360,360,340,370,400,290,240,330,460,590,540,450,330,280,350
AL,33860,"Montgomery, AL",47-0000,major,7760,7180,7420,7360,6670,5650,5240,4760,5090,4620,4880,4890,4950,5100,5240,5080
AL,33860,"Montgomery, AL",49-0000,major,7300,7440,7840,7420,6850,6600,6550,6480,6520,6760,6490,7040,6910,7500,7150,7230
AL,33860,"Montgomery, AL",51-0000,major,13290,14170,16960,16060,14540,13550,14840,15810,17170,16380,16900,16800,17060,15710,15560,14580
AL,33860,"Montgomery, AL",53-0000,major,13410,13200,13500,12820,11910,10830,9750,10930,11640,12520,12780,12710,12740,13460,15290,14230
AL,46220,"Tuscaloosa, AL",11-0000,major,3610,3380,3210,3190,3150,2900,2590,2740,2810,2960,3120,3060,3020,3440,3960,4070
AL,46220,"Tuscaloosa, AL",13-0000,major,1750,1910,2080,1960,1810,1880,1950,2310,2510,2570,2620,2510,2440,2480,2770,2790
AL,46220,"Tuscaloosa, AL",15-0000,major,570,620,590,630,660,720,820,940,970,990,880,1180,1100,1200,1560,1260
AL,46220,"Tuscaloosa, AL",17-0000,major,1370,1690,1660,1270,1190,1150,1450,1290,1370,1090,1310,1280,1560,1570,1600,1660
AL,46220,"Tuscaloosa, AL",19-0000,major,460,380,300,310,370,400,400,430,480,450,480,510,530,550,620,670
AL,46220,"Tuscaloosa, AL",21-0000,major,720,770,750,640,840,1060,1150,1040,1390,1300,1550,1360,1290,1400,1530,1390
AL,46220,"Tuscaloosa, AL",23-0000,major,380,340,410,400,420,370,400,360,430,370,470,370,390,360,370,440
AL,46220,"Tuscaloosa, AL",25-0000,major,5500,6020,6450,6520,6650,5960,6080,6030,6470,6460,6950,6350,6390,5700,6210,5910
AL,46220,"Tuscaloosa, AL",27-0000,major,710,700,790,780,760,800,870,900,900,780,750,880,750,830,1070,980
AL,46220,"Tuscaloosa, AL",29-0000,major,5990,5760,5800,6130,6090,6150,6040,6310,6610,6550,6520,6710,7060,6880,6960,6800
AL,46220,"Tuscaloosa, AL",31-0000,major,2590,2670,2950,3340,3280,3350,2950,3270,3210,3160,3250,3520,3870,3970,4610,4050
AL,46220,"Tuscaloosa, AL",33-0000,major,1360,1450,1420,1480,1590,1810,1720,1710,1750,1660,1950,1900,2080,2080,2290,2160
AL,46220,"Tuscaloosa, AL",35-0000,major,7480,7770,7900,7800,7830,7920,8070,8570,8700,9210,9250,9910,10230,10550,10720,9390
AL,46220,"Tuscaloosa, AL",37-0000,major,2650,2630,2630,2760,2720,2760,2590,2660,2630,2920,3060,3010,2990,3170,3270,3060
AL,46220,"Tuscaloosa, AL",39-0000,major,1280,1410,1630,1520,1720,1950,2090,2070,2220,2620,2650,2180,2350,2480,1810,1550
AL,46220,"Tuscaloosa, AL",41-0000,major,8500,8680,9010,9150,8890,9120,8810,9290,9220,9260,9580,9460,9220,9330,9240,8540
AL,46220,"Tuscaloosa, AL",43-0000,major,12990,13660,13330,13370,13030,12860,11990,12010,11790,11970,12790,13430,13620,13540,11810,11250
AL,46220,"Tuscaloosa, AL",45-0000,major,,310,350,370,250,210,140,130,220,320,260,240,270,350,290,320
AL,46220,"Tuscaloosa, AL",47-0000,major,7110,7180,7270,6800,6450,5840,5580,5810,5910,5340,5370,4900,4620,5110,5550,5610
AL,46220,"Tuscaloosa, AL",49-0000,major,3860,3980,3850,4190,4010,3940,3460,3640,3990,4170,4460,4510,4710,5200,5550,4990
AL,46220,"Tuscaloosa, AL",51-0000,major,10550,12500,11730,12260,11030,11580,11310,11790,11520,12440,14680,14740,14920,14780,15610,14770
AL,46220,"Tuscaloosa, AL",53-0000,major,6050,7080,7530,7990,7240,6230,6230,6390,6550,6610,7570,7790,6680,7060,8830,8500
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",11-0000,major,9070,9650,9610,8670,9010,9380,10430,11430,12300,12820,13340,13500,13690,14020,,14510
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",13-0000,major,7650,8240,8930,10610,10880,11240,11080,11900,12580,13750,14870,15900,15300,15200,,16990
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",15-0000,major,3840,4500,4850,6540,6670,6510,6250,6730,6760,7050,7190,8120,8760,8360,,9860
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",17-0000,major,3990,4530,4600,3080,2350,2340,2420,2320,2100,2010,1940,2160,2320,2350,,2670
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",19-0000,major,1840,1740,2120,1000,1330,1110,1260,1290,1410,1450,1470,1190,1050,1190,,1370
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",21-0000,major,1260,1360,1470,1710,1890,1720,1800,1670,1520,1460,1460,1510,1520,1670,,1800
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",23-0000,major,800,810,820,920,1090,1300,1290,1280,1110,1140,1100,1270,1180,1230,,1270
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",25-0000,major,9500,9870,10710,11320,11480,11180,11710,12330,12600,12360,12580,14470,14970,15560,,14950
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",27-0000,major,1580,1610,1870,1840,1730,1920,1550,1670,1800,1950,1980,2170,3260,3360,,3090
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",29-0000,major,6720,7240,7450,8050,8450,8980,9020,9240,9530,9770,10340,10910,11310,11860,,12070
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",31-0000,major,3340,3430,3470,3850,3840,3960,4200,4420,4250,4000,4440,4730,5250,5420,,7870
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",33-0000,major,2520,2290,2600,2840,2790,2740,2650,2450,2450,2630,2920,3370,3930,4070,,3880
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",35-0000,major,13910,14650,15110,16290,16420,16570,16300,17460,17850,18520,19600,20680,21470,23010,,20620
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",37-0000,major,5020,5540,5550,5470,5580,5590,6350,6340,5860,6160,6550,6650,6920,6710,,6550
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",39-0000,major,2890,2910,3710,3790,4320,4790,5060,5280,6050,6530,6530,6080,5730,6200,,4180
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",41-0000,major,18820,19550,21550,20010,19160,19870,21330,22700,22510,24260,26160,26600,26140,25670,,24510
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",43-0000,major,28910,29010,29530,30930,32660,31740,31340,30600,32140,32670,32810,33300,33390,33240,,28830
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",45-0000,major,430,990,890,920,890,870,790,810,810,1050,1050,970,920,880,,780
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",47-0000,major,8190,9420,9840,8820,7360,6590,6570,6900,6680,6870,7320,8050,8140,8030,,9050
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",49-0000,major,7520,7360,7830,8030,8050,7500,7950,7800,7930,7990,7840,7950,9280,9830,,9380
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",51-0000,major,27010,26430,25270,24050,21840,19190,20000,18120,18460,18640,20060,21080,21380,21780,,22680
AR,22220,"Fayetteville-Springdale-Rogers, AR-MO",53-0000,major,22090,**,24920,23550,18380,17290,18240,20540,21290,21570,21120,22440,24020,25260,,30310
AR,22900,"Fort Smith, AR-OK",11-0000,major,3840,4020,4010,4420,4520,4580,4500,4660,4890,4910,4540,4470,5070,5320,,5090
AR,22900,"Fort Smith, AR-OK",13-0000,major,2470,2600,2550,2740,2810,2790,2850,3260,3530,3190,2830,2940,3100,3450,,3320
AR,22900,"Fort Smith, AR-OK",15-0000,major,810,790,840,900,1120,1060,1090,870,1010,1070,1090,1230,1260,1280,,990
AR,22900,"Fort Smith, AR-OK",17-0000,major,910,1060,1150,1320,1170,1010,920,970,950,920,890,870,1110,1030,,570
AR,22900,"Fort Smith, AR-OK",19-0000,major,300,310,310,410,370,320,280,290,280,370,300,340,280,290,,320
AR,22900,"Fort Smith, AR-OK",21-0000,major,930,1000,960,960,1010,1240,1450,1410,1390,1330,1580,1540,1250,1410,,1450
AR,22900,"Fort Smith, AR-OK",23-0000,major,,360,440,540,550,620,520,500,420,420,350,410,400,440,,470
AR,22900,"Fort Smith, AR-OK",25-0000,major,6220,6220,6780,6660,6680,6770,6640,6610,6450,6110,5440,5560,5340,5710,,6800
AR,22900,"Fort Smith, AR-OK",27-0000,major,720,800,820,710,670,600,630,640,790,670,690,490,410,500,,410
AR,22900,"Fort Smith, AR-OK",29-0000,major,6030,6510,6670,6850,6430,6190,6460,6460,6440,6470,6430,6390,6510,6910,,6480
AR,22900,"Fort Smith, AR-OK",31-0000,major,3160,3140,3470,3600,3640,3530,3570,3640,3510,3700,3350,3100,3440,3720,,5140
AR,22900,"Fort Smith, AR-OK",33-0000,major,1840,2100,1980,2170,1970,1980,1860,2510,2660,2640,2260,2110,1960,2050,,2110
AR,22900,"Fort Smith, AR-OK",35-0000,major,8850,8970,9170,9250,9210,8850,8760,9950,10180,10310,9350,9960,10120,10130,,9010
AR,22900,"Fort Smith, AR-OK",37-0000,major,2990,2840,2920,3320,3070,2650,2670,2780,3000,2970,2990,2800,2680,2700,,2450
AR,22900,"Fort Smith, AR-OK",39-0000,major,1720,1920,2460,2640,2490,3180,2900,3510,3280,3380,3380,3540,3630,3310,,1350
AR,22900,"Fort Smith, AR-OK",41-0000,major,10420,10910,11240,11440,11560,10740,10900,11040,11370,11300,11360,11320,11410,11780,,11160
AR,22900,"Fort Smith, AR-OK",43-0000,major,17540,17820,16490,17090,17200,17200,17220,16080,16630,17060,16850,16900,15800,15670,,12140
AR,22900,"Fort Smith, AR-OK",45-0000,major,420,410,470,510,370,330,390,390,870,890,770,530,370,440,,300
AR,22900,"Fort Smith, AR-OK",47-0000,major,5150,5720,**,10220,7830,5650,5270,5230,4720,4810,5040,5100,4970,4740,,3800
AR,22900,"Fort Smith, AR-OK",49-0000,major,4960,5180,5200,5420,5490,5360,5030,5120,4790,5050,4760,4690,4870,5110,,4960
AR,22900,"Fort Smith, AR-OK",51-0000,major,21080,21030,18920,18680,17440,17070,15970,14050,13570,14890,14010,14580,13050,12710,,12910
AR,22900,"Fort Smith, AR-OK",53-0000,major,15810,15730,13780,12520,11970,13280,13080,13110,11290,10920,11060,11030,10800,9620,,12010
AR,26300,"Hot Springs, AR",11-0000,major,1350,1320,1180,1290,1330,1360,1340,1500,1560,1440,1520,1520,1550,1610,1740,1690
AR,26300,"Hot Springs, AR",13-0000,major,740,640,680,700,790,840,770,710,700,760,850,790,780,710,980,980
AR,26300,"Hot Springs, AR",15-0000,major,200,190,190,350,340,340,230,240,310,280,260,190,180,220,230,230
AR,26300,"Hot Springs, AR",17-0000,major,220,250,240,,460,540,270,270,330,370,330,250,250,240,280,280
AR,26300,"Hot Springs, AR",19-0000,major,140,150,190,190,210,160,140,120,100,90,100,110,100,100,100,120
AR,26300,"Hot Springs, AR",21-0000,major,400,630,570,690,430,530,490,480,370,300,650,660,740,470,420,400
AR,26300,"Hot Springs, AR",23-0000,major,150,160,120,,120,170,170,140,130,130,180,170,160,130,120,100
AR,26300,"Hot Springs, AR",25-0000,major,1630,1670,1790,1820,1840,1880,1790,1960,1840,1750,1640,1600,1470,1520,1670,1720
AR,26300,"Hot Springs, AR",27-0000,major,280,350,250,200,200,160,180,210,290,280,270,220,150,170,230,210
AR,26300,"Hot Springs, AR",29-0000,major,2820,3070,3020,3110,3270,3500,3370,3040,2790,2720,3010,3160,3220,3050,2970,3010
AR,26300,"Hot Springs, AR",31-0000,major,1850,1670,1600,1660,1370,1520,1400,1610,1720,1840,1550,1390,1480,1600,2290,2530
AR,26300,"Hot Springs, AR",33-0000,major,630,730,690,680,680,890,850,780,710,790,760,770,710,700,610,570
AR,26300,"Hot Springs, AR",35-0000,major,4110,4280,4300,4500,4340,4310,4360,4530,4330,4390,4350,4660,4710,4930,4990,4250
AR,26300,"Hot Springs, AR",37-0000,major,1500,1430,1470,1380,1490,1440,1470,1440,1300,1430,1450,1460,1580,1420,1350,1240
AR,26300,"Hot Springs, AR",39-0000,major,890,1030,1270,1220,1070,1170,1220,1530,1540,1470,1240,1160,1320,1820,1350,890
