,NAME,state,county,total_pop,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate
2553,"Scott County, Minnesota",27,139,149013,7884,119397,7740,4487,9505,16904.0,2.4,2.9,22.2,19.6,13.0,39.9
2554,"Scott County, Mississippi",28,123,28124,3335,13741,10504,390,154,4337.0,9.5,16.5,37.5,17.7,7.5,11.4
2555,"Scott County, Missouri",29,201,38280,932,31803,4543,819,183,7101.0,5.4,9.6,41.6,21.0,6.0,16.3
2556,"Scott County, Tennessee",47,151,22068,244,21413,57,289,65,3792.0,7.7,12.5,44.3,19.7,6.6,9.2
2557,"Scott County, Virginia",51,169,21566,317,20788,190,236,35,5370.0,8.0,10.6,38.1,20.9,9.1,13.3
2558,"Scotts Bluff County, Nebraska",31,157,35618,8605,25488,301,938,286,6988.0,5.5,6.5,28.7,26.2,10.1,22.9
2559,"Screven County, Georgia",13,251,13966,352,7653,5659,214,88,2730.0,4.8,11.7,41.5,20.4,6.2,15.4
2560,"Scurry County, Texas",48,415,16703,6823,8745,785,257,93,2566.0,9.7,11.6,34.3,23.0,5.2,16.2
2561,"Searcy County, Arkansas",5,129,7881,224,7301,27,298,31,2048.0,6.7,11.6,40.2,21.4,8.3,11.9
2562,"Sebastian County, Arkansas",5,131,127827,18863,87844,8529,6624,5967,20986.0,6.3,9.6,31.0,24.0,7.7,21.3
2563,"Sedgwick County, Colorado",8,115,2248,366,1797,16,52,17,610.0,,,,,,
2564,"Sedgwick County, Kansas",20,173,516042,77640,348794,45184,21065,23359,77033.0,3.9,6.5,26.3,24.1,8.4,30.9
2565,"Seminole County, Florida",12,117,471826,105946,277730,54202,10958,22990,75401.0,1.9,3.8,21.1,19.7,13.9,39.6
2566,"Seminole County, Georgia",13,253,8090,291,4971,2635,129,64,1876.0,4.2,9.8,38.3,22.4,9.1,16.2
2567,"Seminole County, Oklahoma",40,133,24258,1292,15539,1015,6291,121,4452.0,4.3,11.5,34.0,27.1,8.9,14.3
2568,"Seneca County, New York",36,99,34016,1257,30144,1658,688,269,6677.0,5.4,9.8,35.2,16.3,12.2,21.1
2569,"Seneca County, Ohio",39,147,55178,2985,49243,1304,1225,421,10262.0,2.1,6.2,45.2,19.9,9.8,16.8
2570,"Sequatchie County, Tennessee",47,153,15026,551,14008,94,299,74,3130.0,6.2,12.2,39.1,20.4,7.0,15.1
2571,"Sequoyah County, Oklahoma",40,135,41569,1774,25878,718,12874,325,7835.0,5.9,12.8,38.6,19.8,8.5,14.4
2572,"Sevier County, Arkansas",5,133,17007,5829,9525,630,741,282,2542.0,11.8,11.7,37.5,19.2,7.0,12.8
2573,"Sevier County, Tennessee",47,155,98250,6335,87800,1141,1799,1175,19972.0,5.4,9.6,37.2,22.8,7.5,17.4
2574,"Sevier County, Utah",49,41,21620,1192,19735,108,468,117,3567.0,2.0,7.4,32.8,28.2,11.3,18.5
2575,"Seward County, Kansas",20,175,21428,13531,6196,772,312,617,2162.0,22.4,11.3,28.7,19.1,7.5,11.0
2576,"Seward County, Nebraska",31,159,17284,452,16338,117,289,88,2969.0,2.4,3.6,28.6,21.5,15.0,28.9
2577,"Shackelford County, Texas",48,417,3265,369,2782,34,63,17,691.0,,,,,,
2578,"Shannon County, Missouri",29,203,8166,166,7635,34,309,22,1848.0,6.8,13.2,44.9,15.4,4.8,14.9
2579,"Sharkey County, Mississippi",28,125,4321,98,1120,3041,35,27,866.0,,,,,,
2580,"Sharp County, Arkansas",5,135,17442,450,16186,163,524,119,4604.0,4.9,11.6,40.9,24.6,7.8,10.2
2581,"Shasta County, California",6,89,180080,18935,142556,1959,10909,5721,38069.0,2.2,6.7,25.4,31.8,11.7,22.2
2582,"Shawano County, Wisconsin",55,115,40899,1193,35249,225,4016,216,8825.0,2.1,6.5,44.8,18.6,12.3,15.7
2583,"Shawnee County, Kansas",20,177,176875,22671,130007,13700,7688,2809,33317.0,2.7,5.0,31.4,23.1,6.8,30.9
2584,"Sheboygan County, Wisconsin",55,117,115340,7715,96321,2460,2225,6619,21394.0,2.4,4.5,35.9,21.2,11.0,25.1
2585,"Shelby County, Alabama",1,117,217702,12635,168091,28607,3441,4928,34724.0,2.4,4.9,19.8,22.1,7.8,42.9
2586,"Shelby County, Illinois",17,173,21634,249,20977,80,245,83,5014.0,1.7,6.0,44.4,20.6,10.5,16.8
2587,"Shelby County, Indiana",18,145,44729,1947,41215,576,613,378,7829.0,3.5,9.1,42.4,18.3,7.9,18.7
2588,"Shelby County, Iowa",19,165,11454,376,10775,91,148,64,2645.0,2.8,4.7,35.3,21.4,13.5,22.2
2589,"Shelby County, Kentucky",21,211,49024,4808,39255,3338,1125,498,7754.0,5.4,8.1,30.3,22.9,8.4,24.9
2590,"Shelby County, Missouri",29,205,5930,129,5637,53,101,10,1290.0,3.2,6.1,43.4,23.0,6.2,18.1
2591,"Shelby County, Ohio",39,149,48590,778,44988,1090,1093,641,8274.0,2.9,6.8,41.3,19.6,10.6,18.7
2592,"Shelby County, Tennessee",47,157,937166,62126,330544,503200,15068,26228,131371.0,4.0,7.6,27.5,22.9,6.4,31.6
2593,"Shelby County, Texas",48,419,25274,4729,15489,4342,394,320,4532.0,9.5,14.0,35.0,21.9,5.7,13.8
2594,"Shenandoah County, Virginia",51,171,43616,3207,38040,1105,797,467,9690.0,4.9,8.1,37.9,20.3,8.3,20.5
2595,"Sherburne County, Minnesota",27,141,97238,2690,88007,2958,2342,1241,11399.0,1.4,3.9,28.5,24.9,14.6,26.6
2596,"Sheridan County, Kansas",20,179,2521,144,2324,15,29,9,598.0,,,,,,
2597,"Sheridan County, Montana",30,91,3309,138,2989,18,148,16,770.0,,,,,,
2598,"Sheridan County, Nebraska",31,161,5246,318,4231,20,647,30,1401.0,3.1,6.3,32.8,26.9,8.0,22.8
2599,"Sheridan County, North Dakota",38,83,1315,18,1249,0,43,5,448.0,,,,,,
2600,"Sheridan County, Wyoming",56,33,30485,1340,27869,242,748,286,6607.0,1.3,3.3,25.6,28.9,9.8,31.0
2601,"Sherman County, Kansas",20,181,5917,736,4968,51,129,33,1152.0,1.6,6.1,30.3,28.4,11.9,21.8
2602,"Sherman County, Nebraska",31,163,3001,67,2890,7,25,12,842.0,,,,,,
2603,"Sherman County, Oregon",41,55,1780,123,1561,6,77,13,453.0,,,,,,
2604,"Sherman County, Texas",48,421,3022,1337,1598,40,35,12,462.0,,,,,,
2605,"Shiawassee County, Michigan",26,155,68122,2102,63891,467,1289,373,12971.0,1.6,6.1,37.3,26.9,11.0,17.0
2606,"Shoshone County, Idaho",16,79,12882,463,11733,74,519,93,2981.0,3.1,10.7,37.0,27.1,10.5,11.5
2607,"Sibley County, Minnesota",27,143,14865,1383,13075,99,209,99,2810.0,4.5,4.8,39.2,22.5,12.6,16.4
2608,"Sierra County, California",6,91,3005,381,2467,12,125,20,963.0,,,,,,
2609,"Sierra County, New Mexico",35,51,10791,3342,6906,69,369,105,4039.0,5.3,10.8,28.6,25.0,9.2,21.1
2610,"Silver Bow County, Montana",30,93,34915,1629,31476,224,1317,269,6808.0,2.1,5.4,32.0,25.0,8.3,27.2
2611,"Simpson County, Kentucky",21,213,18572,475,15777,1728,425,167,3103.0,3.8,9.2,44.9,19.2,8.7,14.2
2612,"Simpson County, Mississippi",28,127,26658,502,16388,9272,311,185,4824.0,5.9,14.4,30.1,22.1,11.3,16.2
2613,"Sioux County, Iowa",19,167,34855,3910,30143,180,330,292,5668.0,4.4,5.3,30.2,17.9,13.1,29.1
2614,"Sioux County, Nebraska",31,165,1166,62,1068,4,29,3,356.0,,,,,,
2615,"Sioux County, North Dakota",38,85,4230,216,530,27,3448,9,359.0,,,,,,
2616,"Siskiyou County, California",6,93,43539,5744,32736,612,3693,754,11379.0,3.4,6.4,25.5,30.0,11.6,23.2
2617,"Sitka City and Borough, Alaska",2,220,8493,629,5236,74,1898,656,1364.0,1.8,3.5,27.4,23.4,10.5,33.4
2618,"Skagit County, Washington",53,57,129205,24050,95718,1069,5222,3146,27780.0,4.3,5.5,26.3,26.4,11.2,26.2
2619,"Skagway Municipality, Alaska",2,230,1183,79,956,10,107,31,187.0,,,,,,
2620,"Skamania County, Washington",53,59,12083,825,10510,67,522,159,2676.0,1.4,6.9,30.4,27.2,9.6,24.5
2621,"Slope County, North Dakota",38,87,750,31,698,8,13,0,178.0,,,,,,
2622,"Smith County, Kansas",20,183,3583,84,3376,10,98,15,1002.0,,,,,,
2623,"Smith County, Mississippi",28,129,15916,292,11756,3722,127,19,3265.0,5.6,15.2,39.2,19.0,8.9,12.2
2624,"Smith County, Tennessee",47,159,20157,623,18670,437,352,75,3486.0,5.7,9.0,46.5,17.7,6.6,14.4
2625,"Smith County, Texas",48,423,232751,46746,137671,40165,4341,3828,39337.0,6.0,8.2,23.4,26.2,9.7,26.4
2626,"Smyth County, Virginia",51,173,30104,605,28283,713,350,153,6802.0,6.6,10.1,37.7,22.0,9.0,14.6
2627,"Snohomish County, Washington",53,61,822083,87167,559806,28841,43719,102550,114832.0,2.8,4.9,23.3,25.5,10.7,32.8
2628,"Snyder County, Pennsylvania",42,109,40372,893,38309,451,408,311,7883.0,5.4,8.0,45.6,12.8,8.5,19.8
2629,"Socorro County, New Mexico",35,53,16637,8283,5576,153,2268,357,3336.0,6.2,11.9,37.4,16.8,5.6,22.0
2630,"Solano County, California",6,95,447643,122103,166389,61264,25633,72254,73156.0,5.5,6.1,23.8,27.4,10.3,26.9
2631,"Somerset County, Maine",23,25,50484,595,48179,287,1038,385,10775.0,3.4,8.2,40.4,19.4,12.2,16.5
2632,"Somerset County, Maryland",24,39,25616,1034,13165,10454,704,259,4436.0,4.8,13.9,39.7,21.4,5.8,14.4
2633,"Somerset County, New Jersey",34,35,328934,50061,180399,31284,5784,61406,53188.0,2.7,2.7,20.3,13.7,5.8,54.7
2634,"Somerset County, Pennsylvania",42,111,73447,1148,69105,2188,618,388,16876.0,4.1,7.6,49.8,14.1,8.5,15.9
2635,"Somervell County, Texas",48,425,9128,1653,7098,94,216,67,1770.0,2.1,8.2,38.5,21.9,2.8,26.4
2636,"Sonoma County, California",6,97,494336,134954,311002,8021,17657,22702,102323.0,5.8,5.4,18.7,25.0,9.6,35.5
2637,"Southampton County, Virginia",51,175,17631,359,10754,6064,354,100,3671.0,5.5,9.7,29.8,26.4,10.2,18.4
2638,"Southeast Fairbanks Census Area, Alaska",2,240,6893,482,4992,122,1105,192,1078.0,3.7,6.4,34.2,27.0,8.9,19.7
2639,"Spalding County, Georgia",13,255,66703,3319,38375,22998,1320,691,12178.0,4.4,13.7,39.8,17.3,7.0,17.8
2640,"Spartanburg County, South Carolina",45,83,319785,23304,216703,65385,6212,8181,52487.0,4.9,9.4,29.3,21.2,10.6,24.5
2641,"Spencer County, Indiana",18,147,20277,613,19175,157,266,66,4052.0,2.0,7.5,46.0,18.0,11.2,15.2
2642,"Spencer County, Kentucky",21,215,19351,539,18103,335,291,83,2818.0,2.4,7.3,36.3,22.7,11.1,20.3
2643,"Spink County, South Dakota",46,115,6376,217,5952,41,153,13,1351.0,4.7,4.2,37.2,19.7,12.4,21.8
2644,"Spokane County, Washington",53,63,522798,31835,439171,9774,26638,15380,86623.0,1.7,4.5,23.2,26.7,13.1,30.8
2645,"Spotsylvania County, Virginia",51,177,136215,14603,90701,22440,4663,3808,20070.0,3.1,5.8,29.5,22.0,7.9,31.7
2646,"St. Bernard Parish, Louisiana",22,87,47244,4876,29127,10963,1255,1023,5665.0,6.1,13.7,32.6,28.3,7.7,11.6
2647,"St. Charles County, Missouri",29,183,402022,13754,348030,20804,8372,11062,63470.0,1.4,3.9,24.6,22.1,9.2,38.9
2648,"St. Charles Parish, Louisiana",22,89,53100,3384,34417,13760,946,593,7466.0,3.1,6.9,34.5,22.6,7.7,25.3
2649,"St. Clair County, Alabama",1,115,89512,2185,76431,8534,1542,820,15083.0,5.2,10.3,35.6,23.2,9.7,16.1
2650,"St. Clair County, Illinois",17,163,259686,11215,158986,78578,6765,4142,42597.0,2.5,6.4,28.1,24.0,10.9,28.0
2651,"St. Clair County, Michigan",26,147,159128,5580,144813,3861,3889,985,30879.0,1.9,7.4,34.0,25.8,12.4,18.6
2652,"St. Clair County, Missouri",29,185,9397,214,8870,57,227,29,2590.0,4.1,11.4,41.1,22.0,7.5,13.9
2653,"St. Croix County, Wisconsin",55,109,90687,2377,84879,742,1666,1023,13319.0,1.0,2.8,24.6,21.9,14.4,35.4
2654,"St. Francis County, Arkansas",5,123,24994,1368,9959,13044,456,167,4208.0,5.4,12.6,37.6,25.7,8.2,10.4
2655,"St. Francois County, Missouri",29,187,67215,1113,61558,3042,1157,345,11173.0,4.6,10.7,37.2,24.7,8.6,14.3
2656,"St. Helena Parish, Louisiana",22,91,10132,206,4509,5232,164,21,2091.0,5.4,17.0,38.5,15.4,7.0,16.7
2657,"St. James Parish, Louisiana",22,93,21096,387,10215,10222,211,61,3742.0,4.0,10.6,41.1,20.7,7.2,16.3
2658,"St. John the Baptist Parish, Louisiana",22,95,42837,2857,14175,24648,623,534,6310.0,3.6,10.3,38.8,24.0,7.3,15.9
2659,"St. Johns County, Florida",12,109,264672,19759,216843,13834,5642,8594,54654.0,1.7,3.5,21.4,19.9,8.8,44.7
2660,"St. Joseph County, Indiana",18,141,271826,24812,195227,36097,8354,7336,43960.0,3.5,8.0,30.7,20.0,8.2,29.6
2661,"St. Joseph County, Michigan",26,149,60964,5128,52463,1411,1561,401,11257.0,5.6,7.4,36.6,24.3,10.0,16.2
2662,"St. Landry Parish, Louisiana",22,97,82124,1940,44744,33817,1248,375,13639.0,9.0,14.3,41.2,15.5,5.3,14.8
2663,"St. Lawrence County, New York",36,89,107740,2594,99089,2409,2467,1181,19359.0,3.6,7.7,36.8,16.7,11.4,23.8
2664,"St. Louis County, Minnesota",27,137,199070,3611,180896,3190,9053,2320,39916.0,1.4,4.1,27.2,24.9,13.1,29.3
2665,"St. Louis County, Missouri",29,189,994205,29916,648909,246568,22479,46333,184280.0,1.9,4.6,21.2,20.9,7.7,43.6
2666,"St. Louis city, Missouri",29,510,300576,12543,134388,135044,7833,10768,43008.0,3.2,9.0,23.9,21.1,6.4,36.3
2667,"St. Lucie County, Florida",12,111,328297,65310,183442,66494,6632,6419,80928.0,5.5,8.2,33.2,21.5,10.0,21.6
2668,"St. Martin Parish, Louisiana",22,99,53431,1603,34546,15841,944,497,8400.0,7.1,11.0,43.0,19.0,5.4,14.5
2669,"St. Mary Parish, Louisiana",22,101,49348,3548,27679,15434,1907,780,8411.0,5.9,11.3,51.0,14.9,6.6,10.2
2670,"St. Mary's County, Maryland",24,37,113510,6342,83390,16390,4049,3339,15196.0,3.3,6.9,30.3,18.8,8.8,31.9
2671,"St. Tammany Parish, Louisiana",22,103,260419,15316,203145,32486,5730,3742,45560.0,2.9,6.5,26.6,23.5,6.5,33.8
2672,"Stafford County, Kansas",20,185,4156,555,3450,19,115,17,959.0,,,,,,
2673,"Stafford County, Virginia",51,179,152882,21673,90672,28734,6341,5462,16417.0,2.5,4.3,22.9,22.1,8.3,39.9
2674,"Stanislaus County, California",6,99,550660,262068,222343,14861,17414,33974,73921.0,11.3,9.8,29.3,24.9,7.6,17.1
2675,"Stanley County, South Dakota",46,117,3098,74,2670,21,325,8,631.0,,,,,,
2676,"Stanly County, North Carolina",37,167,62806,2786,50778,6925,1097,1220,12123.0,4.3,10.4,33.3,23.2,11.5,17.3
2677,"Stanton County, Kansas",20,187,2006,762,1145,13,82,4,347.0,,,,,,
2678,"Stanton County, Nebraska",31,167,5920,335,5414,40,106,25,1109.0,2.9,3.4,31.6,26.0,18.2,17.8
2679,"Stark County, Illinois",17,175,5342,109,5067,43,87,36,1216.0,2.3,6.4,41.6,20.2,12.4,17.0
2680,"Stark County, North Dakota",38,89,31489,1791,27326,890,989,493,4372.0,3.4,6.1,32.1,22.9,13.0,22.4
2681,"Stark County, Ohio",39,151,370606,8252,319393,29031,10317,3613,73876.0,2.1,6.2,38.2,21.9,8.6,22.8
2682,"Starke County, Indiana",18,149,22995,954,21575,93,320,53,4373.0,5.2,9.9,42.1,22.3,8.6,11.9
2683,"Starr County, Texas",48,427,64633,62276,2102,78,62,115,7370.0,29.0,17.7,26.3,13.5,3.6,9.9
2684,"Staunton city, Virginia",51,790,24932,825,20169,2774,830,334,5345.0,3.0,7.2,29.8,19.5,7.1,33.4
2685,"Ste. Genevieve County, Missouri",29,186,17894,224,17100,153,254,163,3598.0,3.3,7.3,39.3,20.6,9.7,19.7
2686,"Stearns County, Minnesota",27,145,161075,5737,136209,12234,3127,3768,24922.0,4.5,3.8,28.0,22.3,13.9,27.5
2687,"Steele County, Minnesota",27,147,36649,2996,31461,1234,572,386,6706.0,2.4,5.0,33.7,20.8,12.1,26.0
2688,"Steele County, North Dakota",38,91,1890,42,1792,9,43,4,476.0,,,,,,
2689,"Stephens County, Georgia",13,257,25925,1005,21245,2761,689,225,5121.0,4.3,13.6,38.6,15.9,6.5,21.0
2690,"Stephens County, Oklahoma",40,137,43143,3539,34320,802,4184,298,8764.0,3.6,9.1,42.2,23.1,5.1,16.9
2691,"Stephens County, Texas",48,429,9366,2287,6590,252,159,78,1890.0,6.7,14.8,28.6,26.3,7.4,16.2
2692,"Stephenson County, Illinois",17,177,44498,1914,36396,4488,1388,312,10426.0,2.3,5.1,35.0,27.3,10.7,19.6
2693,"Sterling County, Texas",48,431,1291,527,705,24,32,3,186.0,,,,,,
2694,"Steuben County, Indiana",18,151,34594,1296,32328,258,473,239,7254.0,2.4,6.4,39.6,20.3,9.5,21.8
2695,"Steuben County, New York",36,101,95379,1626,89096,1501,1619,1537,19211.0,3.0,6.5,36.7,16.6,13.5,23.6
2696,"Stevens County, Kansas",20,189,5485,2052,3250,29,121,33,915.0,11.8,10.0,25.8,29.7,9.1,13.7
2697,"Stevens County, Minnesota",27,149,9805,754,8408,109,330,204,1702.0,2.8,3.2,31.4,17.5,14.5,30.5
2698,"Stevens County, Washington",53,65,45723,1760,39480,242,3798,443,10914.0,2.3,7.1,34.5,27.4,10.0,18.7
2699,"Stewart County, Georgia",13,259,6621,2209,1476,2679,96,161,996.0,12.0,19.9,36.4,15.7,3.8,12.2
2700,"Stewart County, Tennessee",47,161,13715,480,12513,246,331,145,2833.0,3.8,9.0,44.8,20.2,6.6,15.6
2701,"Stillwater County, Montana",30,95,9642,412,8906,19,265,40,2268.0,1.8,4.2,35.5,24.5,8.9,25.0
2702,"Stoddard County, Missouri",29,207,29025,534,27621,356,408,106,5897.0,6.8,12.3,41.5,20.3,5.8,13.3
2703,"Stokes County, North Carolina",37,169,45591,1507,41434,1775,691,184,9917.0,4.6,11.6,40.0,19.8,9.9,14.1
2704,"Stone County, Arkansas",5,137,12506,238,11821,53,332,62,3489.0,8.7,10.1,34.9,22.6,9.8,13.9
2705,"Stone County, Mississippi",28,131,18336,381,14074,3467,331,83,3082.0,4.9,12.9,35.9,21.3,9.3,15.8
2706,"Stone County, Missouri",29,209,31952,767,30215,119,713,138,10098.0,2.2,10.6,32.9,27.7,8.0,18.6
2707,"Stonewall County, Texas",48,433,1350,242,1021,40,30,17,361.0,,,,,,
2708,"Storey County, Nevada",32,29,4123,330,3446,68,164,115,1327.0,,,,,,
2709,"Story County, Iowa",19,169,97117,3580,81139,2824,1707,7867,12269.0,0.9,2.0,17.4,17.9,10.2,51.6
2710,"Strafford County, New Hampshire",33,17,130633,3622,117857,1623,2633,4898,20173.0,2.0,5.2,27.6,19.2,10.2,35.8
2711,"Stutsman County, North Dakota",38,93,20704,541,19007,332,635,189,4129.0,3.4,5.7,33.8,23.5,9.9,23.7
2712,"Sublette County, Wyoming",56,35,9831,702,8764,74,219,72,2017.0,0.5,3.5,34.6,29.8,8.8,22.8
2713,"Suffolk County, Massachusetts",25,25,803907,187460,363231,161449,17907,73860,99229.0,7.9,5.7,22.1,13.4,4.7,46.1
2714,"Suffolk County, New York",36,103,1476601,298429,983806,110248,23559,60559,255941.0,4.4,5.1,27.3,17.4,9.5,36.3
2715,"Suffolk city, Virginia",51,800,92108,4300,45044,38402,2606,1756,13704.0,3.2,6.9,27.1,24.4,8.9,29.5
2716,"Sullivan County, Indiana",18,153,20669,366,18939,987,324,53,3820.0,3.4,7.9,44.2,20.7,11.7,12.1
2717,"Sullivan County, Missouri",29,211,6089,1131,4669,169,97,23,1265.0,7.2,8.5,50.2,16.3,6.1,11.7
2718,"Sullivan County, New Hampshire",33,19,43146,740,40795,333,822,456,9531.0,2.0,6.8,36.4,17.4,9.3,28.1
2719,"Sullivan County, New York",36,105,75432,12656,53368,6183,1838,1387,14579.0,4.9,8.4,33.8,17.8,10.3,24.8
2720,"Sullivan County, Pennsylvania",42,113,6066,111,5619,221,92,23,1761.0,3.0,7.5,47.7,15.3,9.4,17.2
2721,"Sullivan County, Tennessee",47,163,158348,3220,147478,3534,2829,1287,35185.0,4.5,8.4,34.7,20.7,8.2,23.6
2722,"Sully County, South Dakota",46,119,1391,34,1291,6,60,0,363.0,,,,,,
2723,"Summers County, West Virginia",54,89,12573,225,11535,522,249,42,3283.0,5.4,9.6,42.2,23.0,5.4,14.5
2724,"Summit County, Colorado",8,117,31011,4530,25262,349,410,460,4433.0,3.7,3.4,18.0,16.8,5.8,52.4
2725,"Summit County, Ohio",39,153,541013,12421,413198,80275,14047,21072,100079.0,2.4,5.9,30.2,20.6,8.5,32.5
2726,"Summit County, Utah",49,43,42145,4840,35397,410,742,756,5635.0,1.7,3.4,16.0,18.3,5.6,55.0
2727,"Sumner County, Kansas",20,191,22836,1281,20373,267,773,142,4383.0,1.9,5.8,34.9,24.5,9.6,23.3
2728,"Sumner County, Tennessee",47,165,191283,10147,158842,15336,3909,3049,31047.0,3.8,6.4,30.9,22.5,8.2,28.1
2729,"Sumter County, Alabama",1,119,12427,149,3098,8824,117,239,2325.0,3.7,9.6,35.4,23.4,6.4,21.6
2730,"Sumter County, Florida",12,119,132420,7855,112624,9151,1484,1306,77034.0,2.2,5.7,30.4,21.9,8.1,31.8
2731,"Sumter County, Georgia",13,261,29524,1826,11523,15404,377,394,5174.0,7.0,11.6,34.7,19.5,9.0,18.3
2732,"Sumter County, South Carolina",45,85,106721,4469,47802,50402,2458,1590,17988.0,4.4,10.1,30.8,24.7,10.6,19.3
2733,"Sunflower County, Mississippi",28,133,25110,493,5934,18359,218,106,3609.0,8.1,17.0,32.2,20.6,6.7,15.4
2734,"Surry County, North Carolina",37,171,71783,7963,59744,2658,972,446,14964.0,8.5,12.0,28.9,20.8,11.8,18.0
2735,"Surry County, Virginia",51,181,6422,175,3425,2639,151,32,1532.0,5.5,9.6,36.2,21.9,6.2,20.6
2736,"Susquehanna County, Pennsylvania",42,115,40328,715,38745,238,474,156,9795.0,2.2,8.0,45.0,17.2,9.1,18.6
2737,"Sussex County, Delaware",10,5,234225,21780,176516,27348,5408,3173,67322.0,4.1,7.8,31.2,19.1,9.6,28.3
2738,"Sussex County, New Jersey",34,37,140488,12904,119502,3147,2149,2786,25240.0,1.5,3.7,30.6,19.7,8.5,36.1
2739,"Sussex County, Virginia",51,183,11159,367,4345,6195,202,50,2070.0,6.1,13.6,42.5,19.1,6.0,12.7
2740,"Sutter County, California",6,101,96971,30907,43573,2108,4227,16156,15095.0,12.2,9.6,23.3,25.8,10.8,18.2
2741,"Sutton County, Texas",48,435,3776,2409,1324,16,19,8,723.0,,,,,,
2742,"Suwannee County, Florida",12,121,44417,4409,33460,5439,829,280,9650.0,5.4,12.2,38.9,20.5,7.5,15.5
2743,"Swain County, North Carolina",37,173,14271,822,8662,156,4531,100,2803.0,7.5,12.7,30.6,20.6,10.4,18.2
2744,"Sweet Grass County, Montana",30,97,3737,109,3466,14,126,22,1025.0,,,,,,
2745,"Sweetwater County, Wyoming",56,37,42343,6772,33561,502,1043,465,5489.0,1.6,5.6,33.0,25.2,12.1,22.5
2746,"Swift County, Minnesota",27,151,9266,484,8349,101,201,131,2079.0,3.5,6.0,32.7,22.0,16.3,19.6
2747,"Swisher County, Texas",48,437,7397,3336,3315,570,136,40,1305.0,13.1,13.6,29.9,23.2,4.9,15.3
2748,"Switzerland County, Indiana",18,155,10751,204,10240,136,131,40,1870.0,4.0,12.1,46.4,20.0,6.6,10.9
2749,"Talbot County, Georgia",13,263,6195,181,2527,3366,104,17,1577.0,3.6,14.1,45.5,17.2,7.5,12.1
2750,"Talbot County, Maryland",24,41,37181,2676,28794,4559,643,509,11057.0,3.1,5.6,24.5,18.4,7.8,40.6
2751,"Taliaferro County, Georgia",13,265,1537,62,586,836,36,17,431.0,,,,,,
2752,"Talladega County, Alabama",1,121,79978,1913,49800,26183,1525,557,14769.0,5.3,14.3,33.7,23.1,8.5,15.0
2753,"Tallahatchie County, Mississippi",28,135,13809,951,4764,7764,188,142,2107.0,7.9,22.6,28.8,19.7,10.7,10.3
2754,"Tallapoosa County, Alabama",1,123,40367,1021,27733,10756,626,231,8987.0,5.0,14.3,32.7,20.7,8.8,18.4
2755,"Tama County, Iowa",19,171,16854,1816,13376,128,1454,80,3356.0,3.8,4.9,40.0,22.5,13.0,15.8
2756,"Taney County, Missouri",29,213,55928,3484,49308,862,1594,680,12379.0,2.5,8.6,33.6,27.5,7.9,19.9
2757,"Tangipahoa Parish, Louisiana",22,105,134758,5941,85043,40539,2312,923,20112.0,4.4,11.9,37.2,20.7,5.8,20.0
2758,"Taos County, New Mexico",35,55,32723,18501,11719,152,2094,257,9014.0,3.3,6.6,28.2,26.4,6.8,28.7
2759,"Tarrant County, Texas",48,439,2102515,619710,953162,357639,49678,122326,244511.0,6.5,7.4,24.0,22.3,7.6,32.3
2760,"Tate County, Mississippi",28,137,28321,781,18401,8651,388,100,4863.0,5.3,11.7,35.4,21.1,10.7,15.8
2761,"Tattnall County, Georgia",13,267,25286,3089,14540,7120,373,164,3803.0,8.1,16.1,38.1,18.3,6.2,13.2
2762,"Taylor County, Florida",12,123,21569,916,15600,4221,631,201,4525.0,5.1,16.1,43.8,18.6,8.0,8.3
2763,"Taylor County, Georgia",13,269,8020,211,4644,2980,115,70,1677.0,8.7,12.8,37.5,21.9,6.4,12.6
2764,"Taylor County, Iowa",19,173,6121,475,5516,24,78,28,1392.0,4.2,5.6,38.5,21.7,15.6,14.5
2765,"Taylor County, Kentucky",21,217,25769,653,23024,1324,535,233,4716.0,5.2,7.7,39.2,20.7,7.7,19.6
2766,"Taylor County, Texas",48,441,138034,34471,86509,10277,3651,3126,20131.0,4.2,6.5,31.0,24.8,8.3,25.2
2767,"Taylor County, West Virginia",54,91,16695,172,16025,189,231,78,3507.0,2.9,7.8,47.2,18.3,6.5,17.3
2768,"Taylor County, Wisconsin",55,119,20343,485,19387,95,260,116,3980.0,4.2,7.4,43.4,19.4,10.4,15.1
2769,"Tazewell County, Illinois",17,179,131803,3237,123530,1722,2088,1226,25457.0,1.8,5.4,31.7,23.6,11.1,26.3
2770,"Tazewell County, Virginia",51,185,40595,461,38078,1289,506,261,9358.0,8.6,9.7,36.5,20.1,10.3,14.9
2771,"Tehama County, California",6,103,65084,16776,43832,521,3036,919,12780.0,7.2,8.3,30.1,30.5,8.3,15.7
2772,"Telfair County, Georgia",13,271,15860,2411,7778,5380,191,100,2976.0,12.9,16.8,47.2,8.9,5.6,8.6
2773,"Teller County, Colorado",8,119,25388,1801,22341,215,754,277,5888.0,0.4,2.4,23.2,23.8,12.4,37.7
2774,"Tensas Parish, Louisiana",22,107,4334,103,1818,2342,62,9,1115.0,,,,,,
2775,"Terrebonne Parish, Louisiana",22,109,110461,5666,73459,20920,9221,1195,16503.0,9.4,11.6,38.9,18.8,5.6,15.6
