,area_code,hispanic,white_nonhispanic,black_nonhispanic,other_nonhispanic,asian_nonhispanic,above_65,prepandemic_growth,leisure_by_emp,total_emp_feb2020,manufacturing_emp_feb2020,service_emp_feb2020,total_emp_jun2021,manufacturing_emp_jun2021,service_emp_jun2021,total_employment,manufacturing,service,emp_tot_change_feb2020_jun2021,manufacturing_change_feb2020_jun2021,service_change_feb2020_jun2021,occ_15,total_pop,pop_excl,less_than_9grade,hs_nodiploma,ged,college_nodegree,associates,bachelors_graduate,CBSA Title,division,region,state,pop_by_metro
590,30780.0,5.43,66.61,23.91,2.33,1.73,15.770140520269834,0.041892277001995,0.09220806949884237,366.40000000000003,38.699999999999996,327.7,342.0,37.0,305.0,365.59999999999997,38.9,326.7,-0.066593886462882,-0.043927648578811485,-0.0692706743973146,0.026094091903719915,742384,742384,3.02,6.49,29.37,22.95,7.8100000000000005,30.380000000000003,"Little Rock-North Little Rock-Conway, AR",West South Central Division,South Region,5,742384
596,30860.0,10.15,84.66,0.7799999999999999,2.13,2.2800000000000002,10.764530481825641,0.1111111111111111,0.08088965253913709,64.4,15.0,49.4,63.2,16.2,47.0,65.0,15.5,49.5,-0.018633540372670843,0.07999999999999985,-0.04858299595141702,0.026153846153846153,149909,149909,2.94,4.2299999999999995,22.02,26.83,8.48,35.44,"Logan, UT-ID",Mountain Division,West Region,49,142165
598,30980.0,16.869999999999997,62.9,17.080000000000002,2.16,0.9900000000000001,16.57080289317777,-0.0010010010010010862,0.09105215274533429,99.0,25.100000000000005,73.9,90.3,20.5,69.8,99.8,25.5,74.3,-0.08787878787878789,-0.1832669322709164,-0.05548037889039248,0.009919839679358717,220104,220104,6.23,10.209999999999999,30.270000000000003,25.83,8.469999999999999,19.07,"Longview, TX",West South Central Division,South Region,48,286657
601,31020.0,9.34,83.19,0.9299999999999999,4.67,1.87,19.33124157948514,0.05943152454780354,0.0888456355741878,40.5,10.0,30.5,39.2,10.2,29.0,41.0,10.2,30.7,-0.032098765432098664,0.020000000000000018,-0.049180327868852514,0.007073170731707317,110593,110593,3.0,7.7,30.599999999999998,30.0,11.700000000000001,17.0,"Longview, WA",Pacific Division,West Region,53,110593
602,31080.0,45.12,29.37,6.4399999999999995,2.48,16.580000000000002,14.372681718427954,0.06888157443598714,0.11667238738739637,6206.3,753.0,5453.3,5464.7,707.4,4757.3,6235.0,758.9,5476.1,-0.11949148445933977,-0.06055776892430287,-0.12762914198742048,0.027727345629510826,13214799,13214799,11.24,8.12,19.78,19.220000000000002,7.17,34.449999999999996,"Los Angeles-Long Beach-Anaheim, CA",Pacific Division,West Region,6,13214799
604,31140.0,5.19,74.11,16.05,2.29,2.37,16.735790594842335,0.05127006389278476,0.1004967887387298,664.5,111.5,553.0,618.6999999999999,105.5,513.1999999999999,674.6000000000001,112.79999999999997,561.8000000000001,-0.06892400300978174,-0.053811659192825156,-0.07197106690777566,0.0271716572783872,1115388,1115388,3.53,6.87,29.160000000000004,22.34,8.290000000000001,29.82,"Louisville/Jefferson County, KY-IN",East South Central Division,South Region,21,1265108
616,31180.0,36.85,52.35999999999999,6.88,1.69,2.22,12.888781314292629,0.06351446718419196,0.1294709222508346,149.6,13.4,136.2,143.2,13.6,129.6,150.7,13.6,137.1,-0.042780748663101664,0.014925373134328401,-0.048458149779735615,0.01572660915726609,322257,322257,6.3,7.89,25.85,24.13,6.18,29.56,"Lubbock, TX",West South Central Division,South Region,48,322257
619,31340.0,3.11,75.87,17.150000000000002,2.34,1.53,19.158768581683525,0.01729106628242086,0.09803853976352168,105.5,20.5,85.0,97.3,20.1,77.2,105.9,20.7,85.2,-0.07772511848341235,-0.019512195121951126,-0.09176470588235286,0.021246458923512748,263566,263566,3.9899999999999998,7.75,29.98,21.41,8.76,28.09,"Lynchburg, VA",South Atlantic Division,South Region,51,263566
624,31420.0,3.1300000000000003,48.39,45.12,1.6400000000000001,1.73,17.113341101584375,0.018811881188118867,0.09933635063199117,102.7,10.4,92.3,96.5,10.1,86.4,102.9,10.3,92.6,-0.060370009737098385,-0.028846153846153966,-0.06392199349945815,0.017006802721088437,229996,229996,3.93,10.290000000000001,32.72,22.220000000000002,7.340000000000001,23.56,"Macon-Bibb County, GA",South Atlantic Division,South Region,13,229996
629,31460.0,58.78,33.18,3.19,2.68,2.17,14.347823323396492,0.1408045977011496,0.0898833791599507,38.7,5.2,33.5,38.2,5.1,33.1,39.7,5.4,34.3,-0.012919896640826822,-0.019230769230769384,-0.011940298507462699,0.00831234256926952,157327,157327,16.400000000000002,11.700000000000001,24.9,24.6,7.9,14.6,"Madera, CA",Pacific Division,West Region,6,157327
630,31540.0,5.94,81.75,4.53,2.4899999999999998,5.29,15.052379054394502,0.05495910020449898,0.08783040138972344,406.6,52.7,353.9,376.9,53.7,323.2,412.7,54.8,357.9,-0.07304476143630112,0.018975332068311257,-0.08674766883300367,0.05779016234552944,664865,664865,1.59,3.09,20.78,17.82,10.34,46.47,"Madison, WI",East North Central Division,Midwest Region,55,664865
634,31740.0,7.630000000000001,79.77,5.140000000000001,3.4000000000000004,4.06,10.99934087106424,0.007142857142857075,,43.6,4.9,38.7,35.3,5.1,30.2,42.3,5.2,37.1,-0.19036697247706436,0.04081632653061207,-0.21963824289405698,0.016784869976359338,98615,98615,1.32,3.35,21.57,23.369999999999997,7.720000000000001,42.68,"Manhattan, KS",West North Central Division,Midwest Region,20,130285
636,31860.0,4.2700000000000005,87.4,4.07,2.07,2.19,15.059797698352742,0.04448398576512455,,58.1,9.9,48.2,52.8,9.8,43.0,58.7,10.7,48.1,-0.09122203098106718,-0.010101010101010055,-0.10788381742738595,0.015672913117546847,101927,101927,2.04,3.5700000000000003,26.06,21.029999999999998,12.809999999999999,34.46,"Mankato-North Mankato, MN",West North Central Division,Midwest Region,27,101927
638,31900.0,2.06,85.35000000000001,9.4,2.36,0.8200000000000001,19.75997490796837,-0.007619047619047592,0.10072572284299046,51.5,11.9,39.6,47.6,11.1,36.5,52.1,12.1,40.1,-0.07572815533980581,-0.06722689075630262,-0.07828282828282829,0.009213051823416507,121154,121154,3.5999999999999996,9.4,39.4,20.3,8.9,18.3,"Mansfield, OH",East North Central Division,Midwest Region,39,121154
639,32580.0,92.49000000000001,5.94,0.42,0.22,0.9299999999999999,11.318891179649755,0.09149536477226931,0.09454014304422284,268.9,15.4,253.5,260.4,14.2,246.2,270.8,15.4,255.5,-0.03161026403867606,-0.07792207792207795,-0.028796844181459558,0.005649926144756278,868707,868707,21.0,13.200000000000001,23.5,18.7,4.8,18.7,"McAllen-Edinburg-Mission, TX",West South Central Division,South Region,48,868707
640,32780.0,13.450000000000001,80.12,0.79,3.8699999999999997,1.76,22.56137301759722,0.09234507897934396,0.12356507513163507,87.8,12.9,74.9,83.9,12.6,71.3,89.9,13.3,76.6,-0.04441913439635525,-0.023255813953488413,-0.04806408544726315,0.01457174638487208,220944,220944,3.2,6.7,26.1,27.6,8.5,27.800000000000004,"Medford, OR",Pacific Division,West Region,41,220944
641,32820.0,5.510000000000001,57.699999999999996,32.65,1.8399999999999999,2.31,16.075772207367457,0.04212366873311079,0.1016926143844329,650.6999999999999,67.89999999999999,582.8000000000001,608.1999999999999,66.7,541.5,655.6,68.89999999999999,586.6999999999999,-0.06531427693253422,-0.0176730486008837,-0.07086479066575146,0.015604026845637584,1756264,1756264,3.7199999999999998,7.340000000000001,28.57,22.189999999999998,7.180000000000001,30.990000000000002,"Memphis, TN-MS-AR",East South Central Division,South Region,47,1346045
650,32900.0,61.019999999999996,26.490000000000002,2.9499999999999997,2.2399999999999998,7.31,11.392970325554595,0.1109350237717907,0.08442579031969995,69.5,11.6,57.9,65.2,12.7,52.5,70.1,12.6,57.5,-0.061870503597122206,0.09482758620689657,-0.09326424870466321,0.0,277680,277680,18.7,12.2,25.3,22.8,7.3,13.8,"Merced, CA",Pacific Division,West Region,6,277680
651,33100.0,46.1,29.720000000000002,20.3,1.31,2.5700000000000003,18.677519521646683,0.08543434102043256,0.11848895657684679,2721.7,233.1,2488.6,2460.3,227.69999999999996,2232.6,2725.2,234.6,2490.6,-0.09604291435499857,-0.02316602316602323,-0.10286908301856468,0.021238808160868927,6166488,6166488,7.28,7.249999999999999,26.5,17.419999999999998,9.32,32.300000000000004,"Miami-Fort Lauderdale-West Palm Beach, FL",South Atlantic Division,South Region,12,6166488
654,33140.0,6.9,78.81,11.3,2.36,0.63,18.476084740827023,-0.004807692307692376,0.12801025013831863,40.5,9.7,30.8,38.9,9.5,29.4,41.4,10.1,31.3,-0.03950617283950619,-0.020618556701030855,-0.045454545454545525,0.004830917874396135,109888,109888,3.0,8.5,39.6,21.2,9.6,18.0,"Michigan City-La Porte, IN",East North Central Division,Midwest Region,18,109888
655,33220.0,2.93,91.22,1.34,2.07,2.44,18.886189811919767,-0.015789473684210565,,37.4,8.8,28.6,34.0,8.2,25.8,37.4,8.8,28.7,-0.09090909090909083,-0.06818181818181834,-0.09790209790209792,0.02540106951871658,83156,83156,1.7999999999999998,4.0,28.9,19.900000000000002,10.299999999999999,35.199999999999996,"Midland, MI",East North Central Division,Midwest Region,26,83156
656,33260.0,46.050000000000004,44.17,6.03,1.6,2.15,10.458207148842023,0.2291891891891892,0.09873985013131584,112.6,43.9,68.7,91.8,29.6,62.2,113.7,43.8,69.9,-0.18472468916518647,-0.3257403189066058,-0.09461426491994174,0.01723834652594547,182603,182603,6.3,9.42,25.929999999999996,23.44,7.79,27.11,"Midland, TX",West South Central Division,South Region,48,182603
658,33340.0,11.09,66.12,16.39,2.3800000000000003,4.02,16.070173612014887,0.021835590845399398,0.08806563421521314,862.8,149.8,713.0,801.6,146.0,655.6,875.1,153.7,721.4,-0.07093184979137679,-0.025367156208277786,-0.08050490883590455,0.030522226031310707,1575179,1575179,3.06,5.56,26.63,20.62,8.64,35.53,"Milwaukee-Waukesha-West Allis, WI",East North Central Division,Midwest Region,55,1575179
662,33460.0,6.11,74.51,9.07,3.18,7.13,14.559860134345778,0.05486762343920007,0.08903940364666914,1999.0,272.59999999999997,1726.4000000000005,1837.2000000000005,280.30000000000007,1556.9000000000003,2036.0,287.40000000000003,1748.5999999999995,-0.08094047023511752,0.028246515040352138,-0.09818118628359596,0.04203831041257367,3702982,3702982,2.92,3.49,21.19,19.900000000000002,10.43,42.1,"Minneapolis-St. Paul-Bloomington, MN-WI",West North Central Division,Midwest Region,27,3640043
678,33540.0,3.42,89.05,0.44999999999999996,5.21,1.87,16.168060200668897,0.07130730050933791,0.13319924232068586,61.8,5.5,56.3,60.3,6.4,53.9,63.1,6.1,57.0,-0.024271844660194164,0.1636363636363638,-0.04262877442273527,0.020126782884310617,119600,119600,1.3,3.1,21.7,22.1,8.799999999999999,43.0,"Missoula, MT",Mountain Division,West Region,30,119600
679,33660.0,3.01,56.52,35.94,2.45,2.08,16.636093027758285,0.027548209366391185,0.09488143887139179,185.4,30.0,155.4,173.6,29.2,144.4,186.5,30.4,156.1,-0.06364617044228704,-0.026666666666666727,-0.07078507078507079,0.01774798927613941,413210,413210,3.1,10.4,34.0,21.4,7.9,23.200000000000003,"Mobile, AL",East South Central Division,South Region,1,429536
680,33700.0,47.589999999999996,40.38,2.7,3.16,6.17,13.424072930665021,0.09014423076923077,0.10418574767952106,177.7,30.5,147.2,169.4,30.8,138.6,181.4,31.9,149.4,-0.046707934721440525,0.009836065573770592,-0.05842391304347827,0.008930540242557882,550660,550660,11.3,9.8,29.299999999999997,24.9,7.6,17.1,"Modesto, CA",Pacific Division,West Region,6,550660
681,33740.0,2.58,59.27,35.79,1.41,0.95,16.06219389122341,-0.007566204287515692,0.10158885208870709,78.8,10.1,68.7,72.1,9.2,62.9,78.7,10.2,68.5,-0.0850253807106599,-0.08910891089108919,-0.0844250363901019,0.008005082592121982,175387,175387,3.66,9.85,35.449999999999996,21.97,5.65,23.32,"Monroe, LA",West South Central Division,South Region,22,200261
683,33780.0,3.75,91.03,2.5,2.03,0.69,18.756146179401995,-0.025882352941176506,0.10656500989407526,40.6,7.4,33.2,36.8,7.0,29.8,41.4,7.6,33.8,-0.0935960591133006,-0.05405405405405406,-0.10240963855421692,0.007004830917874396,150500,150500,1.7999999999999998,6.800000000000001,35.199999999999996,24.099999999999998,11.600000000000001,20.5,"Monroe, MI",East North Central Division,Midwest Region,26,150500
684,33860.0,3.42,47.43,45.1,1.69,2.36,15.747274237188243,0.02538949798038071,0.09453906074298216,176.4,24.5,151.9,164.9,23.2,141.7,177.7,24.9,152.9,-0.06519274376417228,-0.053061224489796,-0.06714944042132998,0.02352279122115926,373290,373290,3.93,9.34,28.299999999999997,20.64,7.779999999999999,30.09,"Montgomery, AL",East South Central Division,South Region,1,373290
688,34060.0,2.08,90.14,3.1199999999999997,2.0500000000000003,2.6100000000000003,15.063576997209516,0.028985507246376812,0.10235072065888814,70.6,7.7,62.9,64.6,6.8,57.8,71.0,7.8,63.2,-0.08498583569405105,-0.11688311688311692,-0.08108108108108114,0.01788732394366197,139044,139044,2.4699999999999998,6.4799999999999995,32.01,16.49,5.91,36.57,"Morgantown, WV",South Atlantic Division,South Region,54,139044
690,34100.0,8.33,85.94000000000001,2.94,1.8399999999999999,0.96,19.381389779701745,0.05592841163310962,0.08893608204703196,46.9,14.0,32.9,45.2,13.6,31.6,47.2,14.2,32.9,-0.036247334754797356,-0.02857142857142858,-0.03951367781155002,0.004025423728813559,119429,119429,6.81,10.07,38.83,20.1,7.449999999999999,16.8,"Morristown, TN",East South Central Division,South Region,47,142749
692,34580.0,18.61,74.08,0.83,4.04,2.4299999999999997,21.500715916566694,0.08453608247422684,0.09816474605207,51.3,11.1,40.2,47.5,10.3,37.2,52.6,11.4,41.2,-0.07407407407407407,-0.072072072072072,-0.07462686567164178,0.013878326996197718,129205,129205,4.3,5.5,26.3,26.400000000000002,11.200000000000001,26.200000000000003,"Mount Vernon-Anacortes, WA",Pacific Division,West Region,53,129205
693,34620.0,2.63,86.57000000000001,7.02,2.42,1.35,17.459149253077495,-0.01757812500000011,0.10322611208489266,50.7,5.8,44.9,45.3,5.1,40.2,50.3,5.8,44.5,-0.10650887573964507,-0.12068965517241381,-0.1046770601336302,0.023260437375745527,114135,114135,2.4,7.9,35.099999999999994,21.099999999999998,9.700000000000001,23.7,"Muncie, IN",East North Central Division,Midwest Region,18,114135
694,34740.0,5.81,76.38000000000001,13.66,3.49,0.67,17.607711187675005,0.014195583596214489,0.11416919575113814,63.0,16.1,46.9,56.7,14.1,42.6,64.3,16.4,47.9,-0.09999999999999998,-0.12422360248447217,-0.09168443496801704,0.006376360808709175,173566,173566,2.6,6.1,34.0,25.7,11.799999999999999,19.7,"Muskegon, MI",East North Central Division,Midwest Region,26,173566
695,34820.0,5.66,70.98,19.7,1.9900000000000002,1.67,20.723408758084723,0.12813908564069526,0.24870447675255503,165.6,15.3,150.3,165.2,15.1,150.1,175.2,15.5,159.7,-0.0024154589371980784,-0.013071895424836666,-0.0013306719893547703,0.00821917808219178,765487,765487,2.7199999999999998,6.550000000000001,27.229999999999997,19.88,9.26,34.35,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",South Atlantic Division,South Region,45,496901
697,34900.0,34.599999999999994,51.76,2.08,2.81,8.76,19.715559298408643,0.06401137980085349,0.1726116573269353,72.9,17.6,55.3,63.7,16.9,46.8,74.8,18.4,56.3,-0.12620027434842251,-0.039772727272727404,-0.15370705244122962,0.010427807486631016,137744,137744,9.2,5.3,17.8,22.900000000000002,9.1,35.699999999999996,"Napa, CA",Pacific Division,West Region,6,137744
698,34940.0,28.560000000000002,62.2,6.619999999999999,1.11,1.5,32.91928854617539,0.14327700220426157,0.18903593211564285,159.2,22.3,136.9,143.0,22.2,120.8,155.6,22.4,133.2,-0.10175879396984921,-0.004484304932735439,-0.11760409057706356,0.009897172236503856,384902,384902,6.800000000000001,6.1,25.8,17.0,7.9,36.4,"Naples-Immokalee-Marco Island, FL",South Atlantic Division,South Region,12,384902
699,34980.0,7.539999999999999,71.89999999999999,15.22,2.3,3.04,13.650966192820087,0.14285714285714296,0.10927569234847255,1031.6000000000001,131.90000000000003,899.7000000000002,966.5,125.59999999999998,840.8999999999997,1046.3999999999999,133.90000000000003,912.6000000000003,-0.06310585498255128,-0.047763457164518686,-0.06535511837279095,0.026328363914373095,1959495,1959495,3.71,6.2700000000000005,26.58,20.150000000000002,7.26,35.99,"Nashville-Davidson--Murfreesboro--Franklin, TN",East South Central Division,South Region,47,1934317
713,35100.0,7.08,66.28,21.15,2.94,2.55,21.101670367867143,0.02262443438914027,,44.79999999999999,5.8,39.0,42.70000000000001,5.400000000000001,37.3,45.20000000000001,5.900000000000001,39.3,-0.04687499999999989,-0.06896551724137923,-0.04358974358974366,0.008407079646017699,124284,124284,4.26,7.61,27.150000000000002,26.02,11.34,23.61,"New Bern, NC",South Atlantic Division,South Region,37,124284
716,35380.0,9.02,51.239999999999995,34.97,1.9,2.87,16.465333364816257,0.015440666204024943,0.14693615251823935,584.9,63.800000000000004,521.1,506.40000000000003,58.5,447.90000000000003,585.3000000000001,63.60000000000001,521.8000000000001,-0.1342109762352539,-0.08307210031347956,-0.14047207829591257,0.012489321715359644,1270530,1270530,4.34,8.73,28.23,22.59,5.82,30.240000000000002,"New Orleans-Metairie, LA",West South Central Division,South Region,22,1270530
724,35620.0,23.11,49.09,15.840000000000002,1.9300000000000002,10.03,16.514894803621843,0.06209738386021686,0.08899498235605938,9816.100000000004,760.5,9055.600000000004,8445.0,683.7000000000003,7761.299999999997,9974.899999999996,780.2000000000003,9194.700000000004,-0.1396786911298786,-0.10098619329388558,-0.1429281328680596,0.0313557028140633,16517774,16517774,6.83,7.06,25.169999999999998,15.260000000000002,7.91,37.79,"New York-Newark-Jersey City, NY-NJ-PA",Middle Atlantic Division,Northeast Region,36,19216182
749,35660.0,5.76,74.75,14.469999999999999,2.87,2.1399999999999997,20.28800333765751,0.024350649350649352,0.1161022537724505,61.2,15.8,45.4,56.2,14.0,42.2,63.1,15.7,47.4,-0.0816993464052288,-0.11392405063291144,-0.07048458149779724,0.009667194928684628,153401,153401,2.8000000000000003,7.5,28.1,23.5,10.299999999999999,27.800000000000004,"Niles-Benton Harbor, MI",East North Central Division,Midwest Region,26,153401
750,35840.0,13.089999999999998,76.91,6.36,1.63,2.02,32.868177229254655,0.10747004933051445,0.14322296190167105,316.7,43.2,273.5,293.6,42.8,250.8,314.3,43.5,270.7,-0.07293969055888838,-0.009259259259259411,-0.0829981718464351,0.014635698377346485,836995,836995,3.0700000000000003,5.47,29.48,20.380000000000003,8.9,32.7,"North Port-Sarasota-Bradenton, FL",South Atlantic Division,South Region,12,836995
752,36100.0,14.12,69.6,12.509999999999998,2.02,1.7399999999999998,29.17973953646134,0.10623084780388142,0.12083104269745283,107.8,17.3,90.5,103.1,17.9,85.2,108.3,17.7,90.6,-0.04359925788497221,0.03468208092485536,-0.05856353591160213,0.007479224376731302,365579,365579,3.5000000000000004,8.9,36.9,21.9,8.7,20.1,"Ocala, FL",South Atlantic Division,South Region,12,365579
753,36140.0,8.1,85.03,4.07,1.7999999999999998,1.0,27.34275687480307,0.021176470588235262,0.27100278629928787,34.0,3.2,30.8,41.4,3.5,37.9,43.4,3.5,39.9,0.2176470588235293,0.09375,0.23051948051948035,0.007373271889400922,92039,92039,2.6,4.9,32.0,19.7,8.0,32.800000000000004,"Ocean City, NJ",Middle Atlantic Division,Northeast Region,34,92039
754,36220.0,62.56,30.42,4.43,1.3299999999999998,1.26,9.607575365623289,0.11375661375661388,0.11009796652416032,84.3,28.2,56.1,68.8,18.5,50.3,84.2,27.6,56.6,-0.1838671411625148,-0.34397163120567376,-0.10338680926916233,0.0072446555819477435,166223,166223,9.5,14.6,30.3,23.200000000000003,7.000000000000001,15.4,"Odessa, TX",West South Central Division,South Region,48,166223
755,36260.0,13.26,80.78999999999999,1.1900000000000002,2.6100000000000003,2.15,11.164792999777735,0.11745106205747613,0.09276593779583922,263.0,54.4,208.6,263.3,56.1,207.2,268.3,55.8,212.4,0.0011406844106465197,0.03125,-0.006711409395973145,0.026723816623183003,683864,683864,2.08,4.38,25.169999999999998,26.900000000000002,9.92,31.630000000000003,"Ogden-Clearfield, UT",Mountain Division,West Region,49,683864
759,36420.0,13.83,63.690000000000005,10.440000000000001,8.61,3.42,14.251747755420704,0.04838197969543147,0.11051242085480541,654.1,86.89999999999999,567.1999999999999,617.6,74.2,543.4,660.9,85.5,575.5,-0.05580186515823271,-0.14614499424626004,-0.0419605077574049,0.023225904070207297,1408950,1408950,4.09,6.9,27.32,23.57,7.53,30.56,"Oklahoma City, OK",West South Central Division,South Region,40,1408950
766,36500.0,9.370000000000001,74.09,3.25,6.3,6.99,17.853553432276893,0.11944444444444449,0.08880205379880607,118.6,9.5,109.1,112.6,9.8,102.8,120.9,10.0,110.9,-0.050590219224283306,0.03157894736842115,-0.057745187901008244,0.04532671629445823,290536,290536,2.1,4.2,21.3,25.900000000000002,10.9,35.699999999999996,"Olympia-Tumwater, WA",Pacific Division,West Region,53,290536
767,36540.0,11.26,74.53999999999999,8.4,2.8400000000000003,3.55,13.857676137327726,0.029232643118148553,0.09802277616216395,497.40000000000003,61.199999999999996,436.19999999999993,475.90000000000003,63.699999999999996,412.19999999999993,507.0,64.10000000000001,442.90000000000003,-0.04322476879774828,0.040849673202614456,-0.05502063273727653,0.04134122287968442,848656,848656,3.5900000000000003,4.43,22.470000000000002,22.43,8.77,38.379999999999995,"Omaha-Council Bluffs, NE-IA",West North Central Division,Midwest Region,31,949442
775,36740.0,31.919999999999998,45.68,15.76,2.06,4.58,15.226327350413914,0.1462003454231433,0.19698054516703165,1320.2,133.6,1186.6,1115.6,131.4,984.2,1327.3,135.5,1191.9,-0.15497651870928653,-0.01646706586826341,-0.17057138041462994,0.02801175318315377,2608147,2608147,3.9,6.660000000000001,25.88,19.88,11.5,32.17,"Orlando-Kissimmee-Sanford, FL",South Atlantic Division,South Region,12,2608147
779,36780.0,4.36,87.99,2.35,2.2399999999999998,3.06,16.8160691536703,0.023231256599788835,0.07348088231645292,96.1,27.4,68.7,91.2,27.2,64.0,96.9,27.9,69.0,-0.05098855359001031,-0.007299270072992692,-0.06841339155749637,0.02002063983488132,171907,171907,2.0,5.1,33.4,20.3,10.8,28.299999999999997,"Oshkosh-Neenah, WI",East North Central Division,Midwest Region,55,171907
780,36980.0,3.06,88.75999999999999,4.36,2.13,1.69,17.520093770931013,0.03300970873786413,0.09367692237149793,52.5,11.300000000000002,41.2,48.9,10.9,38.0,53.20000000000001,11.6,41.6,-0.06857142857142862,-0.03539823008849563,-0.07766990291262144,0.007142857142857143,119440,119440,3.45,7.1,35.33,22.6,10.12,21.34,"Owensboro, KY",East South Central Division,South Region,21,119440
783,37100.0,43.24,44.68,1.79,2.7,7.59,16.158868849629908,0.05533063427800282,0.11751446775250472,309.4,43.7,265.7,283.1,43.6,239.5,312.8,44.6,268.2,-0.0850032320620554,-0.0022883295194507935,-0.09860745201354904,0.02340153452685422,846006,846006,9.2,5.800000000000001,19.2,22.8,9.3,33.800000000000004,"Oxnard-Thousand Oaks-Ventura, CA",Pacific Division,West Region,6,846006
784,37340.0,10.9,73.81,10.03,2.67,2.59,24.213628555575124,0.1487357461576599,0.12124049406372318,229.4,41.5,187.9,221.7,44.6,177.1,231.7,42.8,188.9,-0.03356582388840457,0.07469879518072298,-0.05747738158595006,0.041864479930945185,601942,601942,2.1999999999999997,5.6000000000000005,28.299999999999997,21.8,12.0,30.2,"Palm Bay-Melbourne-Titusville, FL",South Atlantic Division,South Region,12,601942
785,37460.0,6.4,77.05,10.870000000000001,3.44,2.2399999999999998,19.193072250775177,-0.01824817518248175,0.16492629438675468,79.1,9.8,69.3,78.5,10.3,68.2,80.7,9.9,70.8,-0.007585335018963302,0.05102040816326525,-0.015873015873015817,0.01734820322180917,188344,188344,2.83,6.8500000000000005,31.35,24.79,10.71,23.369999999999997,"Panama City, FL",South Atlantic Division,South Region,12,174705
787,37620.0,1.2,95.23,1.15,1.82,0.6,20.905763440378784,-0.03990024937655864,,37.9,4.4,33.5,35.5,4.1,31.4,38.5,4.6,33.8,-0.0633245382585752,-0.06818181818181834,-0.0626865671641792,0.01818181818181818,89339,89339,3.15,7.41,34.9,22.8,10.56,21.2,"Parkersburg-Vienna, WV",South Atlantic Division,South Region,54,89339
789,37860.0,5.92,70.62,16.68,3.81,2.97,16.849803731977264,0.111842105263158,0.13271516277081147,183.8,19.0,164.8,179.5,19.0,160.5,185.9,19.3,166.6,-0.023394994559303606,0.0,-0.026092233009708754,0.017482517482517484,502629,502629,2.45,6.819999999999999,27.05,23.93,12.809999999999999,26.939999999999998,"Pensacola-Ferry Pass-Brent, FL",South Atlantic Division,South Region,12,502629
791,37900.0,3.6799999999999997,82.01,9.6,2.27,2.44,18.577307145139137,-0.0322215941209724,0.1011181706224809,167.9,30.2,137.7,155.2,29.2,126.0,171.2,31.0,140.2,-0.07564026206075058,-0.0331125827814569,-0.08496732026143783,0.025992990654205607,366221,366221,2.16,5.779999999999999,30.04,22.95,10.280000000000001,28.76,"Peoria, IL",East North Central Division,Midwest Region,17,400561
796,37980.0,7.28,66.16,18.59,2.0500000000000003,5.91,17.403157141633628,0.0580615395535367,0.08710898167451032,2934.099999999999,296.19999999999993,2637.9000000000005,2636.2999999999997,286.5,2349.7999999999997,2981.2999999999997,304.5,2676.7999999999997,-0.10149619985685554,-0.032748143146522635,-0.10921566397513173,0.03352899741723409,5779595,5779595,2.98,5.779999999999999,29.18,15.86,7.6499999999999995,38.59,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Middle Atlantic Division,Northeast Region,42,6102434
807,38060.0,31.35,54.67999999999999,5.510000000000001,4.16,4.31,16.023938387329704,0.1383073147809742,0.1046262040289676,2162.1,264.1,1898.0,2045.0,270.2,1774.8,2180.2,270.3,1909.9,-0.05416030710882935,0.023097311624384664,-0.06491043203371971,0.036414090450417394,4948203,4948203,5.56,6.92,23.05,24.43,8.57,31.47,"Phoenix-Mesa-Scottsdale, AZ",Mountain Division,West Region,4,4948203
809,38220.0,2.52,46.27,48.85,1.59,0.76,17.982096487631544,-0.018018018018017848,,32.9,5.900000000000001,27.0,31.100000000000005,5.7,25.399999999999995,32.7,6.0,26.7,-0.054711246200607855,-0.03389830508474578,-0.059259259259259345,0.007339449541284403,87804,87804,3.95,10.299999999999999,40.839999999999996,22.03,6.18,16.61,"Pine Bluff, AR",West South Central Division,South Region,5,87804
812,38300.0,1.9,85.06,8.41,1.97,2.6599999999999997,20.509837763203315,0.02711776859504133,0.09687894938717335,1174.8999999999999,153.9,1021.0,1069.8999999999999,146.4,923.5,1193.1000000000001,161.70000000000002,1031.3,-0.08936930802621501,-0.04873294346978563,-0.0954946131243879,0.031841421506998584,2317600,2317600,1.72,4.44,32.35,16.38,10.18,34.98,"Pittsburgh, PA",Middle Atlantic Division,Northeast Region,42,2317600
819,38540.0,8.93,83.35000000000001,0.9400000000000001,5.0,1.78,14.684311224489797,0.059659090909090745,0.10675459501811888,36.9,4.0,32.9,35.7,4.3,31.4,37.3,4.2,33.0,-0.032520325203251876,0.07499999999999996,-0.045592705167173286,0.010723860589812333,87808,87808,2.0,5.5,26.400000000000002,28.9,9.3,27.800000000000004,"Pocatello, ID",Mountain Division,West Region,16,95489
